species	SRR317085	SRR317086	SRR317087	SRR317088	SRR317089	SRR317090	SRR317091	SRR317092	SRR317093	SRR317094	SRR317095	SRR317096	SRR317097	SRR317098	SRR317099	SRR317100	SRR317101	SRR317102	SRR317103	SRR317104	SRR317105	SRR317106	SRR317107	SRR317108	SRR317109
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_albus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_bingchenggensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_collinus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_davawensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_griseus	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_hygroscopicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_scabiei	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_sp_SirexAA-E	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_venezuelae	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_violaceusniger	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Streptosporangiaceae|g__Streptosporangium|s__Streptosporangium_roseum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Tsukamurellaceae|g__Tsukamurella|s__Tsukamurella_paurometabola	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis	0	0	0	19	1	1	1	24	0	0	0	0	0	0	0	0	0	0	0	9	0	0	52	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_asteroides	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum	0	184	0	62	2	12	0	133	0	0	0	0	0	31	1	0	0	1	0	16	0	0	87	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve	0	0	1	0	0	1	2	842	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	1	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_dentium	0	8	0	0	0	9	0	5	0	0	0	0	0	3	0	0	0	0	0	52	0	0	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum	0	119	1	4	104	121	0	0	0	0	0	2	1	27	1	0	2	0	0	0	0	0	19	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_thermophilum	0	4	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Gardnerella|s__Gardnerella_vaginalis	0	1	0	0	1	1	0	1	0	2	0	0	0	3	1	0	100	0	0	0	0	0	1	0	2
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens	0	0	0	4	52	1	0	0	0	0	0	3	3	0	0	0	2	0	0	0	0	0	21	1	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Atopobium|s__Atopobium_parvulum	0	0	0	1	1	3	0	4	0	0	1	0	1	0	0	0	0	0	0	13	2	0	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Coriobacterium|s__Coriobacterium_glomerans	0	0	0	11	64	84	2	0	0	0	0	1	38	0	16	0	0	0	0	0	0	2	49	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Cryptobacterium|s__Cryptobacterium_curtum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella|s__Eggerthella_lenta	0	0	1	8	78	26	2	1	0	0	0	4	10	0	11	0	5	0	3	0	0	5	59	2	5
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella|s__Eggerthella_sp_YY7918	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae	0	0	0	17	104	2	4	0	0	0	0	0	33	0	4	0	0	0	0	1	0	4	55	6	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Olsenella|s__Olsenella_uli	0	0	0	1	5	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Slackia|s__Slackia_heliotrinireducens	0	0	2	9	50	212	0	2	0	0	0	3	42	0	31	1	2	1	0	0	0	1	39	6	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Rubrobacterales|f__Rubrobacteraceae|g__Rubrobacter|s__Rubrobacter_xylanophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Solirubrobacterales|f__Conexibacteraceae|g__Conexibacter|s__Conexibacter_woesei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
d__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Aquifex|s__Aquifex_aeolicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
d__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Hydrogenobaculum|s__Hydrogenobaculum_sp_HO	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae|g__Sulfurihydrogenibium|s__Sulfurihydrogenibium_azorense	0	0	0	0	0	0	0	4	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0
d__Bacteria|p__Aquificae|c__Aquificae|o__Desulfurobacteriales|f__Desulfurobacteriaceae|g__Desulfurobacterium|s__Desulfurobacterium_thermolithotrophum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
d__Bacteria|p__Aquificae|c__Aquificae|o__Desulfurobacteriales|f__Desulfurobacteriaceae|g__Thermovibrio|s__Thermovibrio_ammonificans	0	0	0	0	46	0	1	0	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	2	0
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis	0	2086	13	985	14963	623	28	84	204	0	21	16	429	532	85	82	102	50	983	35	45	13775	35913	55	125
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_helcogenes	0	32	3	60	592	120	8	4	2	1	0	19	340	9	18	0	1	0	1	0	0	10	84	15	3
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_salanitronis	0	2	0	123	937	71	3	4	2	2	0	2	108	0	34	2	2	0	0	1	1	4	114	2	1
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron	0	1344	44	948	7371	1175	49	35	23	49	27	19	1206	226	691	9	45	9	1	0	18	370	618	66	85
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus	1	85	247	1493	13051	9969	184	3532	8	109	25	65	2457	10	320	37	67	33	5	148	15	9	150	114	59
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens	0	7	3	86	398	85	5	4	0	1	0	0	18	0	36	2	6	0	0	0	0	23	19	2	0
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter|s__Odoribacter_splanchnicus	0	0	2	401	120	11	15	1	0	0	2	29	76	0	3	0	6	3	4	2	2	0	128	3	15
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Paludibacter|s__Paludibacter_propionicigenes	0	2	0	18	13	1	2	0	0	0	3	1	3	1	0	0	0	0	0	0	1	0	6	0	0
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_distasonis	0	931	100	310	4659	1613	20	21	1	10	2	24	782	178	11	10	21	3	2	8	2	61	182	31	1
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_asaccharolytica	0	0	0	140	5	0	0	1	0	0	1	14	1	2	0	2	1	0	25	0	3	2	419	1	0
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_gingivalis	0	2	1	1	4	3	0	4	0	1	1	0	0	2	0	0	0	0	0	1	3	3	10	1	0
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Tannerella|s__Tannerella_forsythia	0	1	1	88	272	22	2	4	0	0	0	0	40	0	12	0	2	2	0	0	0	0	91	1	0
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_dentalis	0	0	8	170	1	15	3	230	0	0	0	0	0	0	200	1	3	1	0	1	11	2	306	2	3
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_denticola	0	1	11	17	7	1	1	1	0	0	2	0	2	0	22	1	0	0	0	10	0	1	15	0	1
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_intermedia	0	0	5	292	23	1	2	15	0	0	3	0	4	0	212	2	0	2	0	53	2	0	249	0	1
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_melaninogenica	1	0	23	90	1	0	0	2	0	5	28	0	23	1	67	3	3	2	0	9	4	0	117	2	3
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_ruminicola	0	0	20	101	1	0	0	2	0	0	0	0	12	0	145	3	0	0	0	2	1	0	200	1	0
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_oral_taxon_299	0	9	1	1	119	12	0	2	0	0	0	0	4	3	2	0	2	1	0	2	0	2	2	2	0
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii	0	225	1	159	127	24	6	1	0	3	0	7	11	14	3	0	0	0	0	0	0	0	156	1	0
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii	0	69	0	142	11	82	6	0	0	1	0	4	50	4	0	0	0	1	0	0	0	0	102	4	1
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|g__Candidatus_Azobacteroides|s__Candidatus_Azobacteroides_pseudotrichonymphae	0	0	0	11	3	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	9	0	0
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Amoebophilaceae|g__Candidatus_Amoebophilus|s__Candidatus_Amoebophilus_asiaticus	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Amoebophilaceae|g__Candidatus_Cardinium|s__Cardinium_endosymbiont_of_Encarsia_pergandiella	0	0	0	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	0
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Echinicola|s__Echinicola_vietnamensis	0	0	0	1	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Cytophaga|s__Cytophaga_hutchinsonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Dyadobacter|s__Dyadobacter_fermentans	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Emticicia|s__Emticicia_oligotrophica	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Flexibacter|s__Flexibacter_litoralis	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Leadbetterella|s__Leadbetterella_byssophila	0	0	3	7	9	4	0	0	0	0	2	1	1	0	100	0	0	0	0	1	1	0	3	1	0
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Runella|s__Runella_slithyformis	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Spirosoma|s__Spirosoma_linguale	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Blattabacteriaceae|g__Blattabacterium|s__Blattabacterium_sp_(Periplaneta_americana)	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Cryomorphaceae|g__Fluviicola|s__Fluviicola_taffensis	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Cryomorphaceae|g__Owenweeksia|s__Owenweeksia_hongkongensis	0	0	0	0	2	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_canimorsus	0	0	0	0	2	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_ochracea	0	0	2	5	0	0	2	0	0	0	3	1	0	0	27	0	0	0	0	0	2	0	2	2	0
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Cellulophaga|s__Cellulophaga_algicola	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	13	0	0	0
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Cellulophaga|s__Cellulophaga_lytica	0	0	0	3	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	12	0	0
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_branchiophilum	0	0	0	19	141	45	2	1	1	1	0	1	6	0	7	0	1	0	0	0	0	7	11	3	0
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_columnare	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_johnsoniae	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	1	0	2	1	0
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_psychrophilum	0	0	0	1	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Gramella|s__Gramella_forsetii	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Muricauda|s__Muricauda_ruestringensis	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Ornithobacterium|s__Ornithobacterium_rhinotracheale	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Polaribacter|s__Polaribacter_sp_MED152	0	1	0	3	7	2	0	3	0	0	0	0	0	0	5	1	3	0	1	0	1	0	783	0	0
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Psychroflexus|s__Psychroflexus_torquis	0	0	0	10	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Riemerella|s__Riemerella_anatipestifer	0	0	0	4	2	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	7	0	0	0
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Zobellia|s__Zobellia_galactanivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Zunongwangia|s__Zunongwangia_profunda	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|s__Flavobacteriaceae_bacterium_3519-10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	3	0	0	0
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|g__Candidatus_Sulcia|s__Candidatus_Sulcia_muelleri	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|s__Candidatus_Uzinura_diaspidicola	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|s__Pedobacter_saltans	0	3	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Solitalea|s__Solitalea_canadensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_sp_21	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|g__Chitinophaga|s__Chitinophaga_pinensis	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|g__Niastella|s__Niastella_koreensis	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Caldiserica|c__Caldisericia|o__Caldisericales|f__Caldisericaceae|g__Caldisericum|s__Caldisericum_exile	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
d__Bacteria|p__Candidatus_Saccharibacteria|g__Candidatus_Saccharimonas|s__Candidatus_Saccharimonas_aalborgensis	0	0	1	11	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	0	0
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Parachlamydiaceae|g__Candidatus_Protochlamydia|s__Candidatus_Protochlamydia_amoebophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Parachlamydiaceae|g__Parachlamydia|s__Parachlamydia_acanthamoebae	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Chlorobaculum|s__Chlorobaculum_tepidum	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Chlorobium|s__Chlorobium_limicola	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Chloroherpeton|s__Chloroherpeton_thalassium	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Prosthecochloris|s__Prosthecochloris_aestuarii	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Chloroflexi|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae|g__Anaerolinea|s__Anaerolinea_thermophila	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Chloroflexi|c__Caldilineae|o__Caldilineales|f__Caldilineaceae|g__Caldilinea|s__Caldilinea_aerophila	0	0	0	2	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales|f__Roseiflexaceae|g__Roseiflexus|s__Roseiflexus_castenholzii	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales|f__Roseiflexaceae|g__Roseiflexus|s__Roseiflexus_sp_RS-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
d__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Herpetosiphonales|f__Herpetosiphonaceae|g__Herpetosiphon|s__Herpetosiphon_aurantiacus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
d__Bacteria|p__Chloroflexi|c__Dehalococcoidia|g__Dehalogenimonas|s__Dehalogenimonas_lykanthroporepellens	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
