family	SRR317085	SRR317086	SRR317087	SRR317088	SRR317089	SRR317090	SRR317091	SRR317092	SRR317093	SRR317094	SRR317095	SRR317096	SRR317097	SRR317098	SRR317099	SRR317100	SRR317101	SRR317102	SRR317103	SRR317104	SRR317105	SRR317106	SRR317107	SRR317108	SRR317109
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae	0	6	4	5	1	8	4	1	0	0	1	10	5	0	5	2	1	0	2	2	0	4	10	3	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae	0	2	4	2	1	1	1	1	0	0	3	0	1	0	1	1	4	0	3	0	0	0	1	1	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae	0	10	7	10	55	16	4	0	1	4	6	6	5	0	2	3	4	3	0	2	2	3	4	3	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae	0	1	1	5	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Candidatus_Midichloriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	1	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae	0	7	2	4	0	1	0	1	0	0	0	3	1	0	1	0	0	1	0	0	1	1	0	0	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae	0	326	151	193	313	228	1044	249	175	228	158	379	509	116	648	139	329	118	276	197	210	1040	196	155	165
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae	2	125474	108688	342	2305	98924	984	183737	237260	550	27334	47463	4975	113555	13	254414	283522	202343	46711	206035	301829	11549	205437	281865	44214
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae	14	148	67	92	814	119	393	744	172	68	86	148	193	122	445	120	191	115	61	117	173	142	166	120	50
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae	1	12	7	8	854	15	17	50	14	16	9	17	11	18	21	11	22	19	4	16	25	17	20	31	6
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae	0	1	1	0	6	2	4	1	1	1	3	1	2	1	1	1	0	1	1	2	1	2	1	6	3
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Gallionellales|f__Gallionellaceae	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Hydrogenophilales|f__Hydrogenophilaceae	0	1	2	7	1667	5	2	77	0	0	1	1	4	0	1	0	9	0	1	0	0	0	8	1	0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Methylophilales|f__Methylophilaceae	0	0	3	11	32	1	1	0	0	0	0	1	2	0	2	1	0	1	0	0	0	0	4	1	0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Chromobacteriaceae	0	2	1	25	1276	52	5	4	0	3	0	2	1	0	1	1	4	1	0	0	1	2	22	3	1
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae	0	2	0	2	2	24	1	12	4	0	15	3	0	4	6	0	2	2	2	2	0	0	5	1	0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae	0	0	0	3	258	0	1	110	0	0	2	0	0	0	2	0	2	0	0	2	0	1	0	0	0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae	0	0	6	3	585	0	6	106	2	2	1	3	4	0	1	2	5	2	2	4	0	1	2	4	0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Sulfuricellales|f__Sulfuricellaceae	0	0	0	0	1	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bacteriovoracaceae	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bdellovibrionaceae	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobacteraceae	0	0	12	281	599	31	5	3	0	1	0	10	59	0	1	0	5	1	0	0	0	2	149	1	0
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobulbaceae	0	0	0	1	6	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfohalobiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfomicrobiaceae	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0	0	8	235	233	76	12	1	0	0	0	55	117	0	43	1	9	9	10	1	1	0	1284	7	7
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfurellales|f__Desulfurellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Geobacteraceae	0	0	0	2	3	3	1	2	0	0	0	0	2	0	1	1	0	0	0	0	0	0	13	0	0
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Anaeromyxobacteraceae	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Cystobacteraceae	0	0	0	0	0	1	0	1	0	0	0	2	0	0	1	0	1	1	0	1	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Kofleriaceae	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae	0	1	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	1	1	1	0	0
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae	0	0	24	144	2595	115	13	216	1	10	0	3	9	0	0	2	19	3	0	10	1	0	118	0	0
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Syntrophobacterales|f__Syntrophaceae	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Syntrophobacterales|f__Syntrophobacteraceae	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae	0	41	10	140	938	360	48	76	12	7	5	15	110	9	159	23	16	40	231	11	8	178	757	14	6
d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae	0	1	0	41	0	0	0	0	0	0	0	6	0	0	2	0	0	0	1	1	0	0	25	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Acidithiobacillales|f__Acidithiobacillaceae	0	0	0	0	1	0	0	1	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae	0	0	1	2	3	3	6	2	1	0	1	3	2	3	4	1	5	1	1	3	2	2	0	3	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae	50	7	5	1	4	2	5	15	14	4	3	3	5	407	3443	383	312	764	156	1271	356	161	80	581	280
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Colwelliaceae	0	0	0	0	1	27	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Ferrimonadaceae	0	0	1	7	304	6	4	49	0	4	0	1	6	0	0	0	4	1	0	2	0	0	10	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Idiomarinaceae	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Psychromonadaceae	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae	0	2	0	1	5	4	2	3	0	0	0	8	4	3	0	0	4	2	4	0	2	1	0	3	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae	0	1	1	28	565	82	3	66	1	1	1	1	7	0	1	0	3	1	0	3	1	1	25	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae	0	1	1	0	2	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	2	1	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae	0	1	2	0	6	2	5	2	0	0	1	0	2	0	2	0	1	2	0	0	1	0	4	2	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Halothiobacillaceae	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	5	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	54	650	1797	210	18780	2631	194	5975	119	45	60	144	611	170	590	2112	212	197	44	279	134	171	11150	1358	111
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Coxiellaceae	0	0	0	0	23	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Hahellaceae	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae	0	0	0	0	2	2	3	3	0	2	3	1	2	1	1	3	0	2	0	0	0	2	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	3	4	5	175	1541	151	5	153	18	6	15	7	93	5	18	4	17	13	4	18	17	30	193	6	5
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae	10	16	4	2	15	24	24	34	10	6	5	17	22	15	19	10	24	35	12	16	29	30	5	7	8
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	153	7002	4631	2379	7446	7351	19532	7024	5246	7814	6814	8604	9419	2336	7252	3297	4414	3026	3815	2203	4586	9838	3055	3387	3667
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Francisellaceae	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae	0	0	1	2	2	2	3	0	0	0	1	0	3	0	0	1	0	1	0	0	0	0	3	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae	0	1	0	0	10	6	3	3	0	0	1	0	8	0	0	0	0	0	0	0	0	0	2	0	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae	6	12	11	2	5	43	7	16	16	7	16	11	7	11	287	11	41	57	4	30	17	21	19	32	15
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Brachyspiraceae	0	0	0	4	32	13	1	2	0	0	0	0	4	0	0	0	2	0	0	0	0	4	6	1	0
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Leptospiraceae	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	51	0	0
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae	0	2	8	28	478	21	0	34	1	0	0	5	11	0	1160	14	4	2	3	1	2	4	71	4	1
d__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae	0	0	0	6	4	1	0	0	0	0	1	0	0	0	2	0	0	1	0	0	1	2	786	4	1
d__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae	0	0	1	8	114	28	0	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	14	0	0
d__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae	0	1	0	12	9	8	1	1	0	1	2	0	7	0	5	1	2	0	2	1	1	3	16	0	0
d__Bacteria|p__Thermodesulfobacteria|c__Thermodesulfobacteria|o__Thermodesulfobacteriales|f__Thermodesulfobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae	0	0	0	6	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	28	1	0
d__Bacteria|p__Verrucomicrobia|c__Opitutae|f__Opitutaceae	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
d__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Puniceicoccales|f__Puniceicoccaceae	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0
d__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae	0	0	0	1456	0	0	111	95	0	26	1	294	2	0	0	0	0	11	22	3	24	0	1047	0	0
d__Viruses|f__Adenoviridae	11	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0	1	0	0	0	0	2	0	1	13
d__Viruses|f__Baculoviridae	0	0	0	0	0	1	0	0	1	0	0	0	0	3	3	1	0	0	0	1	1	0	0	0	0
d__Viruses|f__Bunyaviridae	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	2	0	0	0	0
d__Viruses|f__Flaviviridae	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Viruses|f__Inoviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0	0	0	0	0	0	0	0	21
d__Viruses|f__Microviridae	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Viruses|f__Nimaviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
d__Viruses|f__Orthomyxoviridae	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Viruses|f__Papillomaviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
d__Viruses|f__Partitiviridae	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Viruses|f__Polydnaviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0
d__Viruses|f__Polyomaviridae	0	0	0	0	0	2	0	0	2	1	0	0	0	0	19	0	0	0	0	0	0	6	0	0	33
d__Viruses|f__Retroviridae	1	0	1	0	0	5	0	5	0	1	0	0	1	2	2	0	0	1	1	3	0	1	0	0	0
d__Viruses|o__Caudovirales|f__Myoviridae	0	4	0	0	1	1	0	1	1	0	0	1	0	1	1	0	0	2	1	0	0	0	0	1	2
d__Viruses|o__Caudovirales|f__Podoviridae	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	0
d__Viruses|o__Caudovirales|f__Siphoviridae	71	8	2	3	9	9	12	13	2	2	4	22	19	11	18	1	17	17	1	5	7	7	0	1	6
d__Viruses|o__Herpesvirales|f__Alloherpesviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0
d__Viruses|o__Herpesvirales|f__Herpesviridae	0	0	0	0	1	1	0	4	0	7	0	0	0	0	39	0	5	0	0	1	2	1	2	1	40
