family	SRR317085	SRR317086	SRR317087	SRR317088	SRR317089	SRR317090	SRR317091	SRR317092	SRR317093	SRR317094	SRR317095	SRR317096	SRR317097	SRR317098	SRR317099	SRR317100	SRR317101	SRR317102	SRR317103	SRR317104	SRR317105	SRR317106	SRR317107	SRR317108	SRR317109
Hemiselmidaceae	0	0	0.0119244396239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00567106949597	0	0	0	0	0	0	0
Herpesviridae	0	0	0	0	0	0	0	0.04152049151193	0	0.121687250699	0	0	0	0	0.278571643938	0	0.0143093234564	0.0152264361356	0	0.0320806179005	0	0.00843029484231	0.00210275805066	0	0.2362967185286
Herpetosiphonaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00402522467631	0
Histionidae	0	0	0	0.0462216757939	0.00711339615374	0	0	0.0218905593387	0	0	0	0	0.0726584623063	0	0	0	0	0	0	0	0.0479989731283	0.0185815988281	0.0717467114467	0	0
Hydrogenophilaceae	0	0	0.0103667474107	0.000548294951104	0.222006864728	0.0288620747793	0	0.0207737741328	0	0	0	0	0	0	0.00188343990372	0	0.0142171181554	0.00123256410506	0	0	0	0	0	0	0.00180793547501
Hydrogenothermaceae	0	0	0	0	0	0.000741765981502	0	0.0018419331533	0	0	0	0	0	0	0.000667990395723	0	0	0	0	0	0	0	0	0	0
Hyphomicrobiaceae	0	0.00102386683366	0	0.00263058066729	0	0	0	0	0	0	0	0	0.002007079220692	0	0	0	0.000457658045618	0.00150772675473	0	0	0.00139297597868	0	0.000544435797943	0.00114819630175	0.000481889871977
Hyphomonadaceae	0	0	0.0022385889637	0.00215306955531	0.000795244383355	0	0.000123457650502	0	0	0	0	0.00174117072891	0	0	0.000325367069551	0	0	0	0	0	0	0	0	0	0
Hypocreaceae	0	0	0	0	0	0	0	0	0	0	0.000176715495321	0	3.75490133034e-05	0	0	0	6.51976188217e-05	0	0	0	9.92211518569e-05	0	0	0	0
Idiomarinaceae	0	0	0	0	0	0	0	0.000532237978765	0	0	0	0	0	0	0.00154415965603	0	0	0	0	0	0	0	0	0	0
Ignavibacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0.000342710330649	0	0	0	0	0	0	0	0	0	0.000135363939299	0	0
Inoviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.173789452444	0	0	0	0	0	0	0	0	0	0
Intrasporangiaceae	0	0	0	0	0	0	0.00051672736815	0.000375509301401	0	0	0	0	0	0	0	0	0	0	0.00220829976941	0	0	0	0	0	0
Jonesiaceae	0	0	0	0	0.000446481283479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kineosporiaceae	0	0	0	0	0	0.000245557248579	0	0	0	0	0	0.000591689456972	0	0	0	0	0	0	0.00537883594635	0	0.000668505221032	0	0	0.0088165221424	0
Lachnospiraceae	0	7.66904713958649	2.45617238252389	35.6109308773065	60.6909096723383	50.4915515468537	0.389917192788998	4.18364866254044	0.296675802015	1.1075024376904	0.36274335480422	0.87282318657248	9.1817546072343	1.83148290451542	2.52215778013749	1.79199619118261	1.38858179780773	0.95920684281923	1.39616238384725	0.87822093481422	0.0675130817519	2.84147287186612	13.103472268524	1.99723288312572	0.348910982135276
Lactobacillaceae	7.19937181861e-05	0.22008512743381	0.5125076871504	0.103505450439735	0.08890947028405	0.007187972102143	0.00217343084091	0.377161991880201	0	0.02727822975153	0.0100904310642	0.01230379995734	0.007519047101516	0.06007136466551	0.013876405334532	0	0	0.0051292943876	0	0.195351687985	0.01041820076378	0.014953615258835	0.11252084147052	0.01588753442885	0
Legionellaceae	0	0	0	0	0	0.00170160345037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lentisphaeraceae	0	0	0	0.000264882268731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leptospiraceae	0	0	0	0	0	0	0	0.000342728366846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000112329853524	0	0
Leptotrichiaceae	0.00190329301409	0	0.01294978108816	0.005836138935106	0.133051843481407	0.00425709002792	0	0.00122581663231	0	0	0.0073672349016	0.00118948680613	0	0	0.132931437738755	0.0476061165864	0.003738848546418	0	0.034968712492	0	0.00134391128805	0.00260130777678	0.8045112784858	0.0163229586652	0
Leuconostocaceae	6.95557205029e-05	0	0	0.029914418767626	0.01511714077826	0	0	0.000796784624278	0	0.00947648468234	0	0.00565153259609	0	0	0.000560923849874	0	0	0	0	0	0	0.00123594272901	0.00893511955839	0	0.000869648727768
Listeriaceae	0	0	0	0.016226933260791	0.0010760319399925	0.000405652838504	0	0	0	0	0	0	0.003385206785077	0	0	0	0	0	0.00592377835069	0	0	0.003072594136915	0.002970092205551	0	0
Magnaporthaceae	0	0	0.000190236280712	0	0	3.070359846e-05	9.50227002264e-06	3.45268220522e-05	0	0	0	6.70070844307e-05	0	0	0	0	0	9.04732803055e-05	0	0.000123138090996	0.000167174994782	6.47176071628e-05	1.13162295244e-05	0	0
Malasseziaceae	0.000360554182392	0.004011030833131	0.008988557029862	0.00206821426586	0.0009292386530466	0.002958566147933	0.001136709238816	0.004631042668702	0.00829707291196	0.0309639506386	0.01357949644382	0.00672729086909	0.000270928566336	0.04011491971443	0.01084227931184	0.01762212180579	0.004061532210286	0.014748735739288	0.02032109067429	0.005818205388146	0.010130514625263	0.004175705280856	0.000486905237807	0.00596014249316	0.00151548518575
Mamiellaceae	0	0	0.000357250163109	0	0	0	0	0	0.000361432838017	0	0	0	0	0.000494572218668	0	0.000427729509448	0	0.000169902365759	0	0	0	6.07675245446e-05	0	0	0
Melioribacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00135063850481	0	0
Methanobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0.00998727433738	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanopyraceae	0	0	0	0.00094133150313	0	0	0	0.000891628127832	0	0	0	0	0	0	0.000646710793909	0	0	0	0	0	0	0	0	0	0
Methanosaetaceae	0	0	0	0	0	0	0	0	0	0	0	0.00312105546384	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanosarcinaceae	0	0	0	0	0	0	0	0	0	0	0	0.000606289813274	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylobacteriaceae	0	0.091886509805965	0.0480957404769	0.01469189205739	0.00476906451836	0.002392147812958	0.01038554457924	0.023056665047849	0.14611983210067	0.0265230744294	0.0504689529372	0.092847444450713	0.022028316843825	0.0164735270333	0.129972380802743	0.07032755700411	0.098266467799553	0.02126571016429	0.10344580277821	0.049458520131963	0.10417052409175	0.107356878972539	0.0172270510661736	0.02113252016189	0.033615474982971
Methylococcaceae	3.99206894005e-05	0	0	0	0	0.000609262232029	8.23293600404e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylocystaceae	0	0	0	0	0	0	0.000220436112929	0.000400481065411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylophilaceae	4.31130440747e-05	0	0	0	0.000679931862538	0.000834824793701	0	0.00813695024267	0	0.00696566289473	0	0	0	0.00351338765355	0.000358214472624	0.0063087718848	0	0	0	0	0	0	0	0	0
Metschnikowiaceae	0	0.000678550277439	0	0.000131691936121	0	0.000100466990414	3.43297871626e-05	0.000124738451931	0	0.00157728439528	0	0.000242083096083	0.000103506995499	0	0	0	0	0.000296042765052	0	0	0.000273511403233	0.000105883081211	0	0.000225448813538	0
Microbacteriaceae	0	0.00318113804486	0.0110778317572	0	0	0.000357586152134	0	0.00303602203977	0.00639901983322	0	0	0	0	0	0.000825776532719	0.0636638326761	0.000546786131523	0	0.00523500529867	0.00265997519092	0	0.00309987083706	0	0.0137180547807	0.01064108097441
Micrococcaceae	0.0002106688243288	0.23364685077655	0.12885343453235	0.01831136393067	0.0029561806541776	0.061695737571348	0.002319749895601	0.117781060559707	0.1814667365314	0.0558006610057	0.55545855274477	0.178306618838666	0.033799293108762	0.2946662442415	0.226877583483394	0.23402130981132	0.18554613407115	0.09079813415227	0.41081493580278	0.43797991611013	0.21038729889886	0.310372729096726	0.063114286154257	0.13374145841321	0.05405332283013
Micromonosporaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000248171129455	0	0	0	0	0	0.0002547232362923	0.018935497776231	0
Moraxellaceae	0.0008512584639912	0.07526727133904	0.01424833271307	0.010823985887187	0.0034135395212042	0.024134659581206	0.012657397786614	0.044828282544242	0.05443567288199	0.03310552447258	0.02282137483401	0.340086281988465	0.016168066173005	0.08865971117613	0.028062182674895	0.04533990693746	0.132326907819581	0.073533095802286	0.03211936398258	0.06926549852703	0.048922894853687	0.018847036981679	0.004820316587468	0.011168635861389	0.006632245065147
Mortierellaceae	0	9.80672359172e-05	0.000359856502828	0	2.34327025987e-05	0	1.98460007967e-05	0	0.000546104539032	0.00250752108794	0	0	5.98372458706e-05	0.000249090199787	2.61516199898e-05	0.000215425017706	5.1948714552e-05	0	0	0.000116465804064	0	6.12108576182e-05	1.18172762731e-05	6.5165818126e-05	0.000125516193576
Mucoraceae	0	0	0	4.36065439646e-05	2.01328024215e-05	6.65343431575e-05	1.13674642298e-05	4.13040687867e-05	0	0.000783418370402	0.000161301457232	0	0.000102821383362	0.000285349573959	2.99584392674e-05	0.00222105459658	0	9.80272766117e-05	0.000728704444102	0	0.000362266282393	0	2.70749692501e-05	0.000149303653494	4.79290800311e-05
Mycobacteriaceae	0	0.00129608239866	0	0.000626828957512	4.10396310907e-05	0.000239102031303	0	0.00050285914172	0	0	0.000919853498464	0	0.00028509013174	0.00387550481424	0.000853645505931	0	0.003387323579496	0	0	0.0033762216401	0.000516473801528	0.000799759524819	0.000194596650029	0.002108615668468	0
Mycoplasmataceae	0	0	0	0.01154619185815	0.001814189040261	0	0	0	0	0	0	0	0.001282808475	0	0	0	0	0	0	0	0	0.00211728797156	0.002361363607925	0	0
Myoviridae	0	0.0596354170039	0	0	0	0	0	0	0	0	0	0	0	0.0735362687017	0	0	0	0	0	0	0	0	0	0.0288414786435	0.0185172365949
Myxococcaceae	0	0	0.000748100263399	0	0	0	0	0	0	0	0	0	0	0	0.000839478062608	0	0	0	0	0	0	0	0	0	0
Nakamurellaceae	0	0	0	0	0	0	0	0	0	0	0	0.000483938341657	0	0	0	0	0.000359276221475	0	0	0	0	0	0	0.000450685432884	0
Nannocystaceae	0	0	0	0.000602752900268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Natranaerobiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00103033641093	0	0	0	0	0	0	0	0.00186233510994	0	0
Natrialbaceae	0	0	0.00193917046996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nautiliaceae	0	0	0	0.00095167723072	0	0.002183684068567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00413622373859	0	0
Nectriaceae	2.598429927435e-05	0.000200688537347	0.000631894319434	0	7.99226293854e-06	5.31068943994e-05	2.03068070331e-05	0.0003529059154144	0.00052939015521	0.000392879366246	0.0002574976786177	0.0002034968505089	2.04088709145e-05	0.003273137708881	3.56784493546e-05	0.001685158555468	3.5436611229e-05	0.0003191459844768	0.001901770355036	0	0.0002524368283388	4.17547456779e-05	0	0.000177810425707	2.85401258597e-05
Neisseriaceae	0.0003605059938329	0.02312856427223	0.04067222245617	0.016285801803709	0.025261894001212	0.08427085953092	0.001943073754896	0.109843008427326	0.044638743855	0.1261651697786	0.42947245263827	0.0213393318138	0.006145490450727	0.09010716810134	0.030149449050036	0.00823112375517	0.022636754586221	0.04243019496041	0.06426672522862	0.06234097227005	0.05398020700394	0.004076610007287	0.009615695627897	0.01957213821234	0.00879233423429
Nitrosomonadaceae	0	0	0	0.01467696356244	0.0805805705109413	0.016447379092	0.001194445246585	0.097233778097968	0	0.00343455051471	0	0.00210855220464	0	0	0	0	0.00860964986677	0	0.00319468156239	0.0140380380653	0	0	0.005084799420831	0	0
Nitrospiraceae	0	0	0	0.00073912573994	0	0.000281937303135	0	0	0	0	0	0	0	0	0.000547004908448	0	0	0	0	0	0	0	0.002559485035251	0	0
Nocardiaceae	7.65250533234e-05	0.014305883012	0.0240603274234	0.001326826246772	0.0007833657201	0.008033753818556	0.00446328091086	0.005174190391545	0.0464711387572	0.00415673804613	0.0366236949524	0.00425320049584	0.001928760803224	0.00302807152687	0.002815226345419	0	0.003396053458887	0.00934862432096	0.0103104840755	0.00212372938864	0.018621652245528	0.00404252320833	0.000430971084027	0	0.000180730685119
Nocardioidaceae	0	0	0	0	0	0	0	0	0	0.00180485145056	0.0011148264327	0	0	0	0.000144612680509	0	0.00164522140358	0	0	0	0	0.000242319309422	0	0.014807012090561	0.000331259284513
Nocardiopsaceae	2.25573860598e-05	0	0	0.00109122846859	0	0	0	0	0	0	0	0	0	0	0.000937115706463	0	0	0	0	0	0	0	0	0	0
Noelaerhabdaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0326406717161	0	0	0	0	0	0	0	0	0	0
Nostocaceae	0	0	0	0	0	0	0	0.000569651504621	0	0	0	0.00497491743776	0	0	0	0	0.000240343863647	0	0.000980997292431	0	0	0	0	0	0
Oceanospirillaceae	0	0	0	0.000340590511694	0	0	0	0.00266663108616	0	0	0	0	0	0	0.00134546700386	0.01301085263393	0	0	0	0	0	0	0.000713718591092	0	0
Oscillospiraceae	0	0.000919398165148	0.00674744027039	1.97349445247	1.19514592849	1.52489718029	0.00930299327159	0.0405632918209	0	0	0.00132007133781	0.00459212922687	0.414006973045	0	0.0154461000781	0.0383733253916	0.0155849165791	0	0.18288458508	0	0.000741185703229	0.125389047622	0.304116116329	0.0366564835167	0.0121596170447
Oxalobacteraceae	0	0.00617253792587	0.0218087392381	0.01750632722457	0.192453760451471	0.04043257386752	0.004776856787808	0.08742019524798	0.02714679464439	0.08705694288534	0.0204800093156	0.00759096433698	0.005339437019099	0.00201278126929	0.006852141457539	0.01730425567296	0.009028871771915	0.020473825277587	0.00685345410117	0.0178810069345	0	0.00112381462308	0.0007681780685781	0.022926336877061	0.01055789666408
Paenibacillaceae	0	0.00270262356061	0	0.055010395221429	0.038194320075443	0.039730739138408	0.0001437221526285	0	0	0	0	0.0104938834131	0.02257213728355	0	0	0	0	0	0	0	0	0.00164690993821	0.02272928278866	0	0.00422559038749
Pasteurellaceae	0.0001408622437181	0.00382496254408	0.0264335866971	0.55980255515354	0.324438261273546	0.22408416406136	0.000199293998854	0.061682202394056	0.33903558100501	0.0228914406734	0.10288630775701	0.01410951728813	0.308588864319652	0.0350191736356	0.01772406979704	0.00432660601715	0.01221738398958	0.0399383403707	0.0044752234039	0.0233910459436	0.03918757831641	0.084717801701668	0.072395660257446	0.0492585590032	0.00336116404775
Paulinellidae	0	0	0	0	0.005527772848	0	0.00244261051427	0	0	0	0	0	0	0	0.00536449153382	0	0	0	0	0	0	0	0.00193926582121	0	0
Pelagibacteraceae	0	0.0287940823029	0	0.00993477109691	0	0	0.00485591488143	0	0	0.0148736891978	0	0.0205454505717	0.0165930919325	0.024378932972	0.00682535714786	0	0.0101686395621	0	0	0	0.020633557859	0.0169739996042	0.00539737039015	0	0.00136494547522
Pelobacteraceae	0	0	0	0	0.00081050857817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000116784331635	0	0
Peptococcaceae	0	0.00142113391242	0	0.048081338103007	0.0163366966779178	0.061076701883606	0.000854574314911	0	0.00289047681651	0	0	0.00611102430905	0.002427656283546	0	0	0	0	0	0.068394105242	0.0162348498836	0.000679904700385	0.0015315044521	0.062383333706077	0	0
Peptoniphilaceae	0.0001362229620493	0	0.00399145201571	0.1244459877898	0.00519821135849	0.020740866332362	0	0.029704141359521	0	0	0	0.00441979313137	0.000663702041697	0.015764656382	0.000551702828031	0	0.00436414175058	0	0.00894635618412	0.09128886210171	0.00166783832356	0.001287481514917	0.14104194378294	0	0
Peptostreptococcaceae	0	0.2503912686539	0.4008917921402	0.6264564419068	3.41704427511223	0.184439029166904	0.00419949476875	0.12038024204347	0.0169641952246	0.0200060899603	0.0619579595448	0.22652555954692	0.976131568657739	0.0482566903786	0.21448067083158	0	0.11742441277358	0.000886058855717	0.579014792138	0.03065732378884	0	0.193294656894909	0.69806750155572	0.032961423329829	0.00909775047102
Peronosporaceae	0	0.000100187676046	9.19093578788e-05	0.000349996706962	3.59090576208e-05	2.96678216002e-05	0.000319333095407	0.000405186811674	0.00037194172027	0.000116442703865	0	0.000500408607264	3.05655326608e-05	0.000254476105186	0.00016030247047	0.000110041502059	0.000212287862949	0	0.000433241389252	5.9492031864e-05	0.000323070791046	0.000781679721595	0.000277674240801	0	0.000320575358907
Phaeodactylaceae	0	0.00391364078274	0.00430831685699	0.00328126917062	0.000467572985424	0.0076024952312	0.00232850599954	0.0010360048073	0.0127856916297	0.00582222398837	0.00651827560111	0.000558500266903	0.000191037492656	0	0	0	0.000829262111775	0	0	0.000371830869967	0.00719348279015	4.88557277016e-05	0	0.000312074385791	6.67875516871e-05
Phaeosphaeriaceae	0	0.000992142708536	0	4.27896546635e-05	6.58521699344e-06	0	3.34635463787e-05	0	0	0	0.000316559535527	7.86582108697e-05	0	0	5.87944447765e-05	0.000968643190127	0.000233583680867	0	0.000238351163839	0	8.88699705966e-05	0	1.3283884469e-05	7.32533605301e-05	0
Phanerochaetaceae	0	0	0	0	0	0	0	0	0.000217061497175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phyllobacteriaceae	0	0.004519188440471	0	0.00023847935814	6.46454700332e-05	0.000717462281613	0.000219002318555	0.001021639766551	0.00214482979655	0.00268590230383	0.002541176549922	0.001210553877146	0.000347223593378	0.00151647557016	0.001776271882523	0.00401078699903	0.001214982974973	0	0.00233983527569	0	0.00297179124895	0.000564397658393	0.0004067885780179	0.001834954045509	0.00178301633927
Piscirickettsiaceae	0	0	0	0	0.0001821631514246	0	0	0	0	0	0.00214969637611	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Planctomycetaceae	0	0.00066335533508	0	0	0.0002459639454369	0.00278984120189	0	0.000164944237014	0.00916035100482	0	0	0	0	0	0	0	0	0.000597097348216	0	0.002886349141656	0	0.000140011390014	6.93150905961e-05	0	0
Planococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000550214396091	0	0	0	0	0	0	0	0	0	0
Plasmodiidae	0	0	0	0	0	5.18637834517e-05	0	0	0	0	0	0	5.54193083986e-05	0	4.67054436245e-05	0	0	0	0	0	0	0	0	0	7.74993405259e-05
Pleosporaceae	0	0	0	0	0	0	1.09909239976e-05	0	0	0	0	0	0	0.000275897545551	0	0	0	0	0	0	0	0	0	0	0
Podoviridae	0	0	0	0	0	0	0.00638914914906	0	0	0	0.345705580481	0	0	0	0.0642077251809	0	0	0	0	0	0	0	0.00760882168832	0	0
Polyomaviridae	0	0	0	0	0	0	0	0	0	1.85773187848	0	0	0	0	2.98371788292	0	0	0	0	0	0	0.748257102956	0	0	3.747070692427
Porphyromonadaceae	0	0.016691994449835	0.04267632599177	1.07410921231365	0.026958908213682	0.087554612965208	0.0069138427580284	0.010464907074113	0.02165211227993	0.00518480785859	0.0174669829339	0.31718808358411	0.10376233426215	0.01803696596741	0.012295589073455	0.05162959335921	0.009155545716287	0.02116225326873	0.15955826264446	0.02830645462091	0.02652253262256	0.000617464590657	0.271290231915346	0.016438220120408	0.023872574655629
Prevotellaceae	4.16378192617e-05	0.00411728786683	1.85371092287936	7.7614796237484	0.0047348406107417	0.000798501435114	0.001095761994221	0.083496783159313	0	0.0180936830453	0.09392801620451	0.001924051858652	0.095865504576985	0.00659037998519	4.05521503569665	0.09773775836888	0.00137444897042	0.011375571864798	0	1.4030378918191	0.0508799290017	0.00364388613182	1.87693168591237	0.008688422359364	0.00774872700017
Prochlorococcaceae	0	0	0	0	0.000203688120476	0.000695083456169	0	0	0	0	0	0	0	0	0.000648972225302	0	0	0	0	0	0	0	0.000268759301406	0	0
Promicromonosporaceae	0	0.0012426253768	0	0	0	0	0	0	0	0.03636582419839	0	0	0	0	0	0	0	0	0	0.00127406284429	0	0	0	0.000712873175602	0
Propionibacteriaceae	0.013699766015402	0.56358650135553	1.06422905018063	0.061846563137009	0.039854618581109	0.258571179227043	0.067277094441635	0.441395158285027	1.04490870202779	0.96551022285235	0.71582006891772	0.823150489678198	0.141153116980611	2.40450089872116	0.659591363557596	0.9648810161083	0.646677727064557	1.15291684260922	0.89656484941688	1.03274914629156	0.9298051386963	0.47297217565694	0.102988571983584	0.37228312656381	0.274998612319047
Psathyrellaceae	0	0	0	0	0	3.36297219522e-05	0	0	0	0	0	8.10334536453e-05	3.46473151469e-05	0	0	0	6.01593024001e-05	0	0	0	0	3.54426719254e-05	0	0	0
Pseudoalteromonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000271465920963	0	0	0	0	0.00094108621456	0	0	0	0.000676451357116	0
Pseudomonadaceae	0.0025026719264703	28.7042257245066	32.5588190014772	3.81198923463386	1.74615716817836	8.75707317015117	8.84845859820159	10.2776031411513	37.3375400346326	73.9710529398888	40.1969965829313	26.1861011003581	12.3169511741631	23.4208292786958	8.83746356005258	28.4483627153186	8.72404600162078	9.46717328255475	34.9207471888451	9.09070535318145	14.48441391039	12.7270445344886	1.3144423872458	8.52396788005834	6.82203092697485
Pseudonocardiaceae	0	0	0.00183647699638	0	0	0.00196293041591	4.06284304934e-05	0	0	0	0	0	0	0	0.000254410698057	0	0	0.00174679716662	0	0.00393620807163	0	0	0	0.003052116847108	0
Psychromonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000760390221816	0	0
Pucciniaceae	4.04698688392e-06	0.0003059648421896	0.01750811307731	0.0001604317041509	8.09210780769e-06	0.0001120170640134	0.0001793450393159	0.000351180073415	0.000130074116554	0.0004777721141012	0.000174317344145	0.000388228469944	0.0001339262834805	0.001162617974646	0.000652569874894	0.000897643790323	0.000922717122871	0.0026869803640288	0.00966764929539	0.002201974975684	0.000581664875085	0.000399368241727	0.0001626222659006	0.001661703481032	0.0001314904512181
Pycnococcaceae	0	0	0	0.477371008977	0.480591139882	0.531100919388	0	0.169561978538	0	0	0	0.0365636953045	0.156334676256	0	0.0136650842972	0.225133359067	0.0271449173611	0	0	0	0	0	0.0617491675458	0	0.0218621174844
Pyrenomonadaceae	0	0	0	0	0.0133502120543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Retroviridae	0.0179532326192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.398935842878	0	0	0	0
Rhizobiaceae	0	0.007447855605461	0.00688041977023	0.002495396762238	0	0.001832686995344	0.0004737265380318	0.003706601871699	0.01302668257138	0.00484933738115	0.008004401442452	0.006767602460655	0.003099028892472	0	0.003567634872884	0	0.00632224202637	0.011681977864045	0	0.005276229253468	0.00059449189883	0.002828327038599	0.0002932884635153	0.003017746058379	0.002633042110229
Rhizopodaceae	0	0	0	0	5.32758634129e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.60985897876e-05
Rhodobacteraceae	0	0.013737194403268	0.00165531206177	0.005499580567035	0.0009379276116114	0.006555240103484	0.000640460183591	0.002102269419523	0.00318949768111	0.00520190795716	0.00547583534088	0.002698371747414	0.001697837301862	0.0038895693744	0.001631304981151	0.00344872093435	0.000978157542615	0	0.00212674595822	0.00103614410451	0.001106693500137	0	0.002594267490505	0.006796519902019	0.000918626251886
Rhodobiaceae	0	0.00104994876138	0	0.000815089403462	6.27200737311e-05	0	0.000106239784164	0	0	0.00488119407575	0	0	0	0	0	0	0	0	0	0	0	0	0.000126520692357	0	0
Rhodocyclaceae	0	0	0	0.00721041622533	0.006399195698763	0.00753393109026	8.79795280471e-05	0.000319676614312	0.00341132040122	0.00208856387246	0	0.001261514065793	0	0	0	0	0	0	0	0.00621340837133	0.00151441079649	0.000280410531904	0	0	0.000370951494163
Rhodospirillaceae	0	0.007342585590492	0.01443847741424	0.002244229424263	0.0006661470806947	0.004343061592209	0.00347655679976	0.002179884244498	0.02223758546561	0.01378513390425	0.00372381710468	0.018052277692628	0.00577338632326	0.0136004563931	0.021088911945321	0.02958972351799	0.01403601941163	0.00700832849894	0.04063132083944	0.0296757737711	0.014999365566088	0.0341177316039	0.004294492016208	0.005829424804071	0.0049495697508
Rhodothermaceae	0	0	0	0.000478516857925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000438737564625	0	0
Rickettsiaceae	0	0.0700428322538	0.0371357525769	0.01607388270824	0.00320197076195	0.02122979491683	0.015485962517517	0.01550792280907	0.02588141805509	0.2357708264373	0.0205230266152	0.0588041501618	0.03502278109799	0.0748285752999	0.03267215990178	0.023549468276	0.0170365255393	0.05059717238025	0.038631653214	0.0169754827751	0.0345694360868	0.0278806048344	0.000817944850908	0	0.0076227595987
Rikenellaceae	0	1.51566566873	0.00201950483864	0.685727641247	0.0383990760909	0.0948492319005	0.00523463500899	0.000404685632974	0.00204314914475	0.0102342833986	0	0.0636160823368	0.0910031509591	0.265598602101	0.00117409740144	0	0.011078321008	0	0.0214189227266	0	0	0	0.175080129338	0.0102398460263	0.000469595627259
Roseiflexaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.65403562424e-05	0	0
Rubrobacteraceae	0	0	0	0.00593512047455	0.000685049748259	0	0	0	0	0	0	0	0.000388739626193	0	0.00101938224241	0	0	0	0	0	0	0	0.0514374473807	0	0
Ruminococcaceae	3.47062834163e-05	0.042008497989566	0.561576823053	4.83600739881827	4.25733382623072	3.97256494700513	0.027383522979383	0.857789123314951	0.01816305347852	0.108084723724	0.00621042965683	0.353583444731365	1.93620964841615	0.0118669979623	0.04589161992106	0.00475083650919	0.09312882031174	0.0028306850863	0.00233804856673	0.16370538333	0.0226654651265	0.02754897436423	0.842023289937767	0.05367059669822	0.032338915298
Saccharomycetaceae	0.000874864644996	0.08779908679634	0.0884893075069	0.011270679973575	0.0034660476555952	0.017618040692112	0.0125407367789138	0.026321163988202	0.10113981500424	0.155906052035628	0.097433771738851	0.075993418288989	0.034128937875373	0.134979686137787	0.0123459169024824	0.1395883108408	0.0384589372696604	0.05428702714748	0.182877689532226	0.037825317357494	0.091652365576731	0.018383728533074	0.0051472949835108	0.038877104913894	0.026413715496054
Salpingoecidae	0	0.00051897206502	0.000816154945578	0.000172665009863	3.54302635706e-05	0.00017563347108	6.75161275656e-05	0.000381612235016	0.000963328875636	0.000517005508629	0.000638691241535	0.000846405257681	0.000203566409513	0.000941561413386	1.97706343333e-05	0.00162861392638	0.000235639483876	0.000905683367744	0.000641197136374	0.000528289144314	0.000478144681472	0.000161964008074	5.36031912594e-05	0.000640449972203	0.000253040769385
Sanguibacteraceae	0	0	0.00177300293414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000779035826274	0	0	0.0122006662704	0.000824553038014
Saprospiraceae	0	0	0	0.000363770419817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schizosaccharomycetaceae	0	0.000351946848868	0.000638379561015	0	0	0	0	0	0.00129170738209	0	0	0	0	0	9.38537745265e-05	0	0	0.000284842715469	0.00151325832425	0	0	0	0	0.000231206194922	0
