order	SRR317085	SRR317086	SRR317087	SRR317088	SRR317089	SRR317090	SRR317091	SRR317092	SRR317093	SRR317094	SRR317095	SRR317096	SRR317097	SRR317098	SRR317099	SRR317100	SRR317101	SRR317102	SRR317103	SRR317104	SRR317105	SRR317106	SRR317107	SRR317108	SRR317109
Pelagomonadales	0	0	0	0.11837316986	0.049447022722	0.0516035333105	0	0.0160175616708	0	0	0	0.248685524691	0	0	0.32529754461	0	0	0	0	0	0	0.0135963590772	0.283488408425	0	0
Peronosporales	0	0.000136157034824	0.000388837152131	0.000349996706962	4.174151939711e-05	0.0001367236158574	0.00035087926056955	0.00041179908828799	0.0009219640484732	0.001752671837653	0.000177084092271	0.0007088440807113	0.000281466029534	0.0007398177332194	0.0001911352805406	0.0004260409937425	0.0003602621212508	3.13859378851e-05	0.000718524668049	8.08508488663e-05	0.0006590115792361	0.0007972092248246	0.0003395119254285	0.0001111482250212	0.00045979504081546
Petrotogales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000220642280959	0	0
Planctomycetales	0	0.00066335533508	0	0	0.0002459639454369	0.00278984120189	0	0.000164944237014	0.00916035100482	0	0	0	0	0	0	0	0	0.000597097348216	0	0.002886349141656	0	0.000140011390014	6.93150905961e-05	0	0
Pleosporales	0	0.000992142708536	0	4.27896546635e-05	6.58521699344e-06	0	4.44544703763e-05	0	0	0	0.000316559535527	7.86582108697e-05	0	0.000275897545551	5.87944447765e-05	0.000968643190127	0.000233583680867	0	0.000238351163839	0	8.88699705966e-05	0	1.3283884469e-05	7.32533605301e-05	0
Pleurocapsales	0	0	0	0	0	0	0	0	0	0	0.000882222483655	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polyporales	0	0	0	0	0	0	0	0	0.000217061497175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prochlorales	0	0	0	0	0.000203688120476	0.000695083456169	0	0	0	0	0	0	0	0	0.000648972225302	0	0	0	0	0	0	0	0.000268759301406	0	0
Propionibacteriales	0.013699766015402	0.56358650135553	1.06422905018063	0.061846563137009	0.039854618581109	0.258571179227043	0.067277094441635	0.441395158285027	1.04490870202779	0.96731507430291	0.71693489535042	0.823150489678198	0.141153116980611	2.40450089872116	0.659735976238105	0.9648810161083	0.648322948468137	1.15291684260922	0.89656484941688	1.03274914629156	0.9298051386963	0.473214494966362	0.102988571983584	0.387090138654371	0.27532987160356
Pseudomonadales	0.0033539303904615	28.7794929958456	32.5730673341903	3.82281322052104	1.74957070769956	8.78120782973237	8.8611159959882	10.3224314236955	37.3919757075146	74.0041584643614	40.2198179577653	26.5261873823466	12.3331192403361	23.509488989872	8.86552574272748	28.4937026222561	8.85637290944036	9.54070637835703	34.9528665528277	9.15997085170848	14.5333368052436	12.7458915714703	1.31926270383327	8.53513651591973	6.82866317204
Pseudonocardiales	0	0	0.00183647699638	0	0	0.00196293041591	4.06284304934e-05	0	0	0	0	0	0	0	0.000254410698057	0	0	0.00174679716662	0	0.00393620807163	0	0	0	0.003052116847108	0
Pucciniales	4.04698688392e-06	0.0003059648421896	0.01750811307731	0.0001604317041509	8.09210780769e-06	0.0001120170640134	0.0001793450393159	0.000351180073415	0.000130074116554	0.0004777721141012	0.000174317344145	0.000388228469944	0.0001339262834805	0.001162617974646	0.000652569874894	0.000897643790323	0.000922717122871	0.0026869803640288	0.00966764929539	0.002201974975684	0.000581664875085	0.000399368241727	0.0001626222659006	0.001661703481032	0.0001314904512181
Pyramimonadales	0	0	0	0	0	0	0	0.133858922893	0	0	0	0	0	0	0	0	0	0	0	0	0	0.113624908631	0	0	0
Pyrenomonadales	0	0	0	0	0.0133502120543	0	0	0	0	0	0	0	0.00186385023471	0	0	0	0	0	0	0	0	0	0	0	0
Rhizobiales	4.65956854199e-05	0.351667966031744	0.18125570776133	0.087595916598699	0.0165199576237557	0.035475145009091	0.0160689389434804	0.03829561927257	0.249330274268397	0.12182578187903	0.176142899666368	0.207701749442923	0.084065986460443	0.06739631098646	0.144916640533158	0.12815655301614	0.15355789291806	0.058403555968049	0.165698215594736	0.110575019464472	0.129740962708659	0.121625141959634	0.020388169220812	0.078818275356408	0.041333736049974
Rhizophydiales	0	0.000693063844489	0.000635797289945	0	5.17513532869e-05	0.000256539717599	3.50640697712e-05	0.00012740649282	0.00225134415385	0.00241653158916	0.000497550327521	0.000494522062212	0.000158581372561	0	9.2409774377e-05	0	0.000275350188217	0.000453562271734	0.000374626843686	0.000205772695542	0.000558723121747	0	0	0.000345406434809	7.39209982243e-05
Rhodobacterales	0	0.014687254191419	0.00389390102547	0.007652650122345	0.0017331719949664	0.006555240103484	0.000763917834093	0.002102269419523	0.00318949768111	0.00520190795716	0.00547583534088	0.004439542476324	0.001697837301862	0.0038895693744	0.001956672050702	0.00344872093435	0.000978157542615	0	0.00212674595822	0.00103614410451	0.001106693500137	0	0.002594267490505	0.006796519902019	0.000918626251886
Rhodocyclales	0	0	0	0.00721041622533	0.006399195698763	0.00753393109026	8.79795280471e-05	0.000319676614312	0.00341132040122	0.00208856387246	0	0.001261514065793	0	0	0	0	0	0	0	0.00621340837133	0.00151441079649	0.000280410531904	0	0	0.000370951494163
Rhodospirillales	0	0.008317800612773	0.01801701681266	0.002244229424263	0.0032397127867447	0.012316546553479	0.00347655679976	0.002179884244498	0.02223758546561	0.01378513390425	0.00372381710468	0.020139814134268	0.00577338632326	0.0136004563931	0.021088911945321	0.02958972351799	0.016205564109945	0.007859276059691	0.04063132083944	0.0296757737711	0.014999365566088	0.034441409675879	0.004294492016208	0.011502008095841	0.0049495697508
Rickettsiales	0	0.0700428322538	0.0371357525769	0.01607388270824	0.00320197076195	0.02122979491683	0.015485962517517	0.01550792280907	0.02588141805509	0.2357708264373	0.02550856385199	0.0588041501618	0.03502278109799	0.0748285752999	0.03267215990178	0.023549468276	0.01998513216369	0.05059717238025	0.038631653214	0.0169754827751	0.0345694360868	0.0278806048344	0.000817944850908	0	0.0076227595987
Rubrobacterales	0	0	0	0.00593512047455	0.000685049748259	0	0	0	0	0	0	0	0.000388739626193	0	0.00101938224241	0	0	0	0	0	0	0	0.0514374473807	0	0
Saccharomycetales	0.0008872982854516	0.088477637073779	0.089200084738274	0.011728886293111	0.0035394391413723	0.017718507682526	0.0126142657618371	0.026569612060995	0.102380413293606	0.157874405206235	0.097433771738851	0.07682103648125	0.034453286793947	0.134979686137787	0.0127471922806452	0.1395883108408	0.0387532723760862	0.055504284503831	0.185282442257947	0.037825317357494	0.092509439317774	0.018731415130775	0.0053340238789618	0.039102553727432	0.0266507686648245
Schizosaccharomycetales	0	0.000351946848868	0.000638379561015	0	0	0	0	0	0.00129170738209	0	0	0	0	0	9.38537745265e-05	0	0	0.000284842715469	0.00151325832425	0	0	0	0	0.000231206194922	0
Selenomonadales	6.18722173692e-05	0.00376355991737	0.15163447141166	0.58381067709665	0.0675485998796244	0.47755371282663	0.00195062835336	0.043674017360953	0.826605013933	0	0.06582724515539	0.0110041847647	0.19481483066514	0.1961327602613	6.295279392452	0.22831565369824	0.0219263778502	0.05309625001255	0.10797411811199	0.7843295822753	0.03717990666688	15.7472241514675	6.54225736919278	0.087348263333	0.0378313501506
Solirubrobacterales	0	0	0	0	0	0	0	0.000237632518791	0	0	0	0.000461179491875	0	0	0	0	0.000342380032744	0	0	0	0	0	7.78844957419e-05	0.000858980828928	0
Sordariales	3.30172186602e-06	0.201836295665	0.183491355789254	0.074041475422519	0.0695087887957	0.103513023588	0.0587785493693706	0.0981868359441	0.21043232582	0.380450726531	0.201025966064	0.166355828658977	0.0922108246577468	0.166445632003	0.0998564930829	0.215134179703	0.0782538249909	0.052788690030279	0.287152199655	0.095182732867083	0.0955448359379689	0.168391548436	0.0634816920486	0.0534032564870563	0.0434939137878
Sphaerobacterales	0	0.00102917489964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00122226022879	0	0	0	0	0
Sphingobacteriales	0	0	0	0.001160219151946	0.0003032187225145	0.00294400403625	0.00016097187449	0.0003260228548	0	0	0	0	0.00238313892525	0.00180373077724	0.00189175278508	0	0	0.00288009198078	0	0	0	0	0.002650400474364	0.00179545361486	0.00302965781857
Sphingomonadales	0	0.41971264968364	0.35032170922018	0.08250646858869	0.0013912093325585	0.014994514369138	0.005622666780242	0.011605424537485	0.12477382689191	0.10646173053136	0.21445281765868	0.148170589913103	0.10843693333647	0.04873951466742	0.031584751428039	0.03042803495867	0.061103702739736	0.023932625892547	0.1094780567982	0.05571765653256	0.02343069058634	0.021265414671709	0.005695085887565	0.12242831846079	0.012233712269864
Spirochaetales	0	0	0.0692193191439	0.00342811316656	0.002702385675293	0.004119751571396	8.93649215311e-05	0.000600969889083	0	0	0	0.00326165375756	0	0	2.05554082017669	0.0969483375681	0.00346350055707	0.00142628664156	0.00353419119722	0.00776495396921	0.01170730647851	0	0.00498848681728	0.00434470514484	0.0048815417777
Streptomycetales	0	0	0	0	0.00019568225727	0.00188187103968	3.48423145574e-05	0.00116825277266	0.0017855536172	0.01185975557411	0.00130350959312	0	0.00022581638826	0	0.000410772024037	0	0.001351690675744	0.000900826769735	0	0	0.000810239709282	0	0.000611927560227	0.003464906485005	0.000168878627811
Streptosporangiales	2.25573860598e-05	0	0	0.00109122846859	2.36783517844e-05	0	7.37542975331e-05	0	0	0	0	0	0	0	0.000937115706463	0	0.000629919625903	0	0	0	0	0	0	0.000263395851913	0
Synergistales	0	0	0	0.01137316373048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.202829595781	0	0
Syntrophobacterales	0	0	0	0.00150545741205	0.00532877789377	0.000382834818491	0	0.000475322515456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Synurales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0321255041637	0	0	0	0	0	0	0	0	0	0
Thalassiosirales	0	0.000284387783695	0.000260889359046	0.000938289828354	0.000152894513293	8.4213611543e-05	8.63279177138e-05	0.000470513147796	0	0.000330528501973	0.00714566668221	0.00497152295894	0.000130142714662	0.00361171645123	0.000189594444551	0.00312358367016	0	0.000496298939852	0.00276699957073	0	0.000343894790263	0.000177506992762	0.000479769269323	0.00236220109808	0.000788640115248
Thermales	0	0	0	0	0.000108475545282	0	0	0.001270960023906	0.00570267665508	0	0	0.003538252737813	0	0.0135984309928	0.001945666884804	0	0.04329500078441	0	0.00754678555547	0.0021193824579	0.007714751976642	0.005421444971894	0.012190463194081	0.00236636320095	0
Thermoanaerobacterales	0	0.00614665445476	0.0029756308024	0.181191294612308	0.0506420122322683	0.057715558687166	0.000821179563468	0.00124434188882	0	0	0.00847389137925	0.0126334744689	0.051525584364885	0	0.012555646477915	0.00391531904714	0	0	0	0.00371382274113	0	0.000975935712862	0.023426467731269	0.00119043724562	0
Thermodesulfobacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00298671536638	0	0	0	0	0
Thermotogales	0	0	0	0.000818615639662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00330376918615	0	0.000968924754266
Thiotrichales	0	0.00924234803384	0.0056524468651	0	0.0001821631514246	0.001071777989086	6.94038130441	0.004759743652389	1.42393776313	8.61498777245	19.1332938595761	27.6783212719269	0.00127394451501	0.039125848994	20.7844760532	0	0.0212155984583	0.00633185010899	0	0	0.186705399754037	0.00576881814059	0.0025986785282	0.212907186249	0
Tissierellales	0.0001362229620493	0	0.00399145201571	0.1244459877898	0.00519821135849	0.020740866332362	0	0.029704141359521	0	0	0	0.00441979313137	0.000663702041697	0.015764656382	0.000551702828031	0	0.00436414175058	0	0.00894635618412	0.09128886210171	0.00166783832356	0.001287481514917	0.14104194378294	0	0
Tremellales	0	0	0	0	0	4.24982605024e-05	0	0	0	0	0.00031225396387	0	0	0	0	0	0.000355485617192	0	0	0	0	0	0	0	0
Unclassified	0.044277499367451	0.004614614517186	0.001270750628729	0.541105685052445	0.526660298861747	0.576063653441658	0.0001228481405356	0.335839627300938	0.001551648082124	1.86428962915103	0.00965109174289	0.040138906438796	0.236134457757979	0.002741918663856	3.48247143621955	0.228283789810084	0.027752246054842	0.000878193041308	0.005123309339533	0.001817368448316	0.504188566448191	0.841015702605247	0.199635689956354	0.234771919098537	4.21030013782391
Ustilaginales	0	0.00201761916826	0.001985087569465	0	0	0.000265538827411	9.07351896466e-05	0.0003977888065368	0.00249676997515	0.00260552151937	0.000587820493779	0.000319918319465	0.000478753973575	0.00113883128134	5.97821249644e-05	0.004838999642528	0.0008106402279084	0.000195613624862	0.00290826232639	0	0.000510771681296	0.000209890351385	0.000243126696722	0.000744839341526	0.00124335346516
Vaucheriales	0	0	0	0	0	0	0	0	0	0	0.204664081788	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verrucomicrobiales	0	0	0	1.73370997953	0	0	0.0320032195055	0.0952968027236	0	0.218765354372	0	0.637399512704	0	0	0	0	0	0.0282710829562	0.143441504579	0.00549688289002	0.062189081179	0	0.382241027363	0	0
Vibrionales	0	0	0.0116788997251	0.018445129895242	0.01951946136516	0.01027062311965	0.001069506013575	0	0	0	0	0	0.00322757299121	0	0	0	0	0	0.00155863083907	0	0	0	0.000531929144097	0.0287537296691	0
Xanthomonadales	0.0002480916502171	0.019846243865718	0.01394448409039	0.002258473088586	0.0010955193715661	0.018160475574533	0.0012823310564295	0.008645225747261	0.04420406750346	0.03168731074668	0.0461259071441	0.019926068314456	0.005511591038497	0.03051373981699	0.137608386675279	0.02963962803133	0.014798904081397	0.093526960172951	0.02263931228866	0.07233727707921	0.01733141514975	0.017157279779303	0.0022376529479714	0.036490676322526	0.01827108394021
