genus	SRR317085	SRR317086	SRR317087	SRR317088	SRR317089	SRR317090	SRR317091	SRR317092	SRR317093	SRR317094	SRR317095	SRR317096	SRR317097	SRR317098	SRR317099	SRR317100	SRR317101	SRR317102	SRR317103	SRR317104	SRR317105	SRR317106	SRR317107	SRR317108	SRR317109
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|g__Niastella	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Caldiserica|c__Caldisericia|o__Caldisericales|f__Caldisericaceae|g__Caldisericum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
d__Bacteria|p__Candidatus_Saccharibacteria|g__Candidatus_Saccharimonas	0	0	1	11	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	0	0
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Parachlamydiaceae|g__Candidatus_Protochlamydia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Parachlamydiaceae|g__Parachlamydia	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Chlorobaculum	0	0	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Chlorobium	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Chloroherpeton	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Prosthecochloris	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Chloroflexi|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae|g__Anaerolinea	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Chloroflexi|c__Caldilineae|o__Caldilineales|f__Caldilineaceae|g__Caldilinea	0	0	0	2	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales|f__Roseiflexaceae|g__Roseiflexus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
d__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Herpetosiphonales|f__Herpetosiphonaceae|g__Herpetosiphon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
d__Bacteria|p__Chloroflexi|c__Dehalococcoidia|g__Dehalogenimonas	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
d__Bacteria|p__Chloroflexi|c__Dehalococcoidia|o__Dehalococcoidales|f__Dehalococcoidaceae|g__Dehalococcoides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
d__Bacteria|p__Chloroflexi|c__Thermomicrobia|o__Sphaerobacterales|f__Sphaerobacteraceae|g__Sphaerobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
d__Bacteria|p__Chrysiogenetes|c__Chrysiogenetes|o__Chrysiogenales|f__Chrysiogenaceae|g__Desulfurispirillum	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Gloeobacteria|o__Gloeobacterales|g__Gloeobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Chamaesiphon	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Cyanobacterium	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Cyanobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Cyanothece	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Halothece	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Synechococcus	0	0	1	2	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	10	0	0
d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Synechocystis	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|o__Chroococcales|g__Thermosynechococcus	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae|g__Anabaena	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae|g__Nostoc	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Rivulariaceae|g__Calothrix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Rivulariaceae|g__Rivularia	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|o__Oscillatoriales|g__Arthrospira	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	58	0	0
d__Bacteria|p__Cyanobacteria|o__Oscillatoriales|g__Geitlerinema	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|o__Oscillatoriales|g__Oscillatoria	0	0	0	0	2	2	0	4	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0
d__Bacteria|p__Cyanobacteria|o__Oscillatoriales|g__Pseudanabaena	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|o__Pleurocapsales|g__Chroococcidiopsis	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|o__Prochlorales|f__Prochlorococcaceae|g__Prochlorococcus	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Denitrovibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus	0	0	0	5	2	1	0	2	0	0	0	2	0	0	0	0	1	0	0	0	0	1	3	1	0
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales|f__Trueperaceae|g__Truepera	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	41	0	0
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Meiothermus	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Oceanithermus	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	1	0	0
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Thermus	0	0	0	0	0	0	0	2	1	0	0	0	0	3	4	0	8	0	3	1	8	2	3	2	0
d__Bacteria|p__Dictyoglomi|c__Dictyoglomia|o__Dictyoglomales|f__Dictyoglomaceae|g__Dictyoglomus	0	0	0	3	81	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	1	7	0	0
d__Bacteria|p__Elusimicrobia|c__Elusimicrobia|o__Elusimicrobiales|f__Elusimicrobiaceae|g__Elusimicrobium	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Fibrobacteres|c__Fibrobacteria|o__Fibrobacterales|f__Fibrobacteraceae|g__Fibrobacter	0	0	0	3	24	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Alicyclobacillaceae|g__Alicyclobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Amphibacillus	0	1	0	1	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	1	5	25	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Anoxybacillus	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	2	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus	8	42	17	39	148	69	59	49	25	31	24	38	33	5	32	7	12	11	12	10	19	51	74	10	30
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Geobacillus	0	2	0	1	1	2	0	0	2	0	0	0	1	0	1	0	2	2	2	0	1	12	2	3	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Lysinibacillus	0	0	1	1	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Oceanobacillus	0	0	1	24	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	96	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Listeriaceae|g__Listeria	0	0	0	5	1	1	0	2	0	1	0	1	2	0	6	0	0	0	0	0	0	4	38	1	1
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Brevibacillus	0	2	0	231	13	3	3	0	0	0	1	7	7	1	5	0	0	2	1	0	0	2	99	1	6
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus	0	0	0	14	14	2	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0	49	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Thermobacillus	0	0	0	0	3	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Solibacillus	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Macrococcus	0	0	0	5	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	22	71	0	1
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus	81	16	26	24	91	281	88	15024	27	31	26	131	49	66	102	21	87	98	35	112	224	162	72	119	81
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|g__Exiguobacterium	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Aerococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium	0	3	0	0	4	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	25	16	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	0	85	2	0	17	2	0	53	4	0	0	0	8	12	2	0	2	0	0	11	0	4	1	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Melissococcus	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Tetragenococcus	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	5	2	0	1
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	2	52	18	40	378	45	5	71	1	9	4	5	12	22	25	4	1	10	13	21	7	29	170	16	4
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc	1	0	0	2	2	1	0	2	0	0	0	2	1	0	1	0	6	0	0	0	0	1	2	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Oenococcus	0	0	0	7	6	1	0	1	0	0	0	0	5	0	3	0	0	0	0	0	0	0	12	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus	8	3	9	4	0	12	6	31	6	4	1	12	183	5	39	2	15	17	2	10	4	10	16	10	7
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	21	73	42	230	271	920	32	105	55	18	265	54	461	78	634	18	44	94	296	71	39	160	224	39	26
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Alkaliphilus	0	0	0	20	84	0	0	1	0	0	0	3	2	0	11	0	0	0	10	0	0	2	69	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Candidatus_Arthromitus	0	1	1	2	35	0	0	0	4	0	1	1	0	0	0	0	0	0	1	0	0	143	14	0	1
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	7	12	25	126	1093	526	21	31	43	16	3	14	74	2	57	12	14	7	475	24	12	3037	200	13	9
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XVII_Incertae_Sedis|g__Thermaerobacter	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Acetobacterium	0	2	1	28	34	77	1	0	0	0	0	0	22	0	0	0	0	0	1	0	0	0	25	4	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium	1	171	16	1451	9115	379	24	130	8	2	1	9	226	19	64	0	42	7	32	1	3	67	602	11	6
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Heliobacteriaceae|g__Heliobacterium	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	1	122	125	2472	65794	6092	136	607	6	16	15	61	2697	9	72	19	156	16	16	22	1	71	2712	146	23
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio	0	9	0	6	96	4	0	3	0	0	0	0	1	5	7	0	0	0	0	1	0	0	214	1	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Cellulosilyticum	0	1	0	25	442	198	2	3	0	0	0	3	13	1	8	0	1	0	1	0	0	4	142	0	1
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus	0	2	3	1349	2004	88	30	29	0	0	0	8	141	0	21	0	10	1	0	4	0	7	507	11	8
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium	0	297	19	331	3105	1640	14	33	4	6	1	7	186	37	140	9	5	5	45	9	7	51	3153	12	7
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia	0	76	23	371	5810	1385	37	59	2	3	4	14	301	11	64	5	13	15	29	4	6	20	1713	6	2
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter	0	3	2	484	82	18	7	1	0	0	2	26	27	1	35	0	3	2	17	0	0	109	280	2	3
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Candidatus_Desulforudis	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Dehalobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Desulfitobacterium	0	0	1	2	7	8	2	2	2	0	0	1	1	0	0	0	0	0	0	0	0	0	43	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Desulfosporosinus	0	0	0	6	2	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	12	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Desulfotomaculum	0	0	0	2	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	19	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Pelotomaculum	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Syntrophobotulus	0	29	0	4	57	54	1	2	0	0	0	2	6	3	3	1	0	0	6	0	1	0	56	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Thermincola	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Filifactor	0	3	7	40	412	514	1	6	0	0	0	1	33	2	2	1	1	1	7	0	0	9	32	1	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptoclostridium	0	31	15	133	2323	508	6	14	2	0	2	8	166	3	40	0	7	0	11	0	1	33	278	7	2
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ethanoligenens	0	0	4	134	1235	215	3	7	0	0	1	7	67	0	1	0	0	0	1	0	0	5	68	1	1
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	0	19	133	4173	45903	11228	91	244	11	8	15	58	2895	0	29	29	112	9	1	2	2	6	2064	89	20
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminiclostridium	0	24	1	99	178	67	0	4	1	0	0	14	51	1	1	0	0	0	0	2	1	24	63	2	1
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus	0	17	7	667	987	458	11	85	0	2	0	119	107	1	17	1	3	8	12	3	0	9	366	8	8
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Syntrophomonadaceae|g__Syntrophomonas	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Syntrophomonadaceae|g__Syntrophothermus	0	1	0	2	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	1	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|g__Anaerococcus	0	1	3	44	199	39	2	1	0	0	1	1	12	0	1	0	2	0	0	0	0	2	50	2	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|g__Finegoldia	0	3	0	4	4	1	0	12	0	0	0	2	0	3	3	0	0	1	4	20	2	0	14	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|g__Gottschalkia	0	1	1	3	178	1	0	0	0	0	0	1	10	0	4	0	0	0	0	0	0	1	28	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales|f__Halanaerobiaceae|g__Halanaerobium	0	0	0	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	50	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales|f__Halanaerobiaceae|g__Halothermothrix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales|f__Halobacteroidaceae|g__Acetohalobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Natranaerobiales|f__Natranaerobiaceae|g__Natranaerobius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae|g__Ammonifex	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae|g__Caldanaerobacter	0	0	0	9	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae|g__Carboxydothermus	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae|g__Moorella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae|g__Tepidanaerobacter	0	0	0	4	2	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	9	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae|g__Thermacetogenium	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae|g__Thermoanaerobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacterales_Family_III_Incertae_Sedis|g__Caldicellulosiruptor	0	10	0	0	13	6	2	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	3	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacterales_Family_III_Incertae_Sedis|g__Thermoanaerobacterium	0	0	0	2	1	1	0	0	0	0	0	6	4	0	0	3	0	0	2	0	0	0	13	1	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacterales_Family_III_Incertae_Sedis|g__Thermosediminibacter	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	1
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacterales_Family_IV_Incertae_Sedis|g__Mahella	0	0	0	4	1	5	0	2	0	0	0	5	1	0	24	0	0	0	0	3	0	0	3	1	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermodesulfobiaceae|g__Coprothermobacter	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermodesulfobiaceae|g__Thermodesulfobium	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelothrix	0	3	1	13	368	30	0	3	0	0	0	2	21	0	1	0	0	0	0	0	0	0	247	1	0
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalitalea	0	0	1	33	141	22	0	0	0	0	0	3	4	0	1	0	0	0	0	0	0	0	49	0	0
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus	0	0	2	31	0	86	0	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	20	0	0
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	12	0	0
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megasphaera	0	0	2	6	13	4	0	2	0	0	0	0	1	0	2	0	0	0	0	2	0	0	15	0	0
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Selenomonas	0	1	3	28	66	18	1	1	1	0	0	1	4	8	3985	14	10	10	5	36	11	6	7945	15	13
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella	0	2	9	120	53	52	10	13	73	0	7	1	81	7	14	2	8	4	1	15	5	7720	67	11	2
d__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium	840685	1208	19	546	1131	39	7	182	79	7	6	9	0	306	3791	68	98	93	1470	1073	98	9597	62358	53	41
