class	SRR317085	SRR317086	SRR317087	SRR317088	SRR317089	SRR317090	SRR317091	SRR317092	SRR317093	SRR317094	SRR317095	SRR317096	SRR317097	SRR317098	SRR317099	SRR317100	SRR317101	SRR317102	SRR317103	SRR317104	SRR317105	SRR317106	SRR317107	SRR317108	SRR317109
Epsilonproteobacteria	0	0.02430450077562	0.02156951435169	0.019220975532744	0.0080953587315581	0.010581931264866	0.001054456105189	0.004373713690966	0.0219159697836	0.0105011917603	0.02402237430624	0.01411301834875	0.008848325239075	0.0229495046943	0.181491464268562	0.0393140385268	0.01064485495413	0.15920831817582	2.74242421650081	0.0107303800767	0.0182097515361	0.02387688444679	0.023897108529277	0.00750492818598	0.00472180252692
Erysipelotrichia	0.0001743603639819	0.00235524834212	0.16665780907855	0.21385770980339	0.5244029173997	0.58337645191079	0.000953269663147	0.02926810158899	0.0196734179079	0.0383232843076	0.00507249624981	0.08709826045261	0.0582021987165	0	0.006787348302661	0	0.016410513707875	0.01579625225859	0	0.00139856033144	0.00284807463987	0.0143332888235	0.2668883652526	0.0070427964703	0.00150724043593
Eurotiomycetes	4.084680302784e-05	0.094628643679604	0.0687115269252	0.0289221703635147	0.0732926400133487	0.0634115710215536	0.00193563504364138	0.0857585867207559	0.047144808794777	0.018721843756658	0.013067875168061	0.0147141682161459	0.0110832839483943	0.021060681237381	0.0132812388884351	0.106686409490759	0.0085230088162191	0.0075638084181671	0.028855368435458	0.023103347551325	0.106716052076394	0.0050259965221862	0.0447393296213647	0.0067898479640894	0.0033889964584179
Flavobacteriia	0.0001862026073409	0.003393560505711	0.00540173601301	0.086773554222013	0.0118726551720799	0.013002112475288	0.003691040183821	0.00113319436294	0.00216708894956	0.00794120684815	0.028937387030113	0.00439843842211	0.00678380392436	0	0.089339900614866	0	0.001190409724759	0.00489410473145	0	0.00186818178874	0.00792050453666	0.036630828377847	0.0214559335342948	0.003330857553859	0.001179224400538
Florideophyceae	0	0	0	0.0173527034405	0.117503588496	0.11914446301	0	0	0	0	0.128375977429	0	0.0818330833223	0	0	0	0	0	0	0	0	0	0.035016022261	0	0
Fusobacteriia	94.7286758422838	2.90773161511534	0.32405608141376	0.509000264020906	0.30586519857894	0.121106857276454	0.00167399809159	0.170647291440832	0.40260501738503	0.0256373185486	0.1011681915754	0.02048447003621	0.000400335366031	1.97512916006514	2.63361951473769	0.4191014861754	0.118617351928508	0.75690893907458	7.6348223410941	2.9895178618279	0.15700278875161	8.07604691344286	18.2476293767708	0.0944982064198	0.0415646201078
Gammaproteobacteria	0.0445921906037855	34.7955803619627	45.207744875745	4.89856842696489	4.75104704429919	11.8152620283045	15.8459269983903	17.2338646524553	48.5844509375929	82.8607542389932	59.8798731639199	54.5503521532333	14.1985169459277	29.1480481658175	30.6414183031088	45.2662723846873	17.5394385652926	15.7961095083018	38.8530434211707	13.6206358491397	20.1562284394977	13.9256684510605	5.75832262135731	14.3643399921315	10.0973867037239
Gemmatimonadetes	0	0	0	0	0	0.00026248785594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000213629542003	0	0
Glaucocystophyceae	0	0	0	0	0.00181072939357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halobacteria	0	0	0.00193917046996	0	0	0	0	0	0	0	0	0.00146577353364	0	0	0	0	0	0	0	0	0	0	0	0	0
Ichthyosporea	0	0.000101378742677	0.000248005357138	0.0001093585728636	4.03732858169e-06	0.0001268306380732	2.85078695127e-05	3.72730742014e-05	0.000376363495373	0.000576346653336	9.70396922274e-05	0	0.000237241103165	0.000343335209853	1.80231336778e-05	0.00128785493777	3.58019360607e-05	0.0001868638277803	0.0007068626276671	8.02657256551e-05	0.000690567631209	5.62876840186e-05	0.0001086681576931	0.001086213762832	0.0004665452558479
Ignavibacteria	0	0	0	0	0	0	0	0	0	0	0	0	0.000342710330649	0	0	0	0	0	0	0	0	0	0.001486002444109	0	0
Lentisphaeria	0	0	0	0.000264882268731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leotiomycetes	6.31161984976e-06	4.90368295263e-05	0	1.90339765122e-05	2.92927967207e-06	4.35627205153e-05	0	1.80289608776e-05	0	0.00239369962717	0	3.49892643434e-05	0.000164563203878	0.000124553257257	1.30766664247e-05	0.000215439127454	0.0001348100440551	9.32556789731e-05	0.000106024937332	0	7.9063453364e-05	0	0	0.000456190604161	0.000188286621814
Malasseziomycetes	0.000360554182392	0.004011030833131	0.008988557029862	0.00206821426586	0.0009292386530466	0.002958566147933	0.001136709238816	0.004631042668702	0.00829707291196	0.0309639506386	0.01357949644382	0.00672729086909	0.000270928566336	0.04011491971443	0.01084227931184	0.01762212180579	0.004061532210286	0.014748735739288	0.02032109067429	0.005818205388146	0.010130514625263	0.004175705280856	0.000486905237807	0.00596014249316	0.00151548518575
Mamiellophyceae	0	0	0.000357250163109	0	0	0	0	0	0.000361432838017	0	0	0	0	0.000494572218668	0	0.000427729509448	0	0.000169902365759	0	0	0	6.07675245446e-05	0	0	0
Methanobacteria	0	0	0	0	0	0	0	0	0	0	0	0.00998727433738	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanomicrobia	0	0	0	0	0	0	0	0	0	0	0	0.003727345277114	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanopyri	0	0	0	0.00094133150313	0	0	0	0.000891628127832	0	0	0	0	0	0	0.000646710793909	0	0	0	0	0	0	0	0	0	0
Mollicutes	0	0	0	0.01154619185815	0.00403644750861	0	0	0	0	0	0	0	0.001282808475	0	0	0	0	0	0	0	0	0.00211728797156	0.002361363607925	0	0
Negativicutes	6.18722173692e-05	0.00376355991737	0.15163447141166	0.58381067709665	0.0675485998796244	0.47755371282663	0.00195062835336	0.043674017360953	0.826605013933	0	0.06582724515539	0.0110041847647	0.19481483066514	0.1961327602613	6.295279392452	0.22831565369824	0.0219263778502	0.05309625001255	0.10797411811199	0.7843295822753	0.03717990666688	15.7472241514675	6.54225736919278	0.087348263333	0.0378313501506
Nephroselmidophyceae	0	0	0	0.00648492241904	0	0	0	0	0	0	0	0	0.00509700787618	0	0	0	0	0	0	0	0.0538742244343	0	0.0020132193373	0	0
Nitrospira	0	0	0	0.00073912573994	0	0.000281937303135	0	0	0	0	0	0	0	0	0.000547004908448	0	0	0	0	0	0	0	0.002559485035251	0	0
Oomycetes	0	0.000136157034824	0.000388837152131	0.000349996706962	4.174151939711e-05	0.0001367236158574	0.00035087926056955	0.00041179908828799	0.0009219640484732	0.001752671837653	0.000177084092271	0.0007088440807113	0.000281466029534	0.0007398177332194	0.0001911352805406	0.0004260409937425	0.0003602621212508	3.13859378851e-05	0.000718524668049	8.08508488663e-05	0.0006590115792361	0.0007972092248246	0.0003395119254285	0.0001111482250212	0.00045979504081546
Pelagophyceae	0	0	0	0.11837316986	0.049447022722	0.0516035333105	0	0.0160175616708	0	0	0	0.248685524691	0	0	0.32529754461	0	0	0	0	0	0	0.0135963590772	0.283488408425	0	0
Planctomycetia	0	0.00066335533508	0	0	0.0002459639454369	0.00278984120189	0	0.000164944237014	0.00916035100482	0	0	0	0	0	0	0	0	0.000597097348216	0	0.002886349141656	0	0.000140011390014	6.93150905961e-05	0	0
Pucciniomycetes	4.04698688392e-06	0.0003059648421896	0.01750811307731	0.0001604317041509	8.09210780769e-06	0.0001120170640134	0.0001793450393159	0.000351180073415	0.000130074116554	0.0004777721141012	0.000174317344145	0.000388228469944	0.0001339262834805	0.001162617974646	0.000652569874894	0.000897643790323	0.000922717122871	0.0026869803640288	0.00966764929539	0.002201974975684	0.000581664875085	0.000399368241727	0.0001626222659006	0.001661703481032	0.0001314904512181
Raphidophyceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0110626339632	0	0
Rubrobacteria	0	0	0	0.00593512047455	0.000685049748259	0	0	0	0	0	0	0	0.000388739626193	0	0.00101938224241	0	0	0	0	0	0	0	0.0514374473807	0	0
Saccharomycetes	0.0008872982854516	0.088477637073779	0.089200084738274	0.011728886293111	0.0035394391413723	0.017718507682526	0.0126142657618371	0.026569612060995	0.102380413293606	0.157874405206235	0.097433771738851	0.07682103648125	0.034453286793947	0.134979686137787	0.0127471922806452	0.1395883108408	0.0387532723760862	0.055504284503831	0.185282442257947	0.037825317357494	0.092509439317774	0.018731415130775	0.0053340238789618	0.039102553727432	0.0266507686648245
Schizosaccharomycetes	0	0.000351946848868	0.000638379561015	0	0	0	0	0	0.00129170738209	0	0	0	0	0	9.38537745265e-05	0	0	0.000284842715469	0.00151325832425	0	0	0	0	0.000231206194922	0
Sordariomycetes	2.928602114037e-05	0.202036984202347	0.1843134863894	0.074041475422519	0.0695167810586385	0.103596834080859	0.0588083584464263	0.0985742686815666	0.21096171597521	0.380843605897246	0.201460179237939	0.166626332593917	0.0922687825419647	0.169718769711881	0.0998921715322546	0.216819338258468	0.0783544592209507	0.0531983092950613	0.289053970010036	0.095305870958079	0.0960636689129466	0.168498020788841	0.0634930082781244	0.0535810669127633	0.0435224539136597
Sphingobacteriia	0	0	0	0.001160219151946	0.0003032187225145	0.00294400403625	0.00016097187449	0.0003260228548	0	0	0	0	0.00238313892525	0.00180373077724	0.00189175278508	0	0	0.00288009198078	0	0	0	0	0.002650400474364	0.00179545361486	0.00302965781857
Spirochaetia	0	0	0.0692193191439	0.00342811316656	0.002702385675293	0.004119751571396	8.93649215311e-05	0.000943698255929	0	0	0	0.00326165375756	0	0	2.05554082017669	0.0969483375681	0.00346350055707	0.00142628664156	0.00353419119722	0.00776495396921	0.01170730647851	0	0.005100816670804	0.00434470514484	0.0048815417777
Synergistia	0	0	0	0.01137316373048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.202829595781	0	0
Synurophyceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0321255041637	0	0	0	0	0	0	0	0	0	0
Thermodesulfobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00298671536638	0	0	0	0	0
Thermoleophilia	0	0	0	0	0	0	0	0.000237632518791	0	0	0	0.000461179491875	0	0	0	0	0.000342380032744	0	0	0	0	0	7.78844957419e-05	0.000858980828928	0
Thermomicrobia	0	0.00102917489964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00122226022879	0	0	0	0	0
Thermotogae	0	0	0	0.000818615639662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003524411467109	0	0.000968924754266
Tissierellia	0.0001362229620493	0	0.00399145201571	0.1244459877898	0.00519821135849	0.020740866332362	0	0.029704141359521	0	0	0	0.00441979313137	0.000663702041697	0.015764656382	0.000551702828031	0	0.00436414175058	0	0.00894635618412	0.09128886210171	0.00166783832356	0.001287481514917	0.14104194378294	0	0
Trebouxiophyceae	0	0	0.0500708021826	0	0.0151034551825	0.01432047255084	0	0	0	0	0.0302517414017	0	0	0	0.00727752635272	0	0	0	0	0	0	0	0.4727485067558	0	0.0089889958814
Tremellomycetes	0	0	0	0	0	4.24982605024e-05	0	0	0	0	0.00031225396387	0	0	0	0	0	0.000355485617192	0	0	0	0	0	0	0	0
Ulvophyceae	0	0	0	0	0.00160030434298	0	0	0	0	0	0	0	0	0	0.00714395633526	0	0	0	0	0	0	0	0.00322817881757	0	0
Unclassified	5.19995082653236	17.3767843306779	40.5555769449539	16.0918731808441	2.72757603025186	7.4416486228404	83.1741702944235	60.9286600366326	40.9596587453685	10.76165045133	33.8785850747607	38.6229591625781	59.98070884796	44.8240091784559	44.2325606154519	47.1720435347444	77.7484194315937	79.4068884182033	8.01686426674656	72.8934986665948	76.5094414151262	3.68970085927181	3.80806838347991	80.5623359651793	87.5986841115555
Ustilaginomycetes	0	0.00201761916826	0.001985087569465	0	0	0.000265538827411	9.07351896466e-05	0.0003977888065368	0.00249676997515	0.00260552151937	0.000587820493779	0.000319918319465	0.000478753973575	0.00113883128134	5.97821249644e-05	0.004838999642528	0.0008106402279084	0.000195613624862	0.00290826232639	0	0.000510771681296	0.000209890351385	0.000243126696722	0.000744839341526	0.00124335346516
Verrucomicrobiae	0	0	0	1.73370997953	0	0	0.0320032195055	0.0952968027236	0	0.218765354372	0	0.637399512704	0	0	0	0	0	0.0282710829562	0.143441504579	0.00549688289002	0.062189081179	0	0.382241027363	0	0
