Taxon	Adenoma1.2065.S1.L001	Adenoma10.2757.S10.L001	Adenoma11.2775.S11.L001	Adenoma12.2799.S12.L001	Adenoma13.2803.S13.L001	Adenoma14.2817.S14.L001	Adenoma15.2847.S15.L001	Adenoma16.2873.S16.L001	Adenoma17.2937.S17.L001	Adenoma18.2967.S18.L001	Adenoma19.2971.S19.L001	Adenoma2.2113.S2.L001	Adenoma20.2995.S20.L001	Adenoma21.3129.S21.L001	Adenoma22.3133.S22.L001	Adenoma23.3141.S23.L001	Adenoma24.3217.S24.L001	Adenoma25.3273.S25.L001	Adenoma26.3373.S26.L001	Adenoma27.3379.S27.L001	Adenoma28.3391.S28.L001	Adenoma29.3399.S29.L001	Adenoma3.2123.S3.L001	Adenoma30.3509.S30.L001	Adenoma4.2143.S4.L001	Adenoma5.2243.S5.L001	Adenoma6.2453.S6.L001	Adenoma7.2475.S7.L001	Adenoma8.2555.S8.L001	Adenoma9.2717.S9.L001	Cancer1.2355.S61.L001	Cancer10.2567.S70.L001	Cancer11.2573.S71.L001	Cancer12.2575.S72.L001	Cancer13.2579.S73.L001	Cancer14.2611.S74.L001	Cancer15.2613.S75.L001	Cancer16.2619.S76.L001	Cancer17.2625.S77.L001	Cancer18.2629.S78.L001	Cancer19.2633.S79.L001	Cancer2.2455.S62.L001	Cancer20.2667.S80.L001	Cancer21.2671.S81.L001	Cancer22.2703.S82.L001	Cancer23.2705.S83.L001	Cancer24.2727.S84.L001	Cancer25.2735.S85.L001	Cancer26.2763.S86.L001	Cancer27.2771.S87.L001	Cancer28.2777.S88.L001	Cancer29.2801.S89.L001	Cancer3.2513.S63.L001	Cancer30.2863.S90.L001	Cancer4.2521.S64.L001	Cancer5.2523.S65.L001	Cancer6.2535.S66.L001	Cancer7.2537.S67.L001	Cancer8.2543.S68.L001	Cancer9.2547.S69.L001	Healthy1.2027.S31.L001	Healthy10.3087.S40.L001	Healthy11.3123.S41.L001	Healthy12.3211.S42.L001	Healthy13.3241.S43.L001	Healthy14.3245.S44.L001	Healthy15.3247.S45.L001	Healthy16.3251.S46.L001	Healthy17.3257.S47.L001	Healthy18.3293.S48.L001	Healthy19.3339.S49.L001	Healthy2.2779.S32.L001	Healthy20.3341.S50.L001	Healthy21.3347.S51.L001	Healthy22.3363.S52.L001	Healthy23.3367.S53.L001	Healthy24.3403.S54.L001	Healthy25.3405.S55.L001	Healthy26.3407.S56.L001	Healthy27.3439.S57.L001	Healthy28.3499.S58.L001	Healthy29.3529.S59.L001	Healthy3.3021.S33.L001	Healthy30.3291.66.S60.L001	Healthy4.3023.S34.L001	Healthy5.3043.S35.L001	Healthy6.3061.S36.L001	Healthy7.3063.S37.L001	Healthy8.3073.S38.L001	Healthy9.3075.S39.L001
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	169.0	0.0	10.0	3.0	79.0	74.0	0.0	1.0	43.0	621.0	7.0	42.0	0.0	0.0	18.0	0.0	1.0	61.0	470.0	24.0	131.0	8.0	92.0	0.0	8.0	288.0	22.0	0.0	26.0	166.0	41.0	0.0	0.0	0.0	405.0	388.0	227.0	1.0	82.0	30.0	79.0	5.0	283.0	119.0	135.0	69.0	28.0	1.0	0.0	74.0	0.0	0.0	8.0	113.0	50.0	214.0	10.0	54.0	222.0	0.0	0.0	62.0	3.0	3.0	19.0	7.0	4.0	0.0	101.0	77.0	218.0	3.0	26.0	199.0	3.0	108.0	15.0	13.0	1.0	2.0	56.0	45.0	5.0	388.0	0.0	305.0	159.0	0.0	56.0	110.0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	136.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	3.0	1.0	4.0	0.0	1.0	0.0	1.0	0.0	3.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	2.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	3337.0	226.0	485.0	2910.0	760.0	1369.0	7006.0	8796.0	272.0	271.0	35.0	29.0	11.0	186.0	41.0	356.0	728.0	146.0	216.0	302.0	7.0	74.0	58.0	222.0	119.0	576.0	120.0	148.0	96.0	54.0	197.0	171.0	1918.0	54.0	200.0	1073.0	42.0	3253.0	8.0	6742.0	35.0	457.0	16.0	61.0	72.0	2587.0	86.0	4990.0	9730.0	887.0	4.0	85.0	78.0	26.0	55.0	30.0	641.0	3503.0	766.0	165.0	25.0	73.0	2008.0	114.0	14.0	403.0	381.0	433.0	51.0	7.0	373.0	148.0	3.0	117.0	1227.0	67.0	689.0	800.0	189.0	30.0	44.0	7.0	1165.0	640.0	90.0	63.0	1713.0	411.0	89.0	1559.0
k__Bacteria;p__Proteobacteria;c__unassigned	0.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Synergistetes;c__Synergistia	100.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	8.0	0.0	6.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	44.0	1.0	0.0	0.0	0.0	0.0	0.0	214.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	11.0	0.0	66.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	3.0	62.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
k__Bacteria;p__TM7;c__Incertae_sedis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes	12.0	0.0	428.0	0.0	77.0	18.0	0.0	52.0	0.0	0.0	0.0	1.0	1.0	1.0	581.0	1.0	70.0	24.0	106.0	0.0	897.0	0.0	0.0	0.0	0.0	46.0	0.0	0.0	1.0	3.0	219.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	3.0	77.0	1.0	0.0	0.0	195.0	2.0	0.0	0.0	90.0	0.0	221.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1523.0	0.0	57.0	73.0	35.0	195.0	0.0	5.0	0.0	105.0	66.0	0.0	0.0	0.0	161.0	131.0	1.0	0.0	7.0	9.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Opitutae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae	356.0	60.0	1251.0	7.0	701.0	199.0	6.0	2513.0	502.0	5.0	6363.0	2918.0	2929.0	16.0	83.0	18.0	4063.0	2822.0	1286.0	2805.0	603.0	4.0	5.0	3.0	970.0	276.0	3764.0	11.0	526.0	1013.0	663.0	1231.0	4.0	1328.0	3.0	11.0	2516.0	39.0	1297.0	46.0	5.0	0.0	23.0	1476.0	5847.0	18.0	18.0	5.0	76.0	3139.0	8101.0	257.0	718.0	26.0	2.0	113.0	2985.0	33.0	65.0	3.0	4181.0	545.0	2.0	2.0	1.0	2334.0	4.0	4.0	1299.0	357.0	4.0	1378.0	2036.0	4.0	153.0	5513.0	116.0	3.0	2.0	706.0	2440.0	1067.0	0.0	302.0	321.0	3.0	4.0	3.0	2309.0	1.0
k__Bacteria;p__unassigned;c__unassigned	1790.0	184.0	21.0	1.0	265.0	1191.0	1252.0	253.0	31.0	11.0	1686.0	1579.0	3.0	45.0	420.0	613.0	29.0	647.0	234.0	52.0	168.0	13.0	344.0	146.0	12.0	105.0	4.0	721.0	441.0	206.0	554.0	561.0	8.0	822.0	547.0	231.0	237.0	94.0	419.0	94.0	5.0	1563.0	234.0	56.0	43.0	0.0	77.0	4.0	3.0	886.0	25.0	9.0	140.0	936.0	74.0	6.0	211.0	2.0	329.0	52.0	94.0	46.0	6.0	3.0	90.0	151.0	407.0	5.0	119.0	227.0	623.0	205.0	266.0	130.0	28.0	1333.0	43.0	268.0	426.0	185.0	828.0	219.0	60.0	90.0	345.0	257.0	1.0	13.0	75.0	400.0
