Taxon	Adenoma1.2065.S1.L001	Adenoma10.2757.S10.L001	Adenoma11.2775.S11.L001	Adenoma12.2799.S12.L001	Adenoma13.2803.S13.L001	Adenoma14.2817.S14.L001	Adenoma15.2847.S15.L001	Adenoma16.2873.S16.L001	Adenoma17.2937.S17.L001	Adenoma18.2967.S18.L001	Adenoma19.2971.S19.L001	Adenoma2.2113.S2.L001	Adenoma20.2995.S20.L001	Adenoma21.3129.S21.L001	Adenoma22.3133.S22.L001	Adenoma23.3141.S23.L001	Adenoma24.3217.S24.L001	Adenoma25.3273.S25.L001	Adenoma26.3373.S26.L001	Adenoma27.3379.S27.L001	Adenoma28.3391.S28.L001	Adenoma29.3399.S29.L001	Adenoma3.2123.S3.L001	Adenoma30.3509.S30.L001	Adenoma4.2143.S4.L001	Adenoma5.2243.S5.L001	Adenoma6.2453.S6.L001	Adenoma7.2475.S7.L001	Adenoma8.2555.S8.L001	Adenoma9.2717.S9.L001	Cancer1.2355.S61.L001	Cancer10.2567.S70.L001	Cancer11.2573.S71.L001	Cancer12.2575.S72.L001	Cancer13.2579.S73.L001	Cancer14.2611.S74.L001	Cancer15.2613.S75.L001	Cancer16.2619.S76.L001	Cancer17.2625.S77.L001	Cancer18.2629.S78.L001	Cancer19.2633.S79.L001	Cancer2.2455.S62.L001	Cancer20.2667.S80.L001	Cancer21.2671.S81.L001	Cancer22.2703.S82.L001	Cancer23.2705.S83.L001	Cancer24.2727.S84.L001	Cancer25.2735.S85.L001	Cancer26.2763.S86.L001	Cancer27.2771.S87.L001	Cancer28.2777.S88.L001	Cancer29.2801.S89.L001	Cancer3.2513.S63.L001	Cancer30.2863.S90.L001	Cancer4.2521.S64.L001	Cancer5.2523.S65.L001	Cancer6.2535.S66.L001	Cancer7.2537.S67.L001	Cancer8.2543.S68.L001	Cancer9.2547.S69.L001	Healthy1.2027.S31.L001	Healthy10.3087.S40.L001	Healthy11.3123.S41.L001	Healthy12.3211.S42.L001	Healthy13.3241.S43.L001	Healthy14.3245.S44.L001	Healthy15.3247.S45.L001	Healthy16.3251.S46.L001	Healthy17.3257.S47.L001	Healthy18.3293.S48.L001	Healthy19.3339.S49.L001	Healthy2.2779.S32.L001	Healthy20.3341.S50.L001	Healthy21.3347.S51.L001	Healthy22.3363.S52.L001	Healthy23.3367.S53.L001	Healthy24.3403.S54.L001	Healthy25.3405.S55.L001	Healthy26.3407.S56.L001	Healthy27.3439.S57.L001	Healthy28.3499.S58.L001	Healthy29.3529.S59.L001	Healthy3.3021.S33.L001	Healthy30.3291.66.S60.L001	Healthy4.3023.S34.L001	Healthy5.3043.S35.L001	Healthy6.3061.S36.L001	Healthy7.3063.S37.L001	Healthy8.3073.S38.L001	Healthy9.3075.S39.L001
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;Other	0.0	1036.0	2.0	0.0	34.0	0.0	0.0	0.0	3.0	331.0	1121.0	683.0	188.0	79.0	1004.0	830.0	104.0	530.0	342.0	746.0	1168.0	1807.0	927.0	923.0	427.0	108.0	0.0	254.0	2.0	0.0	73.0	396.0	290.0	1086.0	255.0	69.0	3.0	1.0	211.0	86.0	286.0	134.0	0.0	0.0	1.0	0.0	752.0	151.0	0.0	0.0	149.0	752.0	585.0	109.0	1203.0	483.0	26.0	630.0	1373.0	210.0	0.0	3312.0	0.0	883.0	0.0	1.0	113.0	0.0	455.0	102.0	5.0	2.0	125.0	131.0	24.0	279.0	109.0	555.0	1.0	0.0	392.0	148.0	653.0	96.0	21.0	431.0	2.0	2.0	160.0	725.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae;g__Cryptobacterium;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae;g__Denitrobacterium;Other	0.0	27.0	0.0	2.0	1394.0	239.0	0.0	25.0	0.0	20.0	14.0	37.0	96.0	90.0	245.0	339.0	1096.0	35.0	40.0	0.0	21.0	9.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	18.0	23.0	141.0	0.0	21.0	4.0	10.0	5.0	0.0	4.0	0.0	0.0	0.0	8.0	0.0	245.0	1.0	54.0	0.0	0.0	0.0	10.0	0.0	13.0	52.0	16.0	27.0	16.0	0.0	0.0	0.0	0.0	1.0	0.0	16.0	0.0	14.0	27.0	0.0	0.0	29.0	11.0	0.0	123.0	10.0	0.0	33.0	25.0	36.0	0.0	35.0	259.0	265.0	0.0	8.0	4.0	0.0	0.0	2.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae;g__Eggerthella;Other	17.0	9.0	38.0	32.0	37.0	1.0	108.0	0.0	29.0	0.0	23.0	0.0	39.0	0.0	2.0	0.0	0.0	0.0	0.0	8.0	0.0	16.0	41.0	23.0	26.0	0.0	41.0	11.0	3.0	3.0	1.0	2.0	53.0	15.0	1.0	0.0	2.0	69.0	9.0	0.0	6.0	2.0	0.0	6.0	8.0	93.0	2.0	0.0	19.0	7.0	0.0	4.0	0.0	0.0	13.0	1.0	0.0	28.0	34.0	101.0	5.0	0.0	1.0	8.0	0.0	14.0	0.0	4.0	0.0	0.0	0.0	10.0	0.0	4.0	4.0	0.0	0.0	10.0	31.0	21.0	0.0	2.0	9.0	0.0	19.0	20.0	10.0	46.0	24.0	27.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae;g__Enterorhabdus;Other	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	6.0	1.0	130.0	0.0	54.0	0.0	36.0	419.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	30.0	44.0	238.0	24.0	79.0	0.0	0.0	3.0	0.0	1.0	0.0	143.0	0.0	0.0	44.0	0.0	0.0	59.0	36.0	0.0	139.0	0.0	0.0	55.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	187.0	9.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae;g__Gordonibacter;Other	9.0	9.0	14.0	0.0	22.0	5.0	0.0	5.0	12.0	0.0	26.0	3.0	26.0	0.0	1.0	0.0	6.0	1.0	0.0	2.0	0.0	17.0	9.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	3.0	9.0	3.0	0.0	2.0	0.0	0.0	13.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0	3.0	3.0	0.0	1.0	6.0	0.0	0.0	2.0	21.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	3.0	0.0	0.0	6.0	1.0	0.0	3.0	2.0	1.0	1.0	10.0	5.0	12.0	1.0	4.0	0.0	1.0	11.0	0.0	0.0	0.0	2.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae;g__Incertae_sedis;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae;g__Olsenella;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	10.0	11.0	26.0	0.0	19.0	18.0	0.0	6.0	0.0	0.0	3.0	0.0	1.0	0.0	3.0	0.0	2.0	20.0	0.0	0.0	9.0	0.0	8.0	8.0	0.0	0.0	9.0	0.0	23.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae;g__Paraeggerthella;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae;g__Slackia;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	37.0	68.0	62.0	28.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	82.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	226.0	37.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	85.0	0.0	0.0	0.0	0.0	238.0	21.0	27.0	0.0	0.0	110.0	1.0	2.0	0.0	0.0	0.0	29.0	30.0	178.0	0.0	11.0	0.0	88.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae;g__unassigned;Other	80.0	12.0	7.0	0.0	73.0	1.0	0.0	5.0	62.0	0.0	48.0	18.0	17.0	59.0	11.0	42.0	7.0	6.0	4.0	0.0	0.0	45.0	3.0	8.0	5.0	0.0	0.0	37.0	8.0	2.0	4.0	25.0	0.0	14.0	6.0	4.0	3.0	3.0	16.0	124.0	0.0	127.0	0.0	5.0	15.0	0.0	31.0	0.0	0.0	37.0	4.0	42.0	2.0	9.0	13.0	4.0	8.0	0.0	0.0	11.0	45.0	52.0	0.0	0.0	0.0	61.0	104.0	0.0	58.0	3.0	1.0	0.0	23.0	12.0	0.0	6.0	0.0	61.0	0.0	17.0	23.0	76.0	5.0	2.0	44.0	41.0	0.0	0.0	32.0	3.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Solirubrobacterales;f__Conexibacteraceae;g__Conexibacter;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Anaerorhabdus;Other	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	10.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	8.0	0.0	2.0	0.0	0.0	1.0	1.0	2.0	1.0	0.0	0.0	61.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	97.0	0.0	0.0	0.0	0.0	0.0	3.0	5.0	0.0	8.0	4.0	0.0	1.0	1.0	0.0	0.0	0.0	9.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	5.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;Other	2294.0	2414.0	3778.0	608.0	790.0	3955.0	1056.0	766.0	245.0	679.0	3618.0	791.0	6584.0	12918.0	3994.0	3275.0	6847.0	1645.0	1299.0	641.0	1458.0	416.0	4115.0	9467.0	643.0	1866.0	237.0	633.0	2811.0	4641.0	8456.0	4469.0	9952.0	3963.0	3611.0	2854.0	1033.0	1096.0	6319.0	670.0	1046.0	2797.0	5032.0	6056.0	5494.0	4723.0	2584.0	2185.0	1513.0	3172.0	3860.0	846.0	1362.0	7113.0	805.0	6965.0	1966.0	845.0	1366.0	7084.0	6636.0	5869.0	5535.0	324.0	8769.0	7238.0	1612.0	12483.0	6527.0	4480.0	6806.0	873.0	5039.0	3389.0	4127.0	2228.0	1092.0	2177.0	9966.0	1997.0	890.0	1488.0	1717.0	10899.0	2020.0	1065.0	9179.0	1482.0	7720.0	8283.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales_incertae_sedis;g__Phocaeicola;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Barnesiella;Other	166.0	309.0	481.0	1131.0	169.0	11.0	104.0	195.0	170.0	264.0	52.0	109.0	67.0	1287.0	255.0	147.0	116.0	54.0	56.0	172.0	113.0	122.0	137.0	204.0	224.0	84.0	216.0	134.0	169.0	849.0	22.0	347.0	109.0	68.0	145.0	41.0	149.0	92.0	588.0	50.0	136.0	82.0	1970.0	17.0	14.0	74.0	346.0	236.0	280.0	217.0	11.0	257.0	390.0	418.0	129.0	997.0	577.0	92.0	217.0	999.0	16.0	542.0	77.0	149.0	1.0	91.0	205.0	100.0	775.0	378.0	155.0	66.0	1486.0	707.0	37.0	34.0	1258.0	172.0	523.0	30.0	799.0	91.0	189.0	54.0	459.0	102.0	19.0	238.0	8.0	171.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Butyricimonas;Other	0.0	0.0	0.0	0.0	9.0	0.0	9.0	0.0	0.0	0.0	0.0	18.0	0.0	136.0	52.0	1.0	1.0	4.0	6.0	10.0	1.0	1.0	0.0	4.0	0.0	5.0	1.0	0.0	10.0	88.0	57.0	8.0	0.0	3.0	0.0	0.0	17.0	14.0	0.0	0.0	0.0	1.0	41.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	20.0	0.0	20.0	55.0	0.0	0.0	0.0	0.0	6.0	0.0	1.0	0.0	0.0	11.0	0.0	129.0	84.0	0.0	0.0	8.0	35.0	0.0	50.0	4.0	6.0	0.0	20.0	0.0	7.0	0.0	10.0	1.0	3.0	248.0	0.0	127.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Dysgonomonas;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter;Other	92.0	8.0	89.0	0.0	40.0	24.0	0.0	3.0	0.0	0.0	41.0	56.0	0.0	58.0	80.0	37.0	7.0	12.0	56.0	0.0	66.0	6.0	9.0	0.0	5.0	15.0	1.0	0.0	1.0	493.0	86.0	24.0	0.0	0.0	7.0	0.0	425.0	0.0	1.0	10.0	0.0	134.0	216.0	1.0	108.0	1.0	28.0	0.0	0.0	0.0	67.0	1.0	1.0	153.0	27.0	13.0	49.0	0.0	32.0	10.0	0.0	33.0	0.0	1.0	395.0	50.0	170.0	1.0	82.0	85.0	44.0	0.0	46.0	24.0	3.0	743.0	11.0	44.0	67.0	95.0	15.0	6.0	14.0	25.0	206.0	2.0	100.0	1.0	0.0	83.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Paludibacter;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;Other	146.0	62.0	169.0	404.0	18.0	1422.0	42.0	289.0	87.0	165.0	31.0	123.0	1663.0	729.0	819.0	328.0	41.0	172.0	25.0	918.0	216.0	82.0	1521.0	64.0	41.0	387.0	57.0	25.0	74.0	504.0	37.0	238.0	54.0	88.0	121.0	1004.0	569.0	46.0	1842.0	51.0	154.0	369.0	344.0	109.0	72.0	323.0	336.0	141.0	123.0	68.0	281.0	102.0	210.0	288.0	293.0	330.0	345.0	41.0	83.0	247.0	7.0	205.0	21.0	64.0	2141.0	569.0	86.0	21.0	143.0	1058.0	713.0	211.0	335.0	223.0	87.0	126.0	179.0	153.0	144.0	41.0	258.0	35.0	76.0	22.0	173.0	67.0	736.0	123.0	28.0	1020.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;Other	106.0	0.0	1.0	3.0	16.0	0.0	1.0	0.0	0.0	48.0	11.0	0.0	0.0	3.0	2.0	14.0	0.0	3.0	0.0	0.0	0.0	0.0	3.0	25.0	6.0	0.0	26.0	0.0	7.0	0.0	15.0	70.0	3.0	1.0	28.0	1.0	2921.0	4.0	0.0	13.0	20.0	239.0	0.0	7395.0	0.0	22.0	1.0	87.0	0.0	2.0	0.0	4.0	3.0	2.0	0.0	0.0	4.0	1.0	0.0	34.0	0.0	0.0	0.0	20.0	0.0	5.0	0.0	0.0	7.0	1.0	42.0	0.0	2.0	5.0	2.0	0.0	94.0	185.0	52.0	2.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0	112.0	0.0	9.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__unassigned;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	163.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Incertae_sedis;Other	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3432.0	0.0	69.0	2.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella;Other	0.0	1.0	0.0	7.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	834.0	1.0	44.0	0.0	1.0	0.0	545.0	0.0	0.0	4.0	2.0	0.0	13.0	516.0	4.0	0.0	0.0	0.0	4.0	0.0	5.0	5.0	0.0	0.0	605.0	0.0	1.0	0.0	4.0	4.0	0.0	0.0	2.0	7.0	209.0	3.0	0.0	7.0	1.0	2.0	719.0	1.0	1.0	3175.0	566.0	0.0	7.0	18.0	0.0	1063.0	4.0	1.0	0.0	0.0	0.0	4.0	0.0	1319.0	1.0	2.0	0.0	1.0	363.0	0.0	846.0	0.0	0.0	0.0	1.0	0.0	9.0	0.0	20.0	176.0	0.0	0.0	0.0	2.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;Other	2.0	4.0	4.0	3.0	0.0	1.0	17.0	4.0	1.0	13.0	23.0	3.0	1.0	76.0	0.0	817.0	0.0	3.0	1873.0	2693.0	0.0	11.0	5.0	3.0	2.0	9734.0	4.0	2.0	2.0	0.0	1.0	1286.0	38.0	5.0	3.0	7445.0	742.0	0.0	38.0	371.0	24.0	1967.0	12.0	1.0	3.0	13.0	7.0	8.0	15.0	11.0	0.0	1.0	11.0	1.0	0.0	562.0	4808.0	2.0	7.0	31.0	2.0	5.0	4.0	7.0	4398.0	26.0	2.0	3.0	24.0	2952.0	0.0	1.0	1.0	1.0	0.0	13.0	23.0	0.0	42.0	1.0	9.0	10.0	0.0	2.0	2.0	0.0	2.0	4.0	9.0	35.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__unassigned;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;Other	735.0	141.0	76.0	48.0	660.0	813.0	162.0	103.0	27.0	12.0	1992.0	819.0	960.0	1806.0	893.0	44.0	311.0	538.0	326.0	32.0	354.0	69.0	609.0	10.0	27.0	548.0	6.0	6.0	1858.0	2754.0	759.0	1300.0	860.0	90.0	619.0	121.0	544.0	5.0	1050.0	69.0	18.0	470.0	2168.0	2032.0	425.0	11.0	353.0	14.0	9.0	995.0	77.0	120.0	319.0	2966.0	661.0	567.0	869.0	5.0	12.0	4373.0	1.0	1222.0	3.0	101.0	171.0	2704.0	364.0	5.0	2979.0	1057.0	1246.0	29.0	484.0	597.0	213.0	743.0	284.0	45.0	888.0	2106.0	1603.0	340.0	121.0	631.0	23.0	246.0	3672.0	32.0	2113.0	411.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenella;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	171.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
