kegglevel3	SAMN03939862	SAMN03939860	SAMN03939859	SAMN03939858	SAMN03939857	SAMN03939856	SAMN03939855	SAMN03939854	SAMN03939853	SAMN03939852	SAMN03939851	SAMN03939850	SAMN03939849	SAMN03939848	SAMN03939847	SAMN03939846	SAMN03939845	SAMN03939844	SAMN03939843	SAMN03939842	SAMN03939841	SAMN03939840	SAMN03939839	SAMN03939838	SAMN03939837	SAMN03939836	SAMN03939835	SAMN03939834	SAMN03939833	SAMN03939832	SAMN03939831	SAMN03939830	SAMN03939829	SAMN03939828	SAMN03939827	SAMN03939826	SAMN03939825	SAMN03939824	SAMN03939823	SAMN03939822	SAMN03939821	SAMN03939820	SAMN03939819	SAMN03939818	SAMN03939817	SAMN03939816	SAMN03939815	SAMN03939814	SAMN03939813	SAMN03939812	SAMN03939811	SAMN03939810	SAMN03939809	SAMN03939808	SAMN03939807	SAMN03939806	SAMN03939805	SAMN03939804	SAMN03939803	SAMN03939802	SAMN03939801	SAMN03939800	SAMN03939799	SAMN03939798	SAMN03939797	SAMN03939796	SAMN03939795	SAMN03939794	SAMN03939793	SAMN03939792	SAMN03939791	SAMN03939790	SAMN03939789	SAMN03939788	SAMN03939787	SAMN03939786	SAMN03939785	SAMN03939784	SAMN03939783	SAMN03939782	SAMN03939781	SAMN03939780	SAMN03939779	SAMN03939778	SAMN03939777	SAMN03939776	SAMN03939775	SAMN03939774	SAMN03939773	SAMN03939772	SAMN03939771	SAMN03939770	SAMN03939769	SAMN03939768	SAMN03939767	SAMN03939766	SAMN03939765	SAMN03939764	SAMN03939763	SAMN03939762	SAMN03939761	SAMN03939760	SAMN03939759	SAMN03939758	SAMN03939757	SAMN03939756	SAMN03939755	SAMN03939754	SAMN03939753	SAMN03939752	SAMN03939751	SAMN03939750	SAMN03939749	SAMN03939748	SAMN03939747	SAMN03939746	SAMN03939745	SAMN03939744	SAMN03939743	SAMN03939742	SAMN03939741	SAMN03939740	SAMN03939739	SAMN03939738	SAMN03939737	SAMN03939736	SAMN03939735	SAMN03939734	SAMN03939733	SAMN03939732	SAMN03939731	SAMN03939730	SAMN03939729	SAMN03939728	SAMN03939727	SAMN03939726	SAMN03939725	SAMN03939724	SAMN03939723	SAMN03939722	SAMN03939721	SAMN03939720	SAMN03939719	SAMN03939718	SAMN03939717	SAMN03939716	SAMN03939715	SAMN03939714	SAMN03939713	SAMN03939712	SAMN03939711	SAMN03939710	SAMN03939709	SAMN03939708	SAMN03939707	SAMN03939706	SAMN03939705	SAMN03939704	SAMN03939703	SAMN03939702	SAMN03939701	SAMN03939700	SAMN03939699	SAMN03939698	SAMN03939697	SAMN03939696	SAMN03939695	SAMN03939694	SAMN03939693	SAMN03939692	SAMN03939691	SAMN03939690	SAMN03939689	SAMN03939688	SAMN03939687	SAMN03939686	SAMN03939685	SAMN03939684	SAMN03939683	SAMN03939682	SAMN03939681	SAMN03939680	SAMN03939679	SAMN03939678	SAMN03939677	SAMN03939676	SAMN03939675	SAMN03939674	SAMN03939673	SAMN03939672	SAMN03939671	SAMN03939670	SAMN03939669	SAMN03939668	SAMN03939667	SAMN03939666	SAMN03939665	SAMN03939664	SAMN03939663	SAMN03939662	SAMN03939661	SAMN03939660	SAMN03939659	SAMN03939658	SAMN03939657	SAMN03939656	SAMN03939655	SAMN03939654	SAMN03939653	SAMN03939652	SAMN03939651	SAMN03939650	SAMN03939649	SAMN03939648	SAMN03939647	SAMN03939646	SAMN03939645	SAMN03939644	SAMN03939643	SAMN03939642	SAMN03939641	SAMN03939640	SAMN03939639	SAMN03939638	SAMN03939637	SAMN03939636	SAMN03939635	SAMN03939634	SAMN03939633	SAMN03939632	SAMN03939631	SAMN03939630	SAMN03939629	SAMN03939628	SAMN03939627	SAMN03939626	SAMN03939625	SAMN03939624	SAMN03939623	SAMN03939622	SAMN03939621	SAMN03939620	SAMN03939619	SAMN03939618	SAMN03939617	SAMN03939616	SAMN03939615	SAMN03939614	SAMN03939613	SAMN03939612	SAMN03939611	SAMN03939610	SAMN03939609	SAMN03939608	SAMN03939607	SAMN03939606	SAMN03939605	SAMN03939604	SAMN03939603	SAMN03939602	SAMN03939601	SAMN03939600	SAMN03939599	SAMN03939598	SAMN03939597	SAMN03939596	SAMN03939595	SAMN03939594	SAMN03939593	SAMN03939592	SAMN03939591	SAMN03939590	SAMN03939589	SAMN03939588	SAMN03939587	SAMN03939586	SAMN03939585	SAMN03939584	SAMN03939583	SAMN03939582	SAMN03939581	SAMN03939580	SAMN03939579	SAMN03939578	SAMN03939577	SAMN03939576	SAMN03939575	SAMN03939574	SAMN03939573	SAMN03939572	SAMN03939571	SAMN03939570	SAMN03939569	SAMN03939568	SAMN03939567	SAMN03939566	SAMN03939565	SAMN03939564	SAMN03939563	SAMN03939562	SAMN03939561	SAMN03939560	SAMN03939559	SAMN03939558	SAMN03939557	SAMN03939556	SAMN03939555	SAMN03939554	SAMN03939553	SAMN03939552	SAMN03939551	SAMN03939550	SAMN03939549	SAMN03939548	SAMN03939547	SAMN03939546	SAMN03939545	SAMN03939544	SAMN03939543	SAMN03939542	SAMN03939541	SAMN03939540	SAMN03939539	SAMN03939538	SAMN03939537	SAMN03939536	SAMN03939535	SAMN03939534	SAMN03939533	SAMN03939532	SAMN03939531	SAMN03939530	SAMN03939529	SAMN03939528	SAMN03939527	SAMN03939526	SAMN03939525	SAMN03939524	SAMN03939523	SAMN03939522	SAMN03939521	SAMN03939520	SAMN03939519	SAMN03939518	SAMN03939517	SAMN03939516	SAMN03939515	SAMN03939514	SAMN03939513	SAMN03939512	SAMN03939511	SAMN03939510	SAMN03939509	SAMN03939508	SAMN03939507	SAMN03939506	SAMN03939505	SAMN03939504	SAMN03939503	SAMN03939502	SAMN03939501	SAMN03939500	SAMN03939499	SAMN03939498	SAMN03939497	SAMN03939496	SAMN03939495	SAMN03939494	SAMN03939493	SAMN03939492	SAMN03939491	SAMN03939490	SAMN03939489	SAMN03939488	SAMN03939487	SAMN03939486	SAMN03939485	SAMN03939484	SAMN03939483	SAMN03939482	SAMN03939481	SAMN03939480	SAMN03939479	SAMN03939478	SAMN03939477	SAMN03939476	SAMN03939475	SAMN03939474	SAMN03939473	SAMN03939472	SAMN03939471	SAMN03939470	SAMN03939469	SAMN03939468	SAMN03939467	SAMN03939466	SAMN03939465	SAMN03939464	SAMN03939463	SAMN03939462	SAMN03939461	SAMN03939460	SAMN03939459	SAMN03939458	SAMN03939457	SAMN03939456	SAMN03939455	SAMN03939454	SAMN03939453	SAMN03939452	SAMN03939451	SAMN03939450	SAMN03939449	SAMN03939448	SAMN03939447	SAMN03939446	SAMN03939445	SAMN03939444	SAMN03939443	SAMN03939442	SAMN03939441	SAMN03939440	SAMN03939439	SAMN03939438	SAMN03939437	SAMN03939436	SAMN03939435	SAMN03939434	SAMN03939433	SAMN03939432	SAMN03939431	SAMN03939430	SAMN03939429	SAMN03939428	SAMN03939427	SAMN03939426	SAMN03939425	SAMN03939424	SAMN03939423	SAMN03939422	SAMN03939421	SAMN03939420	SAMN03939419	SAMN03939418	SAMN03939417	SAMN03939416	SAMN03939415	SAMN03939414	SAMN03939413	SAMN03939412	SAMN03939411	SAMN03939410	SAMN03939409	SAMN03939408	SAMN03939407	SAMN03939406	SAMN03939405	SAMN03939404	SAMN03939403	SAMN03939402	SAMN03939401	SAMN03939400	SAMN03939399	SAMN03939398	SAMN03939397	SAMN03939396	SAMN03939395	SAMN03939394	SAMN03939393	SAMN03939392	SAMN03939391	SAMN03939390	SAMN03939389	SAMN03939388	SAMN03939387	SAMN03939386	SAMN03939385	SAMN03939384	SAMN03939383	SAMN03939382	SAMN03939381	SAMN03939380	SAMN03939379	SAMN03939378	SAMN03939377	SAMN03939376	SAMN03939375	SAMN03939374	SAMN03939373	SAMN03939372	SAMN03939371	SAMN03490751	SAMN03490750	SAMN03490747
Cellular_Processes;Cell_Growth_and_Death;Apoptosis	0.00011642559845	7.64978664745e-07	5.18712064448e-05	5.19748218563e-06	2.11846820882e-06	4.79720948243e-06	2.49704196567e-06	1.40002462509e-05	1.34643504393e-05	2.9509139266e-05	3.04548488783e-06	5.58748772679e-06	1.14320467708e-06	3.46261586778e-06	3.82686131359e-07	1.66190159365e-05	3.83349667224e-05	4.10674104431e-05	1.72637030643e-05	2.05862859881e-05	2.11064254424e-05	9.28770681022e-06	4.47444768062e-05	3.67021885534e-05	2.30779749e-06	2.29826456128e-05	1.10663454119e-05	1.33397465753e-06	9.39368012372e-06	2.14028497894e-05	1.72987169349e-06	6.90722219152e-06	7.08122451596e-06	4.17677010751e-05	3.80474794496e-06	3.57387260865e-05	2.09863268357e-05	1.4173703719e-05	1.16154383889e-06	2.62931965782e-05	4.8929343139e-05	1.59945009382e-05	6.89515023862e-06	9.39212085398e-06	1.33732084199e-05	1.45029818696e-05	4.03798008699e-06	2.12631715683e-06	3.86626362157e-06	4.77544975663e-06	8.84668294585e-06	1.91604283505e-07	1.46463793389e-05	2.27712064925e-05	1.44018286866e-05	4.35323182985e-05	2.37794524819e-05	7.11144733522e-06	1.16369663306e-05	5.40379989881e-05	2.11642003319e-06	1.94838536159e-05	2.54973077335e-05	1.7518457218e-05	3.18209540983e-05	2.12019950692e-06	1.73036193019e-06	4.02465002314e-06	2.30755385446e-06	2.25082164527e-05	2.07902111294e-05	6.91570239043e-06	4.23123954932e-06	5.75391429199e-06	1.31709677512e-05	9.652017735e-06	3.44776332101e-06	1.53879208284e-06	4.37079465418e-06	1.91424122732e-07	3.8449378443e-05	1.38690591307e-05	6.72963295813e-06	9.60187551514e-06	6.49432532291e-05	2.67360990427e-06	3.61976536681e-05	2.53961901132e-05	2.02479495131e-05	9.63621366184e-07	1.93593251761e-05	1.50129206136e-05	1.4300622344e-05	2.09026048826e-05	1.03935478395e-05	7.64298398909e-07	4.02387267854e-06	2.18227927968e-05	9.57089467958e-07	7.03120486727e-06	1.50950520139e-05	6.17478165972e-05	1.57964653981e-05	4.40919981458e-06	7.05672020047e-06	1.68152619904e-05	1.96054574674e-05	2.97523730834e-05	3.87184052973e-07	6.54118493565e-06	8.61490842448e-06	3.04338613228e-05	1.25808294465e-05	4.22296567746e-05	1.14130627068e-05	5.34256732493e-06	1.65658592873e-05	4.47047252895e-05	1.61993225634e-05	1.5803927714e-05	0.0	2.37134542681e-05	4.83212365366e-05	3.75125397031e-05	5.90199077957e-06	1.61138559018e-05	3.10449797681e-05	1.35789919607e-05	1.54556579107e-06	1.62106545958e-05	1.9297712304e-05	4.19102301919e-06	4.41358686256e-06	2.55979802811e-05	3.58687653456e-05	2.87848863227e-06	2.10303414295e-06	8.79237494662e-06	3.07432409063e-06	1.01780036825e-05	3.42250479436e-06	2.67324386495e-06	2.88994303601e-05	3.10776904128e-05	4.52712723405e-05	2.16726822745e-05	1.4579583327e-05	2.7962136604e-05	3.44281023593e-06	1.3199148368e-05	3.75189157867e-05	2.09681090311e-05	7.49614092899e-06	2.66771749329e-06	1.81083450879e-05	1.70166748117e-05	2.03187046327e-05	1.15835259095e-06	3.10811333897e-05	1.34198954935e-06	4.57569538703e-05	7.69548503969e-07	2.8876424113e-06	9.00846680878e-06	3.84543208813e-07	1.14252222063e-05	3.06218712436e-05	3.84390146774e-07	1.1693901956e-05	4.76432929437e-05	1.21358849256e-05	2.69362808808e-06	1.26860159163e-05	7.64162023746e-07	9.51092900852e-06	2.35106841724e-05	1.35274405097e-06	1.60117633088e-05	5.55655509679e-06	3.78206744069e-05	1.91825803755e-07	1.25104703013e-05	3.58411398019e-05	7.29221458224e-06	1.61955662256e-05	1.03172398403e-05	1.53021661364e-05	1.42374142701e-05	7.43511574664e-06	2.85939528204e-05	1.5369748109e-06	5.78238012403e-07	3.25879260584e-06	2.55495878413e-05	3.08192231052e-06	2.95799099359e-05	4.78916285242e-06	2.02764366955e-05	9.562685026e-06	5.97142346407e-06	1.94471614846e-05	1.40766006759e-05	1.18330275832e-05	1.53442158348e-06	3.81830591312e-06	1.53638918582e-06	6.33257777365e-06	1.53228172838e-05	6.17299311653e-06	4.83410698382e-06	2.43861178856e-05	1.70267603279e-05	9.76719788094e-06	4.40777431736e-06	2.91810147936e-05	1.53061829709e-06	5.43170959125e-05	2.21236490747e-05	3.00416095306e-05	2.57524090902e-05	8.22313849658e-06	2.02664565521e-05	6.16097274058e-06	5.1073214024e-05	1.48903952369e-05	1.88151486522e-05	2.55212719802e-05	2.22082476876e-05	1.31720036507e-05	1.03709835245e-05	5.55412938068e-05	2.48815570377e-05	2.50895261843e-06	1.51417372019e-05	4.12651083542e-05	3.0346319788e-05	1.31717672904e-05	3.65916601829e-06	1.89925543432e-05	4.04366853933e-06	6.55164715326e-05	1.06507898892e-05	1.36053952482e-05	1.73876353048e-06	8.75192922962e-06	3.43079654519e-06	6.6593451923e-06	7.7127063173e-07	2.64890594426e-05	1.77530550049e-05	5.40814915366e-06	4.62430329572e-06	1.90174989517e-06	1.5398832653e-06	1.26682842402e-05	2.11070858406e-06	1.77144510492e-05	5.38488877128e-06	1.22647491753e-05	2.60640109279e-05	2.22377716219e-05	2.69615489795e-06	3.47274474169e-06	1.15622575539e-06	1.15337947876e-06	2.8997963763e-06	1.16219741428e-05	7.8566171208e-06	1.63098643979e-05	2.12824703637e-05	6.33618303007e-05	1.43602343284e-05	2.04874127825e-05	7.3096926332e-06	7.60880254758e-07	2.56985288449e-05	4.06328606377e-05	3.49159479642e-05	8.57233805568e-06	3.01567980626e-05	4.53799249086e-05	1.93480257081e-06	3.08466677694e-06	3.87473073043e-06	2.12877831541e-06	1.15642676465e-06	3.59992618257e-06	5.05110915034e-05	1.01181668249e-05	1.49027139371e-05	1.70026472549e-05	1.79411944904e-05	9.79691381847e-06	3.3025445523e-06	1.72475183696e-05	7.51139420721e-06	4.83362988477e-05	5.75364282306e-07	2.54792786414e-05	6.90358359271e-06	4.63455026324e-06	1.33341994213e-05	5.51271714937e-05	3.44349982017e-06	2.0996870321e-06	3.41161537524e-05	7.64401077423e-07	2.7494088297e-05	3.08845370003e-06	2.50478124204e-06	3.49273501574e-05	7.43863838585e-06	1.53668932195e-06	3.25881384543e-06	1.69746905457e-05	1.8162647464e-05	1.20214003825e-05	3.63139297176e-06	1.15190253983e-06	1.46175128435e-05	3.30217013659e-05	4.04962526503e-06	4.43470010148e-06	7.70711424448e-07	8.9504817454e-06	8.01326844621e-06	1.73142783928e-06	1.15776384859e-06	3.8593543223e-07	7.28797542889e-05	5.74031613452e-07	1.04288779493e-05	1.90844174396e-05	1.38502529883e-05	3.28716795978e-06	2.69556310313e-06	3.84169600122e-06	3.8269565076e-06	5.53295374375e-05	4.6207001978e-06	7.7860144949e-06	7.61094522422e-06	4.83353125033e-06	4.70796743757e-05	2.52663445973e-05	7.64653582297e-07	5.36529824735e-06	7.251724336e-06	1.8651862417e-05	4.0899702136e-05	1.16120140562e-05	1.68077563211e-05	2.10955170492e-06	1.86167272638e-05	3.61618979591e-05	9.53210336155e-06	1.54492347801e-06	4.83487383073e-05	8.84641753745e-06	8.24019991108e-06	5.18942456777e-06	2.5353297244e-05	6.87092134475e-06	1.43304169979e-05	1.012356286e-05	2.11745140497e-05	2.3037387376e-06	1.17372066372e-05	2.64404741582e-05	3.19655767107e-05	9.11104138634e-06	1.73587805341e-06	3.50233670929e-05	1.93682015934e-05	3.50410516451e-05	3.8340875303e-06	3.28490721846e-05	1.34591441046e-05	1.62148571586e-05	1.7386392482e-06	5.3218472664e-05	7.64324832704e-06	7.72477700983e-07	1.63775926348e-05	3.94783718889e-05	1.79729942377e-05	3.70216784828e-05	6.70639663776e-06	1.54104961274e-06	1.74018497006e-06	1.3422484195e-06	3.63017739722e-06	3.0813804122e-06	2.87606228599e-05	1.34649150479e-06	4.37764288293e-06	3.30766420211e-05	1.15529805246e-05	3.5333626244e-05	3.64074708893e-05	3.98824114577e-06	1.81919290645e-05	3.07989555137e-05	1.33466163944e-05	2.25089592334e-05	1.14643993142e-06	4.01821975644e-06	6.61600008872e-05	5.56776838084e-06	4.39013319473e-06	7.94662140877e-06	4.25853487817e-06	1.78990989708e-05	1.28404319521e-05	3.28852497559e-05	1.33889728037e-05	4.02754537068e-05	1.44145889478e-05	1.94609990132e-05	7.26166313871e-06	2.16350052087e-05	3.53011733919e-05	7.06380794995e-06	2.66359769477e-05	4.25086930277e-06	3.45551257922e-06	4.97733493961e-06	2.62170048469e-05	1.52832901103e-06	1.3041740474e-05	3.99627547126e-05	1.67761437136e-05	3.99789900888e-05	1.51510990702e-05	1.12258302167e-05	2.89690774411e-06	2.22031113832e-05	7.33312839169e-06	2.89440205391e-05	1.13015107055e-05	1.72087486219e-06	1.79891911753e-05	1.54991679243e-05	1.35736094904e-06	1.05295643364e-05	6.54630325442e-06	1.75954851515e-05	2.12828047592e-05	9.61449157703e-07	7.29659586921e-06	1.73213028545e-06	1.98454421698e-05	2.57760992552e-05	6.30042367485e-06	2.14427238998e-05	1.0735134331e-05	3.21951552197e-05	2.69602336554e-05	3.85043449265e-06	1.67875497427e-05	3.5524548609e-05	9.80518821347e-06	2.29760097908e-06	2.52494156703e-06	1.7327512316e-06	1.03393449604e-05	2.20891834455e-05	5.73142431052e-07	1.16746053983e-05	9.23162848234e-06	2.44849437839e-05	1.6833525803e-05	2.27554823981e-05	2.20180521223e-05	1.7628452015e-05	9.63210743576e-07	1.14171455842e-05	2.03464177279e-05	1.35468985997e-05	2.06776407501e-05	2.30779172026e-06	4.07689250023e-05	2.92607277143e-05	6.3172306486e-06	5.52976376277e-06	2.88165574214e-05	1.1515368795e-06	4.20564696041e-06	1.10817360189e-05	1.20192032527e-05	3.67211389061e-05	8.67031593085e-05	6.86119337149e-05	8.17243389755e-05
Cellular_Processes;Cell_Growth_and_Death;Cell_cycle	0.0	5.35485065322e-05	0.0	5.77498020626e-07	0.0	0.0	1.47901716428e-05	0.0	0.0	5.71144630955e-07	2.91224492399e-05	1.92671990579e-07	1.21941832222e-05	0.0	0.0	1.91023171684e-07	4.02517150585e-06	0.0	2.47446410588e-05	0.0	2.3198053189e-05	1.89545036943e-07	3.24207861605e-05	1.95871783472e-05	7.6926583e-07	2.68130865482e-05	0.0	1.06717972602e-05	0.0	0.0	0.0	1.91867283098e-07	7.6553778551e-06	0.0	2.28284876698e-06	7.5637515527e-06	0.0	2.08774825051e-05	0.0	0.0	0.0	5.71232176366e-07	0.0	1.91675935795e-07	0.0	1.11126744195e-05	0.0	0.0	3.86626362157e-06	0.0	0.0	8.04737990723e-06	0.0	8.91872254291e-06	5.72232659814e-05	9.46354745619e-07	1.9176977808e-07	5.38163582124e-06	1.37354356689e-05	3.80549288649e-07	3.88651678821e-05	3.99227980953e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.90735881921e-06	2.42049583665e-05	0.0	0.0	1.90883590597e-07	2.54813268204e-05	2.49005128739e-05	1.92349010355e-07	0.0	0.0	5.38671985117e-05	0.0	2.26884768303e-05	0.0	1.66618259013e-05	0.0	1.90513966674e-07	1.37483134447e-05	1.91018391633e-07	3.08358837179e-05	9.20047137082e-06	1.90036969792e-07	1.90674964587e-07	5.70071042253e-06	0.0	0.0	2.68258178569e-06	1.91428006989e-07	0.0	0.0	2.29291929325e-06	1.61494289562e-05	0.0	0.0	0.0	0.0	8.7455717134e-05	9.47527805203e-07	0.0	0.0	2.39303011791e-05	9.70079329664e-06	0.0	0.0	0.0	0.0	0.0	1.52836667656e-05	0.0	1.90408767638e-06	0.0	0.0	3.61458068581e-06	5.55109804698e-05	0.0	0.0	2.77871732492e-05	0.0	7.34143750756e-06	0.0	4.33720860693e-05	0.0	4.41358686256e-06	0.0	0.0	1.516004013e-05	0.0	0.0	1.92145255665e-07	1.20983817358e-05	3.80278310484e-07	3.81891980708e-06	0.0	0.0	1.91018026753e-06	1.15076189068e-06	0.0	5.89677710696e-06	0.0	1.91292005333e-07	0.0	3.8123834602e-07	1.92208741769e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08221841104e-05	0.0	0.0	1.9166950657e-07	0.0	4.76050925262e-06	3.80395916069e-07	1.92195073387e-07	3.83406621509e-07	1.45417279667e-05	8.57217268555e-05	1.50073564907e-05	0.0	9.55202529682e-07	0.0	0.0	1.93249150139e-07	1.90616229866e-07	0.0	9.64427197376e-06	0.0	0.0	1.91663849208e-07	2.45632491191e-05	0.0	6.87815989353e-06	0.0	5.29093097875e-05	1.90643993504e-07	0.0	0.0	0.0	3.06709892314e-06	0.0	0.0	1.29769927461e-05	1.91566514097e-06	0.0	0.0	1.54101250686e-06	3.46583075963e-05	0.0	0.0	0.0	1.73732919047e-05	4.225070261e-05	0.0	0.0	0.0	0.0	0.0	2.1618246259e-05	0.0	0.0	1.39229678427e-05	1.9706710575e-05	1.15159920662e-06	2.02164379476e-05	4.75341922952e-06	0.0	0.0	0.0	1.02041111016e-05	0.0	0.0	7.87164382386e-06	3.26211747115e-06	2.29675040188e-05	0.0	3.24573373268e-05	1.45056299976e-05	0.0	0.0	1.91667559518e-07	0.0	0.0	1.2599081756e-05	0.0	3.702588877e-05	0.0	0.0	0.0	3.83250570373e-07	0.0	0.0	1.90599808066e-07	1.90267005494e-07	0.0	0.0	0.0	3.5925562235e-05	0.0	4.37402475888e-06	0.0	3.83887401219e-07	0.0	0.0	5.76952368351e-07	0.0	0.0	1.62949188609e-05	0.0	1.92930263427e-07	0.0	1.92229913127e-07	0.0	0.0	5.74874423473e-07	0.0	0.0	2.41650223669e-05	1.58919926568e-05	0.0	0.0	0.0	5.71078418775e-07	0.0	0.0	3.42893522227e-06	3.84163032644e-07	0.0	5.41744719827e-06	0.0	0.0	0.0	2.91034069103e-05	9.47348995412e-07	1.87773574362e-07	0.0	2.77037630881e-05	0.0	0.0	0.0	0.0	1.91639092995e-07	0.0	0.0	0.0	1.91573523619e-07	0.0	1.93106260968e-07	1.33341994213e-05	1.53131031927e-05	0.0	0.0	0.0	7.64401077423e-07	9.48072010241e-07	3.3007848919e-05	0.000104044759285	1.66048058125e-05	2.1171509252e-05	1.90165303591e-05	0.0	3.14699319105e-05	0.0	1.90815879087e-07	1.91125945882e-07	0.0	2.46789177877e-06	1.22161207365e-05	0.0	0.0	0.0	1.27591973817e-05	7.63168423449e-07	1.11580905198e-05	0.0	4.22599298292e-05	0.0	1.18633200113e-05	0.0	0.0	3.21248923479e-05	0.0	3.65826421139e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.91163395574e-05	0.0	2.32818518156e-05	7.04202968806e-06	1.97840419635e-05	1.33252620318e-05	2.67396123291e-06	8.30396262028e-05	0.0	0.0	2.28770480677e-06	7.72461739004e-07	3.80698726829e-07	0.0	1.91632556072e-07	9.61004549588e-07	0.0	0.0	3.82144453278e-07	0.0	0.0	5.95132507213e-06	0.0	5.03901790116e-05	0.0	1.89813362215e-07	0.0	0.0	6.1364599108e-06	7.4677651047e-06	7.6681750606e-07	0.0	5.87652770764e-06	0.0	0.0	8.55296882101e-06	1.96813644421e-05	0.0	0.0	2.72132466419e-05	1.72081859723e-06	0.0	1.43708499381e-05	7.51261686213e-06	1.93353885562e-07	0.0	0.0	0.0	7.99964344446e-06	0.0	3.80664598516e-06	3.82388925099e-07	8.95355990654e-05	0.0	1.90615030834e-07	2.65882743051e-06	0.0	6.12153153067e-06	1.0867959064e-05	0.0	0.0	1.43507848444e-05	2.71523703063e-05	0.0	0.0	8.51423722368e-06	0.0	1.99936743823e-05	0.0	0.0	7.65084160214e-06	3.60959254919e-06	4.38203504014e-05	6.48699967107e-06	9.74591631774e-06	0.0	0.0	0.0	0.0	9.91225432874e-05	0.0	8.42318220549e-05	1.55005649095e-05	0.0	0.0	5.51866612698e-06	1.86825236811e-05	0.0	0.0	1.6553342862e-05	0.0	3.54101345336e-05	0.0	1.91682255226e-07	5.7465308672e-07	4.01537467844e-06	0.0	6.08485851843e-05	0.0	0.0	1.5595604812e-05	0.0	0.0	0.0	1.92015680769e-07	0.0	0.0	3.81868137114e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.17226677495e-05	1.57002733571e-05	8.60422395532e-05	0.0	0.0	0.0	0.0	1.51195709257e-05	0.0	0.0	5.7387019783e-07	5.08651959486e-05	0.0	1.91613608858e-07	3.27491652816e-06	6.85028735053e-06	6.46521684813e-06	1.20204874899e-05	1.91459636575e-07	0.0	9.61531250054e-07	0.0	6.89152434393e-06	7.24589734432e-06	3.81676257237e-07	0.0	4.11006407494e-05	1.91064414119e-07	3.81562008023e-07	1.20491237036e-05	0.0	1.87464299767e-07	0.0
