genus	MMRS11288076ST	MMRS11664448ST	MMRS11932626ST	MMRS12272136ST	MMRS14379078ST	MMRS14602194ST	MMRS15137911ST	MMRS16644320ST	MMRS17603756ST	MMRS17963147ST	MMRS18295921ST	MMRS20257302ST	MMRS21365932ST	MMRS24340226ST	MMRS25211151ST	MMRS25641480ST	MMRS29805707ST	MMRS31306426ST	MMRS32573774ST	MMRS33294861ST	MMRS34525504ST	MMRS34569532ST	MMRS35808664ST	MMRS36405092ST	MMRS38861560ST	MMRS38954404ST	MMRS39415781ST	MMRS39582183ST	MMRS40913371ST	MMRS41266697ST	MMRS41711735ST	MMRS42570301ST	MMRS42780924ST	MMRS43563715ST	MMRS43939546ST	MMRS44197125ST	MMRS44203591ST	MMRS44587603ST	MMRS47662059ST	MMRS47685461ST	MMRS48639115ST	MMRS51307502ST	MMRS51410669ST	MMRS51728985ST	MMRS51737257ST	MMRS54246132ST	MMRS54316675ST	MMRS55294627ST	MMRS56137463ST	MMRS57276462ST	MMRS57569834ST	MMRS59699117ST	MMRS61683006ST	MMRS62192467ST	MMRS62376181ST	MMRS62666492ST	MMRS64281211ST	MMRS64281551ST	MMRS65205033ST	MMRS65742083ST	MMRS65862658ST	MMRS65945127ST	MMRS66868025ST	MMRS67096717ST	MMRS67690541ST	MMRS68630931ST	MMRS68910755ST	MMRS71238091ST	MMRS71762412ST	MMRS72802364ST	MMRS72980899ST	MMRS73787048ST	MMRS77018926ST	MMRS77321055ST	MMRS77487595ST	MMRS78791111ST	MMRS79893829ST	MMRS80093644ST	MMRS81130264ST	MMRS81135225ST	MMRS81671217ST	MMRS84085284ST	MMRS84159866ST	MMRS84954772ST	MMRS85382779ST	MMRS85438660ST	MMRS85548821ST	MMRS86168210ST	MMRS95277876ST
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium	0	0	0	0	0	0	0.18088	0	0.16218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92437	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08637	0	0.98842	0	0	0	0	0	0	0	0	0	0.09222	0	0	0	0	0	0	0	0.24347	0	0	0	0	0	0	0	0	0	0	0	0	0.13536	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Burkholderiales_noname	0	0.65332	0.24562	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11149	0	0	0.02826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14367	0.09811	0	0	0	0	0	0	0	0	0	0	0.05867	0.58143	0	0	0	0	0	0	0	0	0.14525	0	0	0	0	0.00865	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella	0.14685	0.14116	0.02259	0	0	0	0	0	0	0	0	0	0	0	0.0787	0	0.27595	0	0	0.34193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03168	0.107	0	0.07818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella	0	0	0	1.0255	0	0	0	2.18196	0	0	0	0	0	0	0	0.02256	0	0.11189	0.30443	0	0	0	0.02737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32662	0.9323	0	3.21115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29859	0	0	0	0.32603	0	0	3.63542	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterellaceae_unclassified	0	0	0	0	0	0	0	0	0.60306	0	1.66947	0	0	0	0	0	0	0.18632	0.02428	0	0.10344	0	0.5677	0	0.52696	0	0	0.86331	0	0.09173	0	0.20995	0.14856	0	0	0	0	0.4187	0	0	0	0	0.20153	7.65955	0.10354	0.52353	0	0.07973	0	0.10932	0	0	0	0.24762	0.64085	0	0.25967	0	0.33764	0	0.20185	0	0	0	0	0.31161	0	0.49902	0	0	0	0	0.3639	0	0	0.08324	0.52242	0	0	0.65469	0	0	0	0	0.32935	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	0.18921	0	0.56765	0.24402	0.25663	0.135	0.92656	0	0	0.09272	0	0	0.44906	0.49965	0.08057	0.5357	0.38984	0.24444	0.3488	0	0	0	0	0	0	0	0.30528	0	0.0452	0	0.24027	0.2185	0.25057	0.15552	0.18211	0.14703	0.23087	0.44299	0	0.54227	0.23592	1.01569	0	0	0	0	0	0.10636	0.22692	0	0	0.33512	0	0	0.20286	0.13351	0.06549	0.21372	0.23865	0	0.34423	0	0	0.1033	0	0.30006	0.43263	0.35447	0.06138	0.4395	0.52008	0.56559	0	0	0.02894	0.07049	0.0252	0.75978	0	0	0	0	0	0.084	0	0.94084	0.27094	0.67579	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio	0	0	0	0	0	0	0	0	0	0	0	0.49303	0	0	0	0	0	0	0.0759	0	0.18595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40498	0	0	0	0.40526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2988	0	0.01712	0	0	0	0	0	0	0	0.16328	0	0	0	0	2.78159	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinatimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11255	0	0	0	0	0	0	0	0.0368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.89328	0	0	0	0	0	0	0	0	0	0	0.6705	0	0	0	0	0	0	0	0	0	0.11199	0	0	0	20.29261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10601	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia	0	0	0.18083	0	0	1.55632	1.75704	1.05624	0	0	0	0.66301	0	0	0.89916	0	0	0.1216	0.17045	0.80416	0.49469	0	13.86485	0	0	0	0	0	0	9.30763	41.19573	0	0	0	0.49547	0	0.32791	0	4.08223	0.83771	0	0	0	56.04984	0	0	2.61623	0	1.08185	0	0	0	0	0	0	0	3.90517	1.11811	0.16525	2.15625	0	3.49605	0	0.41402	0	0	0	0	0.54116	0	0.42336	1.05158	0	0.34399	3.03269	0	0	2.29811	0	0.13475	0.69695	0	0	0	4.01115	0	0.1584	1.20127	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella	0	0	0	0	0	0	0	0	0	0.12753	0	0	0	0	0	0	0	0	0	0	0	0	2.79462	0	0	0	0	0	0	0.39632	0	0	0	0	0	0	0	1.78563	14.08676	0	0	0	0	0	0	0.0665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58051	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Proteus	0	0	0	0	0	0	0	0.20045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	0	0	0	0	0.26674	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16995	0	0.37594	0	0.19369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.278	0	0	0	0	0	0	0	0	0	0.08809	0	0.02754	0	0.10225	0.6086	0.24911	0.69114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01261	0	0	0	0.11398
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia	0.90116	0	4.20446	0	0	0	6.32326	0.25495	0	0	0	3.23717	1.45702	0	8.8942	0.61111	0.08186	0	1.16072	0.37085	0	0	0.43669	0	0	0	0	0.38093	1.95383	2.06006	0.66133	2.87911	3.02375	0.2105	0	0	0.60529	0	0	0	0	14.01098	0	0	0.07874	0.23277	0	0	0.09425	0	3.73369	0	0	0	0	1.1786	0.6765	0.05888	0.36754	0	0.03783	6.04595	0	4.05609	0	0.02944	0	4.59597	3.55364	7.63157	9.32299	0	0	0	4.47752	0	4.77448	1.29958	0	0	0	0	0	0.00729	0	0	2.60721	1.78748	4.80526
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__C2likevirus	0	0	0	0	0	0	0	0	0	0	0	0.36005	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0581	0	0.07513	0	0	0	0	0	0	0.21524	0	0	0.26573	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.33718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Retroviridae|g__Gammaretrovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
