genus	MMRS11288076ST	MMRS11664448ST	MMRS11932626ST	MMRS12272136ST	MMRS14379078ST	MMRS14602194ST	MMRS15137911ST	MMRS16644320ST	MMRS17603756ST	MMRS17963147ST	MMRS18295921ST	MMRS20257302ST	MMRS21365932ST	MMRS24340226ST	MMRS25211151ST	MMRS25641480ST	MMRS29805707ST	MMRS31306426ST	MMRS32573774ST	MMRS33294861ST	MMRS34525504ST	MMRS34569532ST	MMRS35808664ST	MMRS36405092ST	MMRS38861560ST	MMRS38954404ST	MMRS39415781ST	MMRS39582183ST	MMRS40913371ST	MMRS41266697ST	MMRS41711735ST	MMRS42570301ST	MMRS42780924ST	MMRS43563715ST	MMRS43939546ST	MMRS44197125ST	MMRS44203591ST	MMRS44587603ST	MMRS47662059ST	MMRS47685461ST	MMRS48639115ST	MMRS51307502ST	MMRS51410669ST	MMRS51728985ST	MMRS51737257ST	MMRS54246132ST	MMRS54316675ST	MMRS55294627ST	MMRS56137463ST	MMRS57276462ST	MMRS57569834ST	MMRS59699117ST	MMRS61683006ST	MMRS62192467ST	MMRS62376181ST	MMRS62666492ST	MMRS64281211ST	MMRS64281551ST	MMRS65205033ST	MMRS65742083ST	MMRS65862658ST	MMRS65945127ST	MMRS66868025ST	MMRS67096717ST	MMRS67690541ST	MMRS68630931ST	MMRS68910755ST	MMRS71238091ST	MMRS71762412ST	MMRS72802364ST	MMRS72980899ST	MMRS73787048ST	MMRS77018926ST	MMRS77321055ST	MMRS77487595ST	MMRS78791111ST	MMRS79893829ST	MMRS80093644ST	MMRS81130264ST	MMRS81135225ST	MMRS81671217ST	MMRS84085284ST	MMRS84159866ST	MMRS84954772ST	MMRS85382779ST	MMRS85438660ST	MMRS85548821ST	MMRS86168210ST	MMRS95277876ST
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Butyricicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18014	0	0	0.00819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_noname	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	0	0.04622	0.11146	0	4.75868	1.12644	3.07687	0	2.73295	0.01209	0	0.72773	0	13.01295	0.53073	0.08987	0	2.07293	0.08146	0	0	0	0.76267	0	0.06445	0.04205	0.1228	0	0.06682	1.11965	1.09418	0.00836	2.53242	0.77045	0.31402	0.54313	1.01398	0	0	4.85613	4.39821	0	0	0.413	0.20391	0.04351	0	0	0	8.21755	1.45064	0.70318	2.14886	2.5746	0.06593	0	0.72629	0	0	0	0	49.74412	0	0.78938	0.1422	0	0.43738	0.1305	1.72748	5.14901	5.43802	0	0	0	0	1.14958	0	1.22598	0.67223	0.07906	0.04282	0.50032	0	0	0	1.38322	1.07601	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus	0	0	0	0	0	0	0.03073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Parvimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39145	0	0	0	0	0.10408	0	0	0	0	0	0.13658	0	0	0	0	0	0	0	0.08313	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname	0	0	0	0	0	0	0	0	0.06519	0	0	0.1249	0	0	0	0	0.34783	0	9.31199	0	0	1.33089	0	0	12.83174	0	0.18617	0	0	0	0.01657	0	0	0	0	0	0	0	5.00699	0.0086	0	0	0	0	6.78307	0	0	0	0	5.91389	0	0	0	0.01487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24147	0	0	0	0	0	0	0	0	0.39196	0	0	0	0	0	0	0	0	5.21572
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34085	0	0	0	0.01122	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15997	0	0	0.1648	0	0	0	0	0.135	0	0	0	0	0	0	0	0	0.73399	0.01773	0	0	0	0	0	0	0.09449	0	0	0.15575	0	0	0	0.2647	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium	7.76425	6.45042	14.06165	14.63438	43.26859	17.21834	4.31797	10.84175	2.15578	31.14003	6.44954	19.36279	15.30353	0	9.7256	11.47877	27.23243	1.23175	23.63017	23.51042	3.26643	7.24916	1.7144	3.67963	5.28335	13.14951	9.34987	7.675	25.35598	8.17191	11.56576	2.86979	2.24885	19.83859	30.10476	1.70872	0	3.67558	5.94367	10.26746	47.69302	3.3737	37.44086	0	21.82286	2.86734	8.96041	3.03666	10.14861	30.85264	6.79604	15.72384	14.44978	0	18.04377	5.30678	0.09054	12.99913	5.58003	17.92628	27.23692	0.65426	3.56906	5.45219	10.32863	13.43887	5.55544	3.17689	16.95542	4.11278	1.46962	16.48309	29.57041	12.12941	7.55216	15.82361	49.82796	3.63556	15.65005	9.3296	15.48344	0.0401	39.43804	4.10779	12.73502	0	9.34847	0.29943	9.75935
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	0.91531	0	0	0.01159	0	0	0	0	0	0	0	0	0	0.47955	0	0	0	0	0	0	0	0	0	0.57149	0	0	0.07603	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04969	0	0	0	0	0	0	0	0.03966	0	0	0	0	0	0	0	0	0.28613	0	0	0	1.18609	0	0.11996	0	0	0	0	0	0	0.04766	0.33309	0	0.00873	0	0	0	0.10042	0	0	0	0	0.75292	0	0	0.58821	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	0.86649	1.4616	1.5384	2.6904	1.22937	2.35762	9.17642	1.29464	0.14659	1.66924	2.59845	1.48255	0.87226	2.37464	1.99089	3.15197	2.60597	12.87115	2.0676	0.83046	1.08239	1.55503	0.74674	2.43616	4.16249	1.31946	2.87234	1.27185	2.42256	4.22577	0.49645	6.36202	5.20317	1.47183	4.32079	7.569	2.6118	2.42659	2.77604	7.18185	1.12044	0.3224	0.94696	0	2.65114	1.96991	2.72302	5.44631	11.58491	1.66857	2.28107	1.59776	2.52502	7.0973	3.76138	0.95985	0.66262	0.71019	0.81523	0.76761	1.73066	8.27014	0.92346	1.15786	3.80725	2.41818	10.5143	7.2903	2.16218	7.2242	19.48869	4.07309	0.12777	1.11172	0.58984	3.26618	0.46914	5.64897	2.40861	1.21177	9.37039	1.11113	2.3846	0.90299	2.3975	12.80721	0.80818	0	0.19655
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio	0	18.52604	0	0	0	0	0	0	0	0	0	0.04921	0	0	0	0	0	0	0	0	0	24.51186	0	0	10.86228	17.13475	0	14.41488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.70402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.02908	0	0	0	0	11.46447	0	0	0	0	0	0	0	0	0	33.17667	0	0	0	0	0	0	0	19.06296	0	12.25007	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus	0.10157	0.7397	1.42899	6.35795	0.13028	0.69246	0.43629	0.75673	0.29128	0.1402	0.48672	0.12919	0	1.00144	0.02738	0	0.23185	0	2.36242	0.0287	0.25676	0.23378	0.33828	1.16492	4.92976	0.31781	0.67743	1.47569	0.56141	0.43364	0	0	0.71711	6.17514	1.36655	0	0	0.4977	0.26787	0	0.66682	0	1.74663	0	12.69046	0.42845	0.89841	0.18425	0.12113	0	0.79276	0	0.7323	0	0	14.95016	0	0.02342	7.22015	0.10342	7.22655	0.13986	0.15241	0.58365	1.18872	0.49859	0	0	0.26607	0.88393	0	2.26893	0	0.71265	0.14399	1.51208	0.09207	0.57506	0.19076	0.2311	1.01155	0	5.19628	0.34271	5.19624	0	0.47487	0	7.38897
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	0.97496	1.02415	2.59834	0.81619	1.54872	0.26065	1.13792	1.00438	0.23886	0.04716	1.604	1.742	0.70682	1.02914	0.31965	1.92537	1.20246	0.23855	0.3059	0.31485	0.80682	1.13848	1.24567	0.48848	0.56382	0.80765	0.32681	3.53492	0.29378	0.0096	1.12213	1.17178	0.77909	1.32763	0.76746	0.152	0.40139	0.4943	1.46798	1.86603	3.4049	0	0.79758	0	0.16664	2.17158	1.30305	0.66036	0.92095	1.97629	0.46705	0.11212	0.51839	0.31834	1.82646	0.80935	0	0.13928	0.24718	0.32288	0.50839	1.52423	0	1.71062	2.35653	0.91543	0	1.50132	0	1.93002	0.50821	10.57922	0.16306	1.24493	0.76438	1.65836	0.12461	0.99667	2.98467	1.9286	1.52815	1.07099	1.20929	0.52987	1.3478	0	0.75571	0.45079	0.31615
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname	0.99559	1.36396	1.24359	0.6573	0.69381	1.24422	0.96513	0.58232	0.09466	0.83633	0	0	0	2.01222	0.42856	0.41485	1.35206	1.59856	0.43903	0	0	0.87886	0.03177	1.54086	0.79764	0.03722	0.54812	0.30016	0.0691	0.39891	0.85216	0.43501	0.79379	0	2.5125	2.87328	2.03704	0.08652	2.04254	2.47514	1.28533	0.75982	0.16858	0	2.2552	0.02167	0.52109	0.24314	0.28092	0.08239	1.40662	0.42329	0.7689	0.71432	0.09359	0.53079	1.24002	0.08728	0	0.29097	0.62133	0	0	1.03072	0.3124	0.1687	1.86133	0.18882	2.74044	2.03038	0.63086	3.32114	0.36573	0.69097	1.11534	1.35959	0.05669	1.8205	1.4438	0.262	0	0.81027	0.22747	0.70044	0.61891	7.22242	0.41757	0	0.4375
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia	9.81341	8.48875	11.58741	4.23372	0.6816	6.02112	0.81513	3.32466	4.41942	4.35028	4.13067	0.6785	2.02466	1.47908	4.55093	2.43099	2.07965	0	0.80141	2.24191	1.1713	0.24381	4.68332	3.03414	0.97529	0.86396	3.6008	2.47798	2.45197	2.25685	0.14544	8.40553	0.03242	2.55434	0.55525	0.24644	0	1.36733	1.35646	2.99063	0.59452	7.33627	1.50478	0	1.54262	7.09969	0.87446	1.80196	0.31519	3.49654	0.30548	8.60869	1.28004	0	4.39436	2.89185	0	0.12697	6.07956	0.99278	3.33211	6.14019	3.54698	0.29733	10.16956	5.31283	0.61505	7.14043	1.42955	2.38664	0.72736	9.11632	1.93822	4.14122	0.13607	1.78112	0.51726	0.08802	2.88568	1.49398	8.6498	1.71852	1.24157	8.27876	4.69489	0	1.00482	1.64219	0.97922
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Stomatobaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter	1.07546	0.15013	0.89883	0.10033	0	0.47814	0.58043	0.10783	0	0.43821	0.06843	1.25014	0.492	0.53466	0.53893	0.12849	0.05827	0.38502	0	0	0.19837	0	0	0.15057	0.38855	0.50159	0.30253	0.02984	0.42381	0.28117	0	1.004	0.19848	0.39506	0.04587	0.37976	0.08158	0.58806	0.05201	0.87714	0	0.38607	0.39593	0	0.16852	0.14813	0.48738	0.48617	0	0.1572	1.17696	0.8649	0.05296	0.21221	0.27572	0	1.45031	0	0	0	0	1.93657	0.3829	0.2452	0.14697	0.41073	0.37533	0.9291	0.78894	0	1.27443	0.22924	1.3519	0.31737	0.12986	0.41413	0.51238	0.2067	0.16391	0.14487	0	1.02202	0.23469	0.27222	0.00921	0.01363	1.19624	0.41331	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Filifactor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname	0	0	0	0	0	0	0	0.55005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4251	0.48986	0	0	0.34946	0	0	0.06116	0	0	0	0	0	0	0	0	0.324	0	0	0	0	0	0	0	0.31514	0.09502	0	0	0	0	0.49517	0	2.71658	0	0.14473	0	0	0	0	0.03043	0	0	0.00809	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus	0	0	0	0	0	0	0.19303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14428	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	0	0	0	0	0	0	0	0	0	0	0	0.4038	0	0	0	1.04548	0	0	0	0	0	0	0	0	0	0	0.21953	0	0	0	0	0	0	0	0	0.20343	0	0	0	0	0	0	0	0	0	0	0	0.29705	0	0	0.30204	0	0	0	0	0	0	0	0	0	0	0	0	0.23416	0	0	0	0	0	0	0.28612	0	0	0	0	0	0	0.86652	0	0	0	0.27383	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	4.91661	4.25148	6.53693	8.9795	7.28503	9.24758	0.61494	11.21571	0.09929	3.67252	9.72637	1.71398	11.09189	3.27669	1.21264	16.52933	3.90141	0.04836	4.563	4.35767	3.54317	6.20254	4.98795	14.9276	2.08454	4.65017	0.79773	7.50743	2.11767	5.39877	8.69383	13.40508	1.68644	11.87404	11.71053	0.90305	0	15.80807	8.43224	0	6.30214	32.43919	13.20131	0.04566	7.74293	15.68469	6.965	7.29321	2.09987	10.33807	0.43959	0.15981	7.033	0.84795	7.20756	9.46561	0.35394	8.54374	9.14176	10.82674	8.27083	0	50.68197	4.21515	6.51533	6.33905	0	11.04879	1.77155	4.78336	0	4.03942	22.96669	13.80505	5.23805	7.77343	1.07933	0.91227	3.53538	1.84359	11.95692	2.65909	7.60822	5.18275	9.52778	0	3.20032	53.19051	14.07355
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_noname	0	0	0	0	0	0	0	0.11121	0	0	0	0	0	0	0	0	0	0	0.17112	0	0	0	0	0	0	0	0	0	0	0	0	0.06645	0	0	0.05176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10294	0	0	0.3155	0	0	0	0	0	0	0	0	0.0981	0	0	0.14097	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus	6.90157	2.3975	0.27068	4.03586	5.32617	3.92605	9.0622	3.15739	0.58723	5.32868	3.68464	1.53404	0.16738	0	6.273	0	6.22511	0	3.56724	2.10988	4.14651	1.01232	0	5.59089	0.68003	1.21303	2.76116	2.66047	0	0	0	0	0.46877	4.60708	0.80813	0	0	1.14348	7.97683	6.91986	6.99126	0	2.1512	0	0.99256	0	0.38947	2.08191	1.72415	2.57351	4.16175	1.29558	0	0	0	1.69277	0	1.75902	1.31184	3.52828	1.27224	0	0.22524	6.46607	6.04676	0	0	0	2.36837	0	0	2.68317	1.35323	8.43796	1.73923	0	0.22118	0	0.40056	1.40536	3.79217	11.86653	2.95506	1.00449	1.96454	0	2.3583	0	0.1552
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum	5.09619	5.10839	9.43174	3.4235	0.77442	12.92624	5.71126	5.62329	0.10371	3.81747	3.0175	19.19976	27.76084	13.38436	4.3048	7.44706	1.0534	2.5737	2.19041	4.98465	2.74231	12.41209	2.69198	1.58973	7.10684	20.474	5.90322	14.61806	2.38447	2.19872	1.2415	9.27707	1.68963	1.15844	10.29982	9.70743	0.50837	1.99104	5.40029	0.21108	0.6081	19.20823	1.75784	0.08676	7.05373	1.62966	9.88842	5.03397	2.81326	1.43785	0.67476	0.36636	1.41659	5.84342	1.40239	12.58273	0.49043	2.53564	7.29259	2.39063	2.309	0.58728	3.1319	2.42551	6.58687	5.86496	3.68559	8.68983	10.6504	4.17986	2.00017	9.53904	9.83719	3.46711	18.03469	22.76686	7.60518	8.01047	0.45547	2.34275	1.84395	0.5623	1.10437	9.1666	9.03946	0.41189	4.55005	3.63229	24.75044
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium	0	0	0	0	0	0	0	0	0	0.22104	0	6.07756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.46633	0	0	0	0	0	0	0	3.36406	1.12613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34798	0	0	0	0	1.27158	0	0	0	0	0.14452	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	0	0	0	0	0	0	0.03971	0	0	0	0	0	0	0.69293	0.05764	0	0	0	0	0	0	0	0	0	0	0	0.14852	0	0.08933	0	0	0	0	0	0.43825	3.31034	0	0	0	0.47239	0	0	0	0	0.26605	0	0	0	0	0	0	0.69046	0	2.60178	0.05476	0	0.14793	0	0	0	0	0.81619	0	0	0	0	2.45501	0	0	0.26532	3.19523	0	0	0.01906	0	0	0	0.37162	0	0	0.02962	0	0	0	0	4.23273	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname	0	0.40932	2.39887	0	1.26296	0	3.72873	0	0.92858	0	0	0.84855	0	0.1692	0	0.9367	0	0	0	0	2.56457	1.93952	0	0	0.41917	0	0.48505	0.34857	0	0	0	0	2.17719	0	1.11035	0.53778	0	0.13989	1.03711	0	2.09847	0	0.71274	0	0	0.94829	0.54307	1.12907	0	0.66935	0	0.10022	0.52636	2.11278	1.21762	0	0.26474	0.39896	0	0	0.11372	0.31966	0.02728	6.05054	1.26773	0	0.63523	0	0.36018	6.4556	1.18327	0	0	0.89799	1.09084	2.97822	0	6.89997	0	1.34848	3.78684	3.42698	0	1.24572	1.1664	2.79513	1.52269	0	1.95337
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14342	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09682	0	0.06568	0.05645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48694	0	0	0.01688	0	0	0	0	0	0	0	0	0	0.02102	0.25306	0	0	0.05848	0.24055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25336	0	0	0	0	0	0	0	0.07383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcaceae_unclassified	0	0	0	0	0	0	0	0.50453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus	0	0	0	0	0	0	0	2.54804	4.28545	0	0	0	0	4.14572	0	2.86439	0	0	0	0	0	0	0	0	0	0	0	0	2.80215	0	0	0	0	2.11478	0	0	0	0	0	0	0	0	0	0	0	0	0.48248	4.40726	0	0	0.51334	0	0	0	0	0	0	0	0.32378	0	0	0	0	0.38131	0	0	0	0	0	0	11.857	0	0	0.08314	0	1.32319	0	0	0	0	0	0	0	0	0	0	0	0	0.57711
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Phascolarctobacterium	0	0	0	2.67651	0	1.97264	0	0	1.93254	0	4.36965	2.23539	0	0	2.34338	0	0	0	0	0	6.12416	1.76918	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49236	0	7.55843	0	0	0	0	1.58385	0	2.53656	3.97114	4.11029	0	0	3.47853	0	0	0	0	1.76118	0	0	0	7.99925	0.52318	2.64442	0	2.43619	0	0	0	1.22596	0	0.60348	5.34238	0	0	0	0	0	2.80039	0	0.18576	0	3.35744	5.33094	0	0	0	1.86408	0	1.60485	11.29713	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister	0	1.74312	0	0	0	0	0	0	0	0	0	0	3.95752	0	0	0	0	0	0	0.10836	0	0	0.69674	5.1214	0	0	0	2.30362	0	0	0	0	0	1.69887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.77355	0	0	0	0	0	6.37066	0	1.48937	1.31073	0	0	0	0	0	0	3.17769	0	3.66367	0	0	0	0	4.34476	0	0	5.93856	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.36237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.24887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.66573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megasphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21493	0	0	1.15048	0	0	0	0	0	0	0	0	0	1.09669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Mitsuokella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella	0.20109	0	0	0	0.72313	0	0	0.41943	0.11536	0.11352	0.49252	0	0	0	0	0	0	0	0.71565	0	0.05505	0	0.93739	0	0.19353	0	0	0	0	0	0.65429	0	0	0	0.02701	0	0	0.09993	0	0	0.20509	0	0	4.92732	0	0	0	0	0	0.3059	0	0	0	0	0	0.31561	0	0	4.65701	0.96818	3.06067	0	0	0	0	0	0	0	0	0.07342	0.35765	0	0	0.5335	0	0.01462	0	0	1.12053	0	0	0	0.07161	0	0.28155	0	0	0	0
