phylum	MMRS11288076ST	MMRS11664448ST	MMRS11932626ST	MMRS12272136ST	MMRS14379078ST	MMRS14602194ST	MMRS15137911ST	MMRS16644320ST	MMRS17603756ST	MMRS17963147ST	MMRS18295921ST	MMRS20257302ST	MMRS21365932ST	MMRS24340226ST	MMRS25211151ST	MMRS25641480ST	MMRS29805707ST	MMRS31306426ST	MMRS32573774ST	MMRS33294861ST	MMRS34525504ST	MMRS34569532ST	MMRS35808664ST	MMRS36405092ST	MMRS38861560ST	MMRS38954404ST	MMRS39415781ST	MMRS39582183ST	MMRS40913371ST	MMRS41266697ST	MMRS41711735ST	MMRS42570301ST	MMRS42780924ST	MMRS43563715ST	MMRS43939546ST	MMRS44197125ST	MMRS44203591ST	MMRS44587603ST	MMRS47662059ST	MMRS47685461ST	MMRS48639115ST	MMRS51307502ST	MMRS51410669ST	MMRS51728985ST	MMRS51737257ST	MMRS54246132ST	MMRS54316675ST	MMRS55294627ST	MMRS56137463ST	MMRS57276462ST	MMRS57569834ST	MMRS59699117ST	MMRS61683006ST	MMRS62192467ST	MMRS62376181ST	MMRS62666492ST	MMRS64281211ST	MMRS64281551ST	MMRS65205033ST	MMRS65742083ST	MMRS65862658ST	MMRS65945127ST	MMRS66868025ST	MMRS67096717ST	MMRS67690541ST	MMRS68630931ST	MMRS68910755ST	MMRS71238091ST	MMRS71762412ST	MMRS72802364ST	MMRS72980899ST	MMRS73787048ST	MMRS77018926ST	MMRS77321055ST	MMRS77487595ST	MMRS78791111ST	MMRS79893829ST	MMRS80093644ST	MMRS81130264ST	MMRS81135225ST	MMRS81671217ST	MMRS84085284ST	MMRS84159866ST	MMRS84954772ST	MMRS85382779ST	MMRS85438660ST	MMRS85548821ST	MMRS86168210ST	MMRS95277876ST
k__Archaea|p__Euryarchaeota	0	0	0	0	0	0	9.34506	0	0	0.03076	0	0.63019	0.48151	0	0	5.02306	0	0	0.33008	0	0.22315	1.87435	0	0	0	2.96443	0	0	0	0	0	0	0	0	0	0	0	0	0.58074	0	0	0	0.32688	0	0.45467	0	1.34221	0	0	0.64709	0	0	0	0	0	0	0	0	0	0.0736	0.14398	0	0	0	0.20157	0	0	0	0.56688	0	0.86896	0	0	0	2.08302	0	0	16.44858	0	0	0.22117	0	2.4653	0.08746	0	0	0	0	2.21607
k__Bacteria|p__Actinobacteria	0.29445	0.13365	1.78169	0.18543	1.36428	0.04872	0.436	5.31832	0.49751	0.1114	0.89853	0.24219	0	0.30097	0	2.98559	0.04429	0.60978	0.3315	0.92459	0.60001	0.99938	0	14.66329	3.45865	0.16156	0.759	0.92152	2.73271	0.11338	1.05261	1.00135	0.22115	1.52574	1.73412	3.90878	0.10938	1.282	0.18614	0.59194	1.57219	1.34646	2.14284	0.9731	0	1.56023	4.17811	10.16851	1.48109	0.57542	2.00279	0.01887	0.83507	0.57294	1.24807	0.40566	0.0279	0.44295	3.50414	0	0.0306	0.68215	2.44865	35.90883	0.49871	1.12928	0	1.33338	0.34573	0.14394	3.52318	2.46241	4.1233	1.18172	0.21878	1.31437	0	2.91093	1.35917	0.11188	0.7405	4.49012	0.29551	0.03569	0.56833	0.07364	0.96512	2.14027	4.57049
k__Bacteria|p__Bacteroidetes	58.84582	46.86178	40.89027	49.9278	30.37837	40.78847	40.8726	40.39526	76.83346	47.82736	59.67486	36.81426	34.68385	54.96253	57.40086	42.37871	51.8799	77.29246	46.24999	59.04331	71.80333	36.64876	58.97587	45.03051	44.15975	36.24693	67.19524	39.21578	55.65686	63.35576	30.76275	52.49716	76.89603	43.88324	31.02947	64.47361	92.0724	48.6322	39.30411	59.46546	22.04755	19.341	27.21644	0.03154	32.48681	59.84986	52.06579	57.12406	65.14652	24.68463	48.28973	68.65776	67.61461	76.01951	56.1107	42.04899	49.63683	67.09027	27.06316	22.55839	34.50047	11.41969	32.47395	26.35919	36.18879	45.02968	71.86408	52.69313	52.96688	46.1248	35.26241	26.9616	26.53981	46.1248	18.93855	33.8702	34.17211	44.4671	60.25187	72.22309	35.21618	63.94777	15.44785	68.05124	31.51458	69.2166	67.67148	15.16601	22.25781
k__Bacteria|p__Firmicutes	39.62251	52.21008	52.10689	48.61724	67.73397	57.4715	40.1586	50.59282	21.90379	51.81023	37.75714	57.56009	62.92856	44.23685	32.64651	48.44327	47.21667	21.43352	50.83389	38.4869	26.21349	60.47752	22.61575	40.3062	51.85464	60.51121	31.74048	58.61846	39.61141	24.67512	26.0873	43.19393	18.53558	54.225	64.61611	31.47058	6.65416	47.03351	41.76002	38.56263	76.14435	63.82568	70.11231	34.64281	66.87625	36.98405	39.7113	32.19472	30.04865	73.98354	42.76264	30.84458	31.45221	23.03504	41.79753	56.09371	7.09126	30.97381	67.6228	54.67003	64.0499	77.98642	65.0774	33.06823	62.4225	53.05205	27.38163	40.52404	41.82404	45.6021	49.97998	68.88368	67.6742	52.20424	71.20338	64.66169	60.50579	31.81592	38.16507	26.74024	62.82661	31.29639	81.62805	31.73432	63.23795	29.76892	28.32685	70.92566	66.03639
k__Bacteria|p__Fusobacteria	0	0	0	0	0	0	0.18088	0	0.16218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92437	0	0	0	0	0	0	0	0	0	0	0.06833	0	0	0.08637	0	0.98842	0	0	0	0	0	0	0	0	0	0.09222	0	0	0	0	0	0	0	0.24347	0	0	0	0	0	0	0	0	0	0	0	0	0.13536	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria	0.33606	0.79448	1.01669	1.26952	0.52337	1.69132	2.6836	3.43865	0.60306	0.22025	1.66947	1.15604	0.44906	0.49965	1.05843	0.55826	0.77727	0.66424	1.09381	1.17435	1.16002	0	17.9717	0	0.52696	0	0.30528	0.86331	0.0452	9.79568	41.436	0.42845	0.39913	0.15552	2.6203	0.14703	0.55878	3.05229	18.16899	1.37997	0.23592	1.47589	0.20153	63.98739	0.10354	1.37308	2.61623	0.51271	2.24107	0.10932	3.21115	0.4788	0.09811	0.37251	0.84371	0.27304	4.23033	1.43408	1.35014	22.69798	1.23722	3.86579	0	0.60766	0.68843	0.75955	0.51082	0.85348	0.74283	0.4395	0.94344	1.61717	1.6627	0.48925	3.07875	0.15373	0.54762	3.05789	0.00865	0.78943	0.99554	0	0.16328	0.084	4.67915	0.94084	0.42934	9.98059	0.11398
k__Bacteria|p__Verrucomicrobia	0.90116	0	4.20446	0	0	0	6.32326	0.25495	0	0	0	3.23717	1.45702	0	8.8942	0.61111	0.08186	0	1.16072	0.37085	0	0	0.43669	0	0	0	0	0.38093	1.95383	2.06006	0.66133	2.87911	3.02375	0.2105	0	0	0.60529	0	0	0	0	14.01098	0	0	0.07874	0.23277	0	0	0.09425	0	3.73369	0	0	0	0	1.1786	0.6765	0.05888	0.36754	0	0.03783	6.04595	0	4.05609	0	0.02944	0	4.59597	3.55364	7.63157	9.32299	0	0	0	4.47752	0	4.77448	1.29958	0	0	0	0	0	0.00729	0	0	2.60721	1.78748	4.80526
k__Viruses|p__Viruses_noname	0	0	0	0	0	0	0	0	0	0	0	0.36005	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29682	0	0	0	0	0	0	0	0	0	0	0	0	38.33718	0	0	0	0	0	0	0	0	0	0	0	0	0.0581	0.09905	0.07513	0	0	0	0	0	0	0.21524	0	0	0.26573	0	0	0	0	0	0	0
