species	MMRS11288076ST	MMRS11664448ST	MMRS11932626ST	MMRS12272136ST	MMRS14379078ST	MMRS14602194ST	MMRS15137911ST	MMRS16644320ST	MMRS17603756ST	MMRS17963147ST	MMRS18295921ST	MMRS20257302ST	MMRS21365932ST	MMRS24340226ST	MMRS25211151ST	MMRS25641480ST	MMRS29805707ST	MMRS31306426ST	MMRS32573774ST	MMRS33294861ST	MMRS34525504ST	MMRS34569532ST	MMRS35808664ST	MMRS36405092ST	MMRS38861560ST	MMRS38954404ST	MMRS39415781ST	MMRS39582183ST	MMRS40913371ST	MMRS41266697ST	MMRS41711735ST	MMRS42570301ST	MMRS42780924ST	MMRS43563715ST	MMRS43939546ST	MMRS44197125ST	MMRS44203591ST	MMRS44587603ST	MMRS47662059ST	MMRS47685461ST	MMRS48639115ST	MMRS51307502ST	MMRS51410669ST	MMRS51728985ST	MMRS51737257ST	MMRS54246132ST	MMRS54316675ST	MMRS55294627ST	MMRS56137463ST	MMRS57276462ST	MMRS57569834ST	MMRS59699117ST	MMRS61683006ST	MMRS62192467ST	MMRS62376181ST	MMRS62666492ST	MMRS64281211ST	MMRS64281551ST	MMRS65205033ST	MMRS65742083ST	MMRS65862658ST	MMRS65945127ST	MMRS66868025ST	MMRS67096717ST	MMRS67690541ST	MMRS68630931ST	MMRS68910755ST	MMRS71238091ST	MMRS71762412ST	MMRS72802364ST	MMRS72980899ST	MMRS73787048ST	MMRS77018926ST	MMRS77321055ST	MMRS77487595ST	MMRS78791111ST	MMRS79893829ST	MMRS80093644ST	MMRS81130264ST	MMRS81135225ST	MMRS81671217ST	MMRS84085284ST	MMRS84159866ST	MMRS84954772ST	MMRS85382779ST	MMRS85438660ST	MMRS85548821ST	MMRS86168210ST	MMRS95277876ST
16SrX (Apple proliferation group)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16SrXII (Stolbur group)	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	11	0	0	0	0	1	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
Acaryochloris marina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Acetobacterium woodii	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	11	0	0	0	0	0	0	1	0	0	0	1	7	1	1	0	0	0	0	0	0	0	0	1	0	0	0
Acetohalobium arabaticum	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Acholeplasma laidlawii	0	0	0	0	0	0	0	4	0	0	0	0	6	0	0	0	0	0	0	5	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	1
Achromobacter xylosoxidans	8	0	0	11	5	1	0	1	28	0	1	0	2	0	0	0	0	0	0	0	4	9	0	4	0	0	0	0	0	5	6	11	1	5	0	1	0	14	0	0	0	0	0	130	1	1	0	9	0	6	1	0	0	1	0	0	9	0	18	0	0	0	0	0	0	2	0	0	0	0	0	0	13	0	0	0	1	0	19	16	0	7	0	0	16	0	0	15	0
Acidaminococcus fermentans	14	48	82	66	26	25	28	15	23	5	121	89	28	31	8	43	15	8	16	21	93	6	9	10	3	5	4	150	12	6	9	33	86	60	50	4	1	23	2	1	28	58	37	2	28	154	58	9	4	113	1	40	8	4	66	11	74	99	1133	27	8	2	56	6	49	47	2	31	4	14	26	4	434	12	88	44	7	18	12	8	40	2	84	3	95	45	20	131	60
Acidaminococcus intestini	2	8	5	0	3	1	2	307	384	0	1	0	0	586	3	180	0	3	5	0	5	2	4	4	0	0	10	26	208	5	5	1	0	258	8	1	5	2	6	0	0	1	1	1	8	5	59	237	1	1	120	7	6	0	3	2	3	0	7	0	0	10	9	22	8	13	1	1	0	5	976	2	3	14	2	63	3	0	0	28	1	0	0	0	2	0	3	3	25
Acidaminococcus sp. D21	97	126	254	128	95	72	92	9751	11510	55	56	145	116	12069	67	7174	90	396	79	221	166	65	265	118	39	131	108	122	8825	84	703	104	67	6141	89	131	38	117	274	218	87	253	67	55	65	270	1862	11138	39	93	1687	247	69	333	45	154	83	82	129	212	120	67	515	2065	162	47	207	114	75	112	37359	120	213	644	53	4288	226	173	36	103	153	33	50	41	43	175	330	216	1611
Acidimicrobium ferrooxidans	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
Acidiphilium cryptum	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidiphilium multivorum	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	2	2	3	0	0	0	2	0	0	2	0	4	0	0	0	0	4	0	0	0	2	0	0	0	4	0
Acidithiobacillus caldus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidithiobacillus ferrivorans	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidithiobacillus ferrooxidans	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	6	1	0	0	0	0	0	0	0	0	0	0	2
Acidobacterium capsulatum	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	3	2	0	0	1	0	0	0	1	1	1	1	0	0	0	0	4	0	0	0	1	1	0	0	0	0	3	0	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Acidovorax avenae	0	0	0	7	0	0	3	0	16	0	19	17	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	14	0	0	6	0	0	7	0	0	15	0	121	8	17	1	0	0	13	0	0	0	0	11	0	0	0	9	0	0	0	1	0	0	5	0	6	0	0	8	0	8	5	0	6	2	6	0	1	0	1	0	1	4	0	0	13	1
Acidovorax citrulli	3	0	0	3	0	0	0	0	10	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	8	0	0	0	7	0	0	0	1	2	4	10	0	0	6	0	0	0	0	0	0	0	1	7	1	0	0	8	0	2	1	0	0	0	0	0	7	0	2	11	0	0	12	0	0	0	5	0	10	3	0	0	0	0	1	1
Acidovorax delafieldii	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	2	1	1	0	1	3	0	1	0	0	1	0	0	0	0	0	0	1	0	2	9	9	0	3	0	0	0	0	0	1	0	1	1	0	1	6	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	3	0	2	0	1	0	4	0	1	0	4	0	1	0	0
Acidovorax ebreus	0	0	0	11	0	0	0	0	0	0	0	0	1	0	0	1	0	3	0	0	0	6	2	0	0	0	0	0	0	0	0	0	10	0	0	4	0	11	0	0	0	0	0	82	2	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	6	0	0	0	0	0	0	0	3	0	0	5	0	0	0	11	3	0	0	2	9	1	0	0	0	1	0	1
Acidovorax sp. JS42	0	16	2	0	0	3	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	1	0	4	8	0	0	5	0	0	0	0	0	9	0	0	0	0	0	0	0	1	0	5	0	11	1	0	0	12	0	0	0	0	0	0	0	0	1	8	0	0	6	0	0	6	8	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	16	0
Acidovorax sp. KKS102	0	0	0	0	0	0	0	0	15	0	13	13	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	0	1	0	0	0	0	1	0	0	0	1	0	0	0	5	0	0	0	1	0	3	0	0	0	0	0	1	2	5	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0
Aciduliprofundum boonei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter calcoaceticus/baumannii complex	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	2	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0
Acinetobacter lwoffii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter oleivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
Acinetobacter radioresistens	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter sp. ADP1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinobacillus minor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	1	1	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	1	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinobacillus pleuropneumoniae	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Actinobacillus succinogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Actinobacillus suis	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Actinoplanes missouriensis	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	1	0	1	0	0	0	0	0	1
Actinoplanes sp. SE50/110	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	4	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	10	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	5
Actinosynnema mirum	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	4	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	2
Acutodesmus obliquus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adoxophyes orana granulovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Advenella kashmirensis	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	6	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0
Aequorivita sublithincola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aerococcus urinae	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	11	0	0	0	17	0	0	0	0	0	1	0	9	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	11	0	0	0	0	6	0	0	0	0	0	0	0	11
Aeromonas hydrophila	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	1	27	7	0	0	161	0	1	0	0	0	0	0	0	1	1	0	2	0	0	2	0	1	2	0	0	1	0	0	0	4	5	202	1	0	0	0	0	0	0	2	0	0	0	0	16	1
Aeromonas phage phiO18P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aeromonas salmonicida	3	1	12	4	1	2	0	0	7	1	2	6	0	6	6	1	0	11	11	0	2	2	1	1	0	0	2	0	12	0	0	0	0	3	0	0	0	0	0	0	2	0	0	16	0	0	1	4	0	1	0	0	2	41	1	1	4	0	0	0	4	0	7	2	3	0	0	1	0	1	1	1	1	0	2	0	3	4	0	1	1	1	2	1	0	1	1	2	1
Aeromonas veronii	1	4	1	4	1	0	1	8	5	0	1	0	0	0	0	1	2	1	12	0	0	0	0	1	7	2	0	1	0	0	1	3	0	0	1	1	0	0	1	0	0	6	0	16	2	3	41	16	0	1	0	9	1	2	6	1	0	5	0	0	0	0	5	1	1	0	0	0	0	2	0	2	9	0	3	3	0	0	0	4	0	0	1	2	2	0	0	7	0
Aeropyrum pernix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agathobacter rectalis	4595	22403	22567	32981	95027	39663	7774	42721	9770	19487	17549	22539	5433	7160	9197	34419	70963	7311	13598	75860	8721	17208	10474	24951	18348	21243	34455	15529	48613	8891	40505	1466	11201	13234	72058	489	499	11013	14452	1062	118810	1665	29997	525	37759	8028	23103	11061	23571	35145	21924	40679	15639	8893	23916	15561	378	26212	12374	24300	63837	6118	21081	17563	27918	1616	3637	1353	22730	8434	719	19941	29308	49851	20463	39056	11464	12840	42323	30776	42917	3348	12236	16071	29975	908	22676	1200	13095
Aggregatibacter actinomycetemcomitans	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	1	0	0	37	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	1	0
Aggregatibacter aphrophilus	0	0	0	0	16	0	0	0	3	6	1	0	0	1	0	0	0	0	5	0	7	0	3	5	0	0	0	0	0	0	105	0	0	2	0	0	0	1	0	0	21	0	0	50	0	2	0	2	1	8	0	0	3	6	3	2	0	15	6	13	7	0	0	0	1	2	0	0	0	14	1	0	0	2	0	0	0	0	0	0	0	2	3	0	3	0	0	11	10
Agrobacterium sp. H13-3	1	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	6	4	1	0	0	0	0	0	5	5	0	0	0	0	0
Agrobacterium tumefaciens complex	2	0	2	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	1	0	0	3	0	1	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Agrobacterium vitis	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Akkermansia muciniphila	2005	88	9540	8	12	11	13911	1221	2	4	11	5996	4199	8	23902	4468	826	211	3659	1141	120	352	1720	104	2	155	3	1272	6364	5009	2736	7831	10181	1225	10	53	2379	174	55	6	11	12527	25	70	675	832	11	3	427	57	8661	6	3	9	85	2883	4271	931	747	30	423	14744	14	15036	97	391	11	11684	8728	18504	34154	0	4	113	13897	5	15638	3968	13	2	253	162	49	366	4	2	6078	1942	7506
Alcanivorax borkumensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0
Alcanivorax dieselolei	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alcanivorax sp. DG881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0
Alicycliphilus denitrificans	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	4	8	5	0	0	1	4	0	0	0	0	0	12	1	0	0	0	0	0	0	0	0	11	0	7	7	0	0	0	0	3	0	1	4	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Alicyclobacillus acidocaldarius	0	0	2	0	0	1	1	0	2	0	0	0	2	0	0	0	4	0	0	7	0	6	1	1	0	1	2	0	0	0	0	1	0	0	1	5	0	1	0	0	2	23	3	16	1	4	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	17	9	9	0	1	0	1	0	0	0	1	0	0	1	0	2	0	2	3	1	1	0	0	0	0	0	0
Aliivibrio fischeri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Aliivibrio salmonicida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alistipes finegoldii	4613	7593	1186	3857	2575	7948	13834	6207	22355	5203	6214	2432	3200	5737	14976	4607	2846	4669	1983	2762	847	6747	2152	898	2391	4044	14018	12037	6046	7353	16163	9808	2027	9641	5328	1675	2413	4073	7110	29339	2212	1922	1011	137	1833	2012	3168	36313	1409	2346	21971	3126	3281	895	3108	7714	3693	3640	1564	1618	1637	12169	6434	3749	4636	2704	7703	9534	10222	2285	10169	2696	2994	4450	6684	1302	8831	37605	4055	3602	718	33805	3361	9222	4769	199	13878	2566	999
Alkalilimnicola ehrlichii	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	0	2	0	1	0	0	0	1	0	0	1	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	5	2	2	0	0	0	0	4	0
Alkaliphilus metalliredigens	1	0	0	4	1	0	18	0	0	0	0	12	13	0	0	0	0	0	0	16	0	0	0	0	19	0	0	0	0	0	3	1	2	0	0	0	0	16	15	0	0	0	1	1	4	0	9	0	0	4	45	0	4	0	0	1	0	8	0	1	0	0	0	1	0	4	1	0	7	0	0	0	9	0	22	0	0	0	0	1	0	1	0	0	0	0	0	0	2
Alkaliphilus oremlandii	0	0	1	0	0	8	1	0	6	4	3	21	0	0	3	5	0	8	1	0	0	1	0	0	0	2	0	15	0	0	0	13	0	1	2	16	0	9	1	0	0	17	17	0	0	6	0	1	1	1	25	0	0	0	0	0	0	0	4	19	8	1	13	0	7	8	1	0	0	0	0	17	1	1	1	8	0	0	1	0	0	1	0	0	2	1	5	0	2
Allochromatium vinosum	0	0	0	0	0	0	1	0	4	0	0	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	3	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	5	0
Allomyces macrogynus	1	9	1	6	0	2	3	5	7	4	22	7	3	2	4	0	1	8	4	1	15	11	7	3	2	2	3	4	2	5	0	13	8	6	2	4	1	14	3	0	4	8	10	0	13	12	17	3	3	6	8	1	4	0	8	6	1	15	32	13	8	2	11	3	7	7	1	8	0	4	3	4	16	2	1	5	20	5	1	11	7	6	6	3	6	3	3	13	11
Alteromonas macleodii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
