species	MMRS11288076ST	MMRS11664448ST	MMRS11932626ST	MMRS12272136ST	MMRS14379078ST	MMRS14602194ST	MMRS15137911ST	MMRS16644320ST	MMRS17603756ST	MMRS17963147ST	MMRS18295921ST	MMRS20257302ST	MMRS21365932ST	MMRS24340226ST	MMRS25211151ST	MMRS25641480ST	MMRS29805707ST	MMRS31306426ST	MMRS32573774ST	MMRS33294861ST	MMRS34525504ST	MMRS34569532ST	MMRS35808664ST	MMRS36405092ST	MMRS38861560ST	MMRS38954404ST	MMRS39415781ST	MMRS39582183ST	MMRS40913371ST	MMRS41266697ST	MMRS41711735ST	MMRS42570301ST	MMRS42780924ST	MMRS43563715ST	MMRS43939546ST	MMRS44197125ST	MMRS44203591ST	MMRS44587603ST	MMRS47662059ST	MMRS47685461ST	MMRS48639115ST	MMRS51307502ST	MMRS51410669ST	MMRS51728985ST	MMRS51737257ST	MMRS54246132ST	MMRS54316675ST	MMRS55294627ST	MMRS56137463ST	MMRS57276462ST	MMRS57569834ST	MMRS59699117ST	MMRS61683006ST	MMRS62192467ST	MMRS62376181ST	MMRS62666492ST	MMRS64281211ST	MMRS64281551ST	MMRS65205033ST	MMRS65742083ST	MMRS65862658ST	MMRS65945127ST	MMRS66868025ST	MMRS67096717ST	MMRS67690541ST	MMRS68630931ST	MMRS68910755ST	MMRS71238091ST	MMRS71762412ST	MMRS72802364ST	MMRS72980899ST	MMRS73787048ST	MMRS77018926ST	MMRS77321055ST	MMRS77487595ST	MMRS78791111ST	MMRS79893829ST	MMRS80093644ST	MMRS81130264ST	MMRS81135225ST	MMRS81671217ST	MMRS84085284ST	MMRS84159866ST	MMRS84954772ST	MMRS85382779ST	MMRS85438660ST	MMRS85548821ST	MMRS86168210ST	MMRS95277876ST
Capnocytophaga canimorsus	1	0	0	0	0	1	0	1	0	0	0	0	0	40	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	1	1	0	3	1	1	0	0	0	2	0	0	0	0	5	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	4	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	4	0	0	0	0
Capnocytophaga gingivalis	0	0	1	0	0	0	0	0	0	0	1	0	0	2	1	0	0	1	0	0	3	0	1	0	0	2	0	0	0	0	1	4	0	1	2	0	0	0	0	0	0	0	0	6	0	0	0	0	1	2	1	1	0	0	3	0	0	1	1	0	0	0	3	0	3	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	1	5	0	0	0	2	2	0
Capnocytophaga ochracea	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	8	0
Capnocytophaga sputigena	0	1	0	0	0	0	2	1	0	0	2	0	1	0	1	1	0	0	1	0	1	0	3	0	2	0	0	2	0	0	0	2	0	4	0	0	0	2	0	0	0	0	1	0	0	5	0	0	0	1	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	1	2	0	0	0	2	0	0	2	0	0	1	0	0
Capsaspora owczarzaki	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Carboxydothermus hydrogenoformans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	17	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	7	0	0	8	0	0	0	8	0	2	0	0	0
Cardinium endosymbiont of Encarsia pergandiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Carnobacterium sp. 17-4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Carnobacterium sp. AT7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	1	7	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	3
Catenibacterium mitsuokai	148	62	87	65	163	144	116	71	461	1587	80	13373	260	16	86	81	89	14	105	131	557	91	14	94	66	37	77	71	85	53	22	41	52	90	78	160	69	658	66	50	222	47	95	28	65	82	642	68	56	4178	15	26	79	28	81	170	16	15959	2654	127	98	8	45	277	95	180	18	43	64	325	53	123	56	124	5584	238	65	323	47	4819	156	110	89	104	1209	16	59	84	491
Catenulispora acidiphila	0	0	0	1	4	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	2	3	13	0	0	0	0	2	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	10	5	0	0	0	0	0	0	0	5	4	0	3	1	0	1	0	0	0	6	5	0	1	0	2	3	0
Caulobacter segnis	1	0	0	1	0	0	0	0	3	0	1	0	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	7	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	3	5	1	0	2	0	0	1	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	10	5
Caulobacter sp. K31	2	0	1	0	0	0	3	0	0	0	0	0	8	0	0	0	0	0	0	1	0	1	0	2	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	5	0	3	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	2	0	4	0	0	0	0	0	2	0	0	0	1	1	5	0	0	0	0	0	1	0	0	0	1	1	0
Caulobacter vibrioides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellulomonas fimi	0	0	0	1	0	0	0	0	0	0	7	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	3	0	0	0	0	0	14	1	5	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3
Cellulomonas flavigena	1	1	0	2	4	0	0	1	0	0	0	4	1	0	3	3	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	9	0	7	0	3	2	0	0	1	0	0	0	5	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	7	0	1	0	5	8	0	0	0	0	3	0	1	0	2	0	2
Cellulophaga algicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Cellulophaga lytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellulosilyticum lentocellum	2	3	20	4	7	1	99	2	8	9	1	0	9	3	5	0	35	2	3	5	14	16	15	15	4	15	7	19	1	15	1	13	17	2	38	3	7	10	32	6	7	34	2	6	18	8	0	7	3	23	10	10	6	7	26	5	16	1	1	6	19	1	1	19	18	5	5	4	15	15	3	36	26	6	42	7	1	0	2	10	13	14	7	3	24	0	1	19	57
Cellvibrio japonicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Chaetomium globosum	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Chelativorans sp. BNC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Chitinophaga pinensis	0	0	0	2	0	0	0	0	1	0	2	0	1	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	2	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0
Chlamydomonas reinhardtii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Chlamydophila caviae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydophila felis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Chloracidobacterium thermophilum	0	2	3	0	0	1	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	1	1	0	0	0
Chlorella vulgaris	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	13	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9
Chlorobaculum parvum	0	0	0	0	1	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	1	0	0	2	0	1	3	2	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	1	0	0	0	1	3	0
Chlorobaculum tepidum	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	1	0	0	0	0	3	1	0	0	0	1	2	0	3	0	1	2	0	0	0	0	3	1	0	0	2	1	0	0	0	1	1	0	3	0	0	0	1	0	0	2	0	0	0	0	1	1	3	0	0	0	0	0	1	0	0	0	0	1	3	0	5	0	0	2	0	2	0	1	0	0	1	4
Chlorobium chlorochromatii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Chlorobium ferrooxidans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Chlorobium limicola	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlorobium phaeobacteroides	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Chloroflexus aurantiacus	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chloroflexus sp. Y-400-fl	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chloroherpeton thalassium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Chromobacterium violaceum	1	0	0	9	0	1	0	0	30	5	0	24	0	2	0	0	0	10	0	1	0	12	0	0	0	0	3	9	1	9	1	17	1	14	1	0	6	0	2	0	0	1	14	144	0	9	8	3	0	12	10	0	14	0	21	1	0	0	13	2	0	1	5	4	21	5	13	0	0	8	7	0	18	17	0	0	0	2	23	29	0	37	5	8	1	0	5	0	11
Chromohalobacter salexigens	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
Chthoniobacter flavus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Citreicella sp. SE45	0	0	0	2	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	2	2	0	1	0	0	1	0	0	0	0	0	1	0	0	0	5
Citrobacter koseri	0	0	0	0	0	0	3	0	0	368	0	0	4	0	0	0	18	0	0	0	0	0	81	0	1	0	0	0	0	0	16	0	0	0	321	0	3	0	115	0	0	0	0	0	1	32	1	2	0	1	4	0	0	29	4	18	6	0	0	5439	0	9	9	2	0	0	0	0	2	1	0	0	0	6	0	0	0	0	0	1	0	8	2	0	0	0	0	1650	1355
Citrobacter rodentium	0	0	4	0	0	10	0	10	0	1	0	0	1	0	4	0	0	1	0	0	0	0	125	0	0	1	0	0	0	33	2	0	0	0	212	0	0	0	23	0	0	3	2	101	12	0	0	1	29	1	0	0	0	21	0	10	15	1	0	55	2	5	7	9	0	0	0	0	0	0	3	0	0	1	54	0	0	0	0	3	0	1	4	0	47	0	0	1399	1
Citrobacter sp. 30_2	1	2	0	0	0	0	0	0	0	21	11	1	165	0	0	1	0	1	10	0	0	5	5070	3	1	10	3	0	0	0	0	0	0	0	36	0	0	3	18	0	1	0	1	0	26	1572	0	1	9	8	55	0	0	696	0	60	50	43	1	5	0	0	0	23	1	0	0	0	16	0	1	0	0	0	0	1	16	0	0	1	1	0	4	0	0	0	1	260	0
Clavibacter michiganensis	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	2	0	2	0	0	0	0	0	1	0	0	1	0	0	4	2	3	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	4	0
Clostridiales bacterium 1_7_47FAA	726	736	1225	1005	1265	1022	1779	904	6647	1562	428	843	1516	2634	919	1212	873	1473	1039	902	752	305	519	1345	521	802	4602	382	1898	1694	4189	2326	1015	1077	2495	2186	1700	3223	612	5207	1176	641	651	17	864	355	848	2281	1005	691	1376	5656	338	4612	1775	630	710	347	313	359	545	20115	705	365	665	924	867	2094	1602	1409	6506	1040	592	1883	742	1650	5497	2004	1301	795	1829	1553	258	1436	1099	2911	2022	303	571
Clostridium acetobutylicum	2	1	0	2	0	1	0	0	1	29	26	18	0	0	6	7	12	4	3	7	0	39	9	0	17	25	0	65	0	0	0	0	5	22	0	0	0	30	29	0	4	3	11	31	31	0	14	0	1	10	0	0	1	0	0	0	12	2	25	0	17	9	0	18	6	3	1	0	10	2	9	6	0	22	7	11	0	0	0	4	17	2	5	0	0	1	0	9	52
Clostridium beijerinckii	3	41	38	2	10	1	22	12	0	22	0	1	12	0	15	14	14	8	38	1	20	35	684	22	54	35	12	21	13	1	3	0	3	2	2	4	6	1	200	0	3	65	39	427	39	31	53	0	2	13	1	0	14	6	1	215	2	20	24	157	9	0	39	42	7	0	1	0	7	61	0	151	33	157	4	2	176	10	5	2	4	22	95	6	442	1	0	0	83
Clostridium botulinum	22	33	63	21	29	11	8	38	3	30	22	20	75	12	44	14	9	13	42	34	9	46	678	34	80	171	12	84	13	6	33	0	10	48	16	8	3	53	148	5	21	48	33	480	95	9	26	30	1	74	53	4	29	14	44	153	35	25	3	80	24	8	26	23	35	38	4	18	11	52	10	124	55	199	32	32	46	31	8	14	32	14	94	9	401	0	8	10	180
Clostridium butyricum	3	1	22	4	0	1	1	1	0	60	0	2	16	0	4	1	8	9	24	10	1	23	589	3	47	56	1	21	0	0	1	1	5	3	3	10	248	0	95	16	2	0	5	5876	33	24	39	0	5	1	0	9	3	278	2	94	179	7	3	115	5	0	0	32	13	6	1	0	0	43	0	111	0	81	2	32	60	0	2	13	25	1	110	1	259	0	2	1	35
Clostridium carboxidivorans	1	1	7	0	0	1	6	0	4	1	1	7	8	0	9	0	6	7	6	0	1	6	39	1	5	5	1	14	0	0	0	0	4	2	1	3	2	4	7	0	0	6	3	10	8	3	5	10	0	7	0	1	5	0	0	5	1	1	1	1	0	1	0	0	6	0	0	1	4	3	1	17	2	14	1	1	1	2	5	1	9	1	8	1	26	0	1	0	14
Clostridium cellulovorans	0	5	16	1	4	2	0	1	5	2	1	2	5	1	40	0	0	3	15	4	2	12	91	3	37	11	1	32	0	9	0	0	1	0	8	0	0	1	17	1	1	0	0	61	0	23	0	7	0	2	3	1	0	0	7	22	3	1	0	10	1	0	0	31	0	16	0	0	0	1	9	8	0	27	10	0	27	0	0	1	1	4	16	0	2	1	3	0	3
Clostridium kluyveri	32	11	15	2	17	13	47	4	0	21	0	6	34	8	3	0	21	9	28	1	14	6	20	11	3	26	7	32	9	7	1	28	5	6	12	7	0	3	16	10	29	26	5	35	20	9	24	26	11	0	7	12	14	11	21	21	37	1	18	30	17	12	34	6	22	10	17	2	16	2	26	23	30	53	72	8	23	2	7	28	0	14	36	16	21	0	8	7	18
Clostridium ljungdahlii	0	0	17	9	0	10	1	0	0	0	0	0	39	0	0	19	16	12	16	4	0	19	5	12	1	34	1	0	0	0	8	0	24	1	0	0	0	12	6	1	19	44	2	1	42	1	0	1	0	16	1	0	0	1	1	0	0	2	0	12	1	0	2	0	19	2	1	6	1	0	0	2	0	2	0	0	0	1	1	1	0	16	1	0	43	0	0	0	17
Clostridium novyi	0	1	2	5	2	11	0	0	0	0	2	1	37	1	1	2	0	5	3	0	8	29	35	4	0	2	1	15	2	0	2	23	3	2	1	2	0	7	9	0	40	18	12	19	4	10	22	2	0	14	7	0	1	0	0	10	10	0	0	0	1	0	2	0	3	10	4	11	1	0	0	8	0	12	3	19	17	0	1	0	5	0	1	0	20	0	0	1	4
Clostridium perfringens	59	56	79	24	12	1	234	471	21	68	4	46	2	11	16	30	46	8	143	1	2	8	4969	23	1006	177	4	51	15	17	11	3	37	38	34	2	10	1	228	2	23	65	60	776	58	31	68	0	28	112	27	3	31	26	25	207	67	37	8	118	42	0	87	15	55	39	15	5	7	49	3	144	22	235	10	25	163	15	38	9	54	1	216	13	445	0	2	1	66
Clostridium sp. BNL1100	0	19	27	1	1	0	53	13	1	0	1	18	2	1	22	0	0	14	3	1	0	52	6	0	43	1	2	71	10	13	29	0	0	42	0	1	1	40	3	10	2	2	13	0	23	2	0	0	0	1	0	0	1	1	0	0	22	0	1	3	1	4	2	12	19	7	7	8	0	0	1	1	22	22	3	0	0	17	0	1	2	2	57	0	3	0	1	0	71
Clostridium sp. SY8519	712	474	594	215	528	215	1680	277	195	422	423	418	345	618	461	480	136	189	502	700	180	514	230	398	316	380	669	400	813	126	391	298	371	642	827	489	60	413	310	355	765	780	584	7	516	227	352	671	153	312	437	129	309	371	982	403	123	310	148	255	330	625	837	269	501	210	347	291	420	359	400	541	473	514	479	1651	249	914	173	316	625	238	546	441	519	507	346	455	346
Clostridium tetani	0	0	2	0	0	0	0	0	1	15	1	1	0	0	9	0	1	3	0	1	0	1	15	0	0	26	0	1	2	0	12	0	3	7	0	0	0	0	12	0	0	17	12	0	0	0	3	0	0	20	1	0	0	7	0	1	0	0	0	0	0	0	0	1	0	1	4	0	1	1	0	3	0	0	24	0	12	0	0	0	1	0	1	0	1	0	0	0	16
Coccidioides immitis	6	0	2	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	6	1	0	0	2	0	2	0	0	1	1	1	2	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	4	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	0	2	2	0	0	2	1	0	0	0	0	0	0	0	2
Collimonas fungivorans	0	0	0	0	0	0	0	0	0	6	0	21	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	4	0	0	2	0	0	0	1	0	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0
Collinsella aerofaciens	1645	926	2172	1316	59	691	13	6921	2606	1145	2384	1773	372	45	8	3931	15	774	1789	404	1730	2222	30	19	2082	83	1626	1113	264	16	12	3591	1530	3634	7832	2448	475	3358	880	1	80	429	3391	52	597	5730	3438	23	4100	2299	6014	7	2649	2241	2657	1213	7	2918	2666	108	593	4	6537	10113	2233	3769	369	3837	65	1131	6545	25	9226	43	2053	5297	19	8157	21	895	2541	7542	1257	900	2252	0	4532	3695	2261
Colwellia psychrerythraea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Comamonas testosteroni	0	0	0	0	21	0	0	0	7	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	5	0	1	0	0	0	16	9	0	1	0	0	7	1	0	5	12	1	28	3	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	4	14	0	1	0	10	0	1	1	0	3	2	0	5	1	2	0	5	7	0	7	7	0	0	0	7	0
Conexibacter woesei	0	1	0	0	3	0	6	0	1	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	14	1	0	2	1	1	0	0	0	1	0	0	2	0	0	0	1	0	5	0	0	0	0	0	1	0	0	6	0	1	8	0	0	5	0	1	8	0	0	0	0	2	0	0	0	1	8	0
Coprinopsis cinerea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coprobacillus sp. D7	279	78	314	152	250	285	932	49	44	112	121	80	206	3420	663	292	151	255	569	51	26	88	74	655	135	111	1203	69	2154	467	195	477	358	319	2522	598	449	14	43	2062	342	33	98	325	1390	135	39	171	557	78	494	3295	278	11995	671	271	1196	147	9	33	165	5166	71	131	153	410	7702	446	135	1522	10462	330	39	595	167	294	34	1702	232	49	564	197	149	129	59	32631	689	77	29
Coraliomargarita akajimensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0
