family	MMRS11288076ST	MMRS11664448ST	MMRS11932626ST	MMRS12272136ST	MMRS14379078ST	MMRS14602194ST	MMRS15137911ST	MMRS16644320ST	MMRS17603756ST	MMRS17963147ST	MMRS18295921ST	MMRS20257302ST	MMRS21365932ST	MMRS24340226ST	MMRS25211151ST	MMRS25641480ST	MMRS29805707ST	MMRS31306426ST	MMRS32573774ST	MMRS33294861ST	MMRS34525504ST	MMRS34569532ST	MMRS35808664ST	MMRS36405092ST	MMRS38861560ST	MMRS38954404ST	MMRS39415781ST	MMRS39582183ST	MMRS40913371ST	MMRS41266697ST	MMRS41711735ST	MMRS42570301ST	MMRS42780924ST	MMRS43563715ST	MMRS43939546ST	MMRS44197125ST	MMRS44203591ST	MMRS44587603ST	MMRS47662059ST	MMRS47685461ST	MMRS48639115ST	MMRS51307502ST	MMRS51410669ST	MMRS51728985ST	MMRS51737257ST	MMRS54246132ST	MMRS54316675ST	MMRS55294627ST	MMRS56137463ST	MMRS57276462ST	MMRS57569834ST	MMRS59699117ST	MMRS61683006ST	MMRS62192467ST	MMRS62376181ST	MMRS62666492ST	MMRS64281211ST	MMRS64281551ST	MMRS65205033ST	MMRS65742083ST	MMRS65862658ST	MMRS65945127ST	MMRS66868025ST	MMRS67096717ST	MMRS67690541ST	MMRS68630931ST	MMRS68910755ST	MMRS71238091ST	MMRS71762412ST	MMRS72802364ST	MMRS72980899ST	MMRS73787048ST	MMRS77018926ST	MMRS77321055ST	MMRS77487595ST	MMRS78791111ST	MMRS79893829ST	MMRS80093644ST	MMRS81130264ST	MMRS81135225ST	MMRS81671217ST	MMRS84085284ST	MMRS84159866ST	MMRS84954772ST	MMRS85382779ST	MMRS85438660ST	MMRS85548821ST	MMRS86168210ST	MMRS95277876ST
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae	7	2	1	5	4	5	7	3	6	2	4	12	4	4	1	5	4	5	4	3	2	7	1	0	5	1	6	6	2	3	3	10	4	8	4	2	3	15	8	3	2	14	12	10	8	3	8	4	1	6	3	0	4	3	2	7	4	2	3	8	2	7	18	4	3	6	3	9	8	2	1	5	13	5	11	0	6	11	3	4	7	1	13	9	6	0	6	35	7
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Brachyspiraceae	11	11	11	19	13	16	1	10	5	10	18	15	24	9	5	20	10	5	5	17	6	51	16	15	5	14	6	16	5	5	17	16	2	19	17	4	0	5	5	0	19	6	14	4	14	18	5	14	7	19	1	1	5	2	5	12	0	10	9	23	6	0	17	8	14	9	1	12	0	10	1	8	12	24	12	10	6	4	3	4	15	8	30	7	18	2	6	8	31
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Leptospiraceae	0	0	0	0	0	1	0	1	0	0	0	1	4	0	0	0	0	0	0	2	1	2	1	0	0	0	1	3	1	1	0	0	1	1	0	0	0	1	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	1	2	0	0	0	0	3	1
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae	34	37	54	44	43	37	119	105	27	61	11	52	25	38	12	21	36	56	33	41	14	123	15	27	31	61	25	43	91	22	29	18	7	32	20	51	12	26	83	12	46	41	36	2	134	19	22	38	24	26	17	6	10	73	140	33	9	23	32	28	31	72	24	12	55	18	49	26	40	93	40	82	37	158	40	19	25	50	11	11	25	20	26	8	20	11	72	23	35
d__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae	3	5	5	2	5	5	20	1	5	3	4	9	5	3	0	5	1	4	3	1	1	2	2	2	4	4	5	10	3	7	4	4	3	5	3	11	0	12	2	1	2	17	7	0	8	5	9	5	1	3	12	3	4	2	2	3	4	1	12	5	1	2	15	3	3	11	3	4	9	0	8	2	4	7	4	0	9	8	3	4	2	0	3	5	6	1	3	15	5
d__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae	6	5	2	4	2	4	4	1	2	7	2	2	20	3	13	2	2	1	3	4	1	7	1	7	5	10	4	16	3	1	1	4	6	4	4	6	7	4	3	0	5	4	7	28	8	4	4	1	5	9	20	0	5	4	3	7	7	5	2	12	3	2	1	2	8	11	4	5	0	4	10	7	2	4	12	0	2	5	4	3	12	2	7	2	3	11	5	3	15
d__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	1	1	10	0	1	0	0	0	1
d__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae	3	0	0	1	2	0	0	0	0	0	2	0	1	0	4	1	2	0	0	3	0	2	0	2	1	2	0	9	2	0	0	0	1	0	0	0	0	0	1	0	2	0	1	1	3	1	0	0	2	2	0	2	2	0	1	2	0	0	1	1	0	0	0	1	2	2	0	0	0	0	0	2	0	0	1	0	0	0	0	1	4	2	2	1	0	0	0	2	10
d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae	4	3	4	1	3	3	0	1	5	3	4	2	11	3	14	2	2	2	5	5	2	5	5	4	2	8	3	18	2	2	1	0	7	5	2	5	1	2	3	3	7	2	6	6	7	4	5	3	4	4	0	2	0	4	3	7	2	4	2	10	4	4	0	7	3	5	3	3	2	4	2	9	0	4	6	5	4	7	8	2	8	6	18	3	2	1	2	1	12
d__Bacteria|p__Thermodesulfobacteria|c__Thermodesulfobacteria|o__Thermodesulfobacteriales|f__Thermodesulfobacteriaceae	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae	3	3	3	2	0	2	7	5	2	0	0	2	0	0	5	0	3	0	0	2	2	4	0	4	2	3	7	3	0	1	0	0	6	2	2	6	0	1	4	1	1	2	4	1	7	3	8	1	1	4	3	0	2	1	5	3	0	1	9	2	4	0	2	2	4	0	2	2	3	4	2	0	3	1	5	2	2	0	1	0	3	1	4	0	0	0	1	1	10
d__Bacteria|p__Verrucomicrobia|c__Opitutae|f__Opitutaceae	3	5	1	1	0	0	1	2	0	0	0	6	2	0	0	0	1	2	1	0	3	15	0	0	2	2	2	2	1	5	2	0	5	1	0	4	0	3	2	1	1	3	3	0	5	0	2	1	0	6	0	0	0	1	1	1	0	0	8	6	5	3	2	0	4	2	0	0	6	0	0	0	5	0	8	0	2	5	0	2	2	1	9	2	4	0	1	8	7
d__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Puniceicoccales|f__Puniceicoccaceae	0	0	0	0	1	0	1	0	1	0	0	1	4	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	1	0	0	0	1	0	1	0	0	0	1	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	3	0	0	1	0	0	0	3	2	0	0	1	1	2	0	0	0	0	0	1	1
d__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae	1708	14	6885	3	3	1	12067	1063	12	4	13	5065	1165	10	17772	1032	172	60	925	284	26	82	1279	31	1	50	11	316	4133	4284	678	5778	7557	296	10	39	1797	143	16	12	5	9316	9	56	168	675	7	4	303	15	7438	7	3	6	50	2445	1119	215	641	22	320	3851	8	12483	27	343	12	8633	6600	13442	25251	0	5	32	10011	5	13337	2941	5	0	205	61	18	327	0	8	5272	1678	5623
d__Bacteria|p__Verrucomicrobia|o__Methylacidiphilales|f__Methylacidiphilaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Viruses|f__Baculoviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Viruses|f__Mimiviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Viruses|f__Nudiviridae	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
d__Viruses|f__Phycodnaviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Viruses|f__Polydnaviridae	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Viruses|f__Retroviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Viruses|o__Caudovirales|f__Myoviridae	0	0	0	0	2	0	4	1	0	1	1	1	0	1	1	0	0	0	6	3	0	0	17	0	0	0	0	2	0	51	53	0	0	1	2	0	0	0	4	1	0	0	0	59	0	1	0	0	0	0	1	0	0	0	0	0	30	4	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	1	0	1	0	0	0	0	1	0
d__Viruses|o__Caudovirales|f__Podoviridae	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	2	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1
d__Viruses|o__Caudovirales|f__Siphoviridae	18	4	1	0	500	7	126	27	2	4	0	3	67	1865	1	0	1	0	3	1	0	0	23	59	1	3	2	4	6	4	19	3	1	0	24	10	5	50	225	0	534	0	1	120	3	0	39	1	7	0	1	1	404	2	3	3	4004	132	3	9	5	3	0	114	12	0	3	0	3	1	3	17	3	1	7	0	1	0	53	0	0	4	0	2	8	0	0	0	2
d__Viruses|o__Herpesvirales|f__Herpesviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
