order	MMRS11288076ST	MMRS11664448ST	MMRS11932626ST	MMRS12272136ST	MMRS14379078ST	MMRS14602194ST	MMRS15137911ST	MMRS16644320ST	MMRS17603756ST	MMRS17963147ST	MMRS18295921ST	MMRS20257302ST	MMRS21365932ST	MMRS24340226ST	MMRS25211151ST	MMRS25641480ST	MMRS29805707ST	MMRS31306426ST	MMRS32573774ST	MMRS33294861ST	MMRS34525504ST	MMRS34569532ST	MMRS35808664ST	MMRS36405092ST	MMRS38861560ST	MMRS38954404ST	MMRS39415781ST	MMRS39582183ST	MMRS40913371ST	MMRS41266697ST	MMRS41711735ST	MMRS42570301ST	MMRS42780924ST	MMRS43563715ST	MMRS43939546ST	MMRS44197125ST	MMRS44203591ST	MMRS44587603ST	MMRS47662059ST	MMRS47685461ST	MMRS48639115ST	MMRS51307502ST	MMRS51410669ST	MMRS51728985ST	MMRS51737257ST	MMRS54246132ST	MMRS54316675ST	MMRS55294627ST	MMRS56137463ST	MMRS57276462ST	MMRS57569834ST	MMRS59699117ST	MMRS61683006ST	MMRS62192467ST	MMRS62376181ST	MMRS62666492ST	MMRS64281211ST	MMRS64281551ST	MMRS65205033ST	MMRS65742083ST	MMRS65862658ST	MMRS65945127ST	MMRS66868025ST	MMRS67096717ST	MMRS67690541ST	MMRS68630931ST	MMRS68910755ST	MMRS71238091ST	MMRS71762412ST	MMRS72802364ST	MMRS72980899ST	MMRS73787048ST	MMRS77018926ST	MMRS77321055ST	MMRS77487595ST	MMRS78791111ST	MMRS79893829ST	MMRS80093644ST	MMRS81130264ST	MMRS81135225ST	MMRS81671217ST	MMRS84085284ST	MMRS84159866ST	MMRS84954772ST	MMRS85382779ST	MMRS85438660ST	MMRS85548821ST	MMRS86168210ST	MMRS95277876ST
d__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales	0	0	2	1	0	0	1	0	0	4	0	2	2	0	0	1	1	1	1	2	0	0	0	1	1	2	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	1	2	0	0	2	3	0	0	1	0	0	1	1	0	4	1	0	0	1	0	0	0	0	1	0	1	0	2	1	0	2	0	1	0	1	0	1	0	2	0	0	1	0	1	2	0	1	4
d__Bacteria|p__Aquificae|c__Aquificae|o__Desulfurobacteriales	0	3	0	1	0	0	1	1	4	0	1	0	1	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	3	0	0	1	0	0	0	0	1	1	1	0	0	0	1	2	0	0	2	2	0	1	1	0	0	1	0	0	2	1	1	0	0	0	1	0	2	0	1	1	0	0	1
d__Bacteria|p__Armatimonadetes|c__Chthonomonadetes|o__Chthonomonadales	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	105856	100122	100099	162709	231032	121511	101994	115559	200195	114672	80645	72377	79865	145933	138554	80612	96401	182764	69371	69692	73164	38983	64042	71421	156974	82433	140839	57769	283180	239319	186726	115019	151615	108356	115015	81160	341215	63964	121544	300912	183517	25225	42705	2401	68782	44269	56509	191491	291548	35177	285230	292302	229902	264063	185944	66608	338187	110598	43388	41035	55084	7891	37060	112209	73147	207637	289310	120441	80529	160544	157984	132461	31215	136206	55207	62730	75171	93257	272972	133380	24784	85562	39588	125963	114965	197286	194761	18653	41104
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales	11	14	9	19	3	20	10	7	18	8	18	8	12	8	11	6	11	22	10	8	8	21	10	8	13	11	6	14	0	14	10	15	25	4	9	16	3	16	9	12	7	12	8	0	14	6	19	15	8	8	13	12	22	4	11	14	13	8	39	9	10	11	10	7	13	15	12	20	25	9	14	2	6	15	6	11	25	18	4	14	8	14	23	16	8	10	7	17	11
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	14	23	39	14	9	46	13	143	32	125	44	19	36	64	31	8	48	58	12	16	21	63	49	5	8	44	8	35	5	13	14	27	42	40	12	33	28	32	16	54	10	9	33	10	15	59	31	15	6	18	16	33	23	8	24	27	19	34	22	24	16	8	18	13	21	23	39	25	42	24	19	11	13	13	15	40	67	26	14	34	35	18	18	14	21	29	19	22	36
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales	8	11	3	16	5	7	7	3	6	11	3	17	4	8	5	6	9	9	17	12	23	24	6	11	6	7	14	10	2	16	6	18	4	9	11	18	10	16	5	2	6	4	15	1	20	15	7	12	7	11	8	4	16	5	11	5	5	12	60	6	5	2	4	5	8	13	15	12	18	4	8	0	14	3	9	3	8	4	9	9	13	18	12	18	3	13	4	17	22
d__Bacteria|p__Bacteroidetes|o__Bacteroidetes_Order_II_Incertae_sedis	2	2	5	5	0	1	2	2	0	1	1	2	7	0	1	2	1	0	2	0	0	3	1	0	2	2	0	4	0	1	1	0	4	2	0	2	0	3	2	0	3	6	3	0	2	2	4	1	3	3	0	0	2	0	3	6	1	3	0	1	1	4	4	5	1	3	0	4	0	1	0	0	5	3	3	3	2	3	0	0	2	0	7	2	2	0	0	4	1
d__Bacteria|p__Caldiserica|c__Caldisericia|o__Caldisericales	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	2	6	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	2	0	0	1	0	0	2	0	0	2
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales	1	0	3	2	0	2	2	1	0	0	0	3	1	2	3	1	1	3	0	1	0	2	0	1	0	0	0	4	2	0	0	2	0	0	0	2	0	0	1	3	0	3	0	1	4	0	3	0	0	0	0	0	0	1	1	1	1	0	3	0	2	0	0	1	3	4	0	1	1	0	0	0	1	1	3	0	0	3	0	1	4	0	7	0	1	2	0	0	6
d__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales	5	10	2	7	7	7	3	8	3	4	8	10	10	11	6	8	6	6	6	2	5	13	3	4	4	12	7	16	7	10	2	7	5	10	3	3	12	11	4	3	1	8	3	4	3	2	11	14	2	6	6	6	4	1	4	4	4	3	8	7	4	13	8	13	12	8	3	6	13	4	3	5	13	4	8	3	9	13	2	5	2	5	6	6	5	2	7	9	11
d__Bacteria|p__Chloroflexi|c__Anaerolineae|o__Anaerolineales	0	1	0	0	0	0	1	0	3	0	2	1	0	1	0	2	1	3	1	0	0	1	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0
d__Bacteria|p__Chloroflexi|c__Caldilineae|o__Caldilineales	1	1	2	0	0	0	1	0	1	1	0	3	0	0	0	0	0	0	1	2	1	2	0	0	1	2	2	1	2	0	0	1	2	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	2	0	0	0	0	3	0	0	2	2	1	1	0	0	0	1	1	0	2	0	1	0	1	0	2
d__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales	0	3	2	4	3	1	3	0	0	0	3	0	2	2	1	3	1	0	3	0	0	5	0	2	2	0	1	0	1	2	2	2	0	1	4	0	0	3	0	0	3	2	0	0	4	2	2	1	2	1	0	0	2	0	0	0	2	0	4	1	1	1	1	1	0	0	0	1	1	0	0	2	2	0	1	0	1	2	0	1	1	0	5	1	1	0	0	6	1
d__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Herpetosiphonales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Chloroflexi|c__Dehalococcoidia|o__Dehalococcoidales	1	1	0	0	0	4	4	1	0	0	4	3	1	2	8	0	2	5	0	3	0	4	9	0	0	2	0	1	0	0	0	1	6	1	21	3	1	2	2	1	0	1	0	0	1	5	3	0	7	0	3	1	0	2	0	4	0	1	2	4	0	20	1	10	3	0	0	1	0	1	1	1	2	5	2	1	0	0	0	3	1	3	1	0	0	0	4	0	0
d__Bacteria|p__Chloroflexi|c__Thermomicrobia|o__Sphaerobacterales	0	0	0	0	0	0	2	0	1	0	0	1	1	0	0	0	1	0	0	1	0	3	0	1	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	2	0	1	4	0	0	0	1	0	0	4	0	1	1	1	4	0
d__Bacteria|p__Chloroflexi|c__Thermomicrobia|o__Thermomicrobiales	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1
d__Bacteria|p__Chrysiogenetes|c__Chrysiogenetes|o__Chrysiogenales	5	0	0	1	1	1	0	1	0	1	1	0	0	0	1	1	1	0	3	0	1	2	0	0	0	0	2	0	0	0	1	0	0	2	0	0	0	4	1	0	3	2	2	0	1	1	1	0	1	4	0	0	0	0	2	1	0	0	0	0	1	0	3	1	1	1	2	1	0	1	2	0	4	1	1	0	1	0	0	0	1	0	4	2	0	0	2	2	0
d__Bacteria|p__Cyanobacteria|c__Gloeobacteria|o__Gloeobacterales	0	1	0	3	1	2	3	1	0	0	3	4	0	0	0	1	0	0	0	2	0	1	1	1	1	0	0	1	0	0	0	2	0	0	1	1	0	2	3	0	0	5	1	0	0	0	2	1	1	1	5	1	1	0	1	1	2	0	1	2	2	2	3	1	1	0	1	5	3	4	2	1	2	0	3	0	1	1	0	1	0	0	2	0	0	0	1	6	1
d__Bacteria|p__Cyanobacteria|o__Chroococcales	10	5	7	8	3	13	15	6	5	4	10	14	10	4	4	9	3	6	6	14	9	8	1	2	7	11	5	11	1	3	3	5	4	8	7	6	1	20	9	4	2	28	8	2	5	11	16	6	3	9	6	1	8	2	6	15	7	1	21	4	2	4	22	16	6	8	8	4	8	6	4	11	23	6	10	8	8	4	3	4	10	6	15	6	5	3	5	22	12
d__Bacteria|p__Cyanobacteria|o__Nostocales	1	2	3	6	2	4	1	4	0	3	2	0	2	2	4	4	2	1	4	1	3	1	2	0	1	6	5	1	2	7	1	2	3	0	2	1	1	2	3	2	2	2	0	1	5	2	2	3	3	2	1	2	3	0	2	8	1	3	2	3	1	0	1	4	1	1	1	1	4	1	1	0	2	2	3	0	6	3	0	3	2	1	6	3	4	7	8	1	3
d__Bacteria|p__Cyanobacteria|o__Oscillatoriales	3	0	4	3	2	1	1	0	0	1	5	1	1	0	1	1	0	0	4	1	2	3	1	3	1	2	1	2	1	1	0	1	2	4	6	5	0	1	0	1	0	4	4	1	1	0	1	1	0	2	1	0	1	2	2	1	3	2	1	7	0	3	9	0	1	0	0	1	2	0	6	3	6	3	1	2	1	0	0	1	2	1	3	1	1	1	0	7	0
d__Bacteria|p__Cyanobacteria|o__Pleurocapsales	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|o__Prochlorales	1	0	1	1	1	0	0	1	0	1	1	2	3	3	0	1	0	0	4	1	0	1	2	0	1	3	0	1	0	0	1	0	1	0	0	2	0	1	3	0	0	2	4	0	0	1	2	0	0	0	0	0	1	1	1	2	2	0	1	1	0	0	0	3	0	1	0	0	0	3	1	3	0	2	0	1	4	0	0	0	4	0	2	0	0	0	0	0	4
d__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales	1	0	1	0	0	2	2	2	2	1	0	3	0	2	2	0	0	3	1	1	4	2	2	1	1	1	1	6	0	2	2	2	2	1	0	1	0	1	0	4	2	0	4	0	0	0	1	0	0	8	0	1	0	5	1	4	0	0	9	0	2	2	0	3	0	1	2	1	0	0	2	2	0	1	9	1	6	2	2	7	0	0	2	4	0	0	0	1	0
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales	6	5	8	6	6	7	15	5	2	2	9	10	10	3	8	4	0	1	11	5	2	9	3	3	8	7	1	16	1	1	11	3	2	5	4	3	3	5	8	2	5	32	12	4	0	3	10	5	3	7	6	3	0	0	2	9	7	4	8	5	2	10	22	9	7	2	2	7	12	1	3	4	24	5	9	3	8	14	2	1	2	4	5	3	7	0	3	24	11
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales	2	6	2	2	4	6	8	1	5	2	5	5	5	2	3	3	1	1	4	3	2	8	1	2	4	8	2	4	4	1	5	4	4	2	5	6	0	7	3	5	5	17	8	0	4	13	8	4	2	6	4	0	3	1	1	3	3	2	5	6	3	0	15	7	6	5	5	4	5	3	3	3	15	6	8	10	4	15	0	3	5	4	6	6	4	1	0	31	5
d__Bacteria|p__Dictyoglomi|c__Dictyoglomia|o__Dictyoglomales	1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0	0	7	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	1	1	0	0	1	1	0	0	1	0	0	0	1	1	3	4	0	1	0	0	1	0	0	0	2	0	1	0	1	1	1	0	1
d__Bacteria|p__Elusimicrobia|c__Elusimicrobia|o__Elusimicrobiales	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0
d__Bacteria|p__Fibrobacteres|c__Fibrobacteria|o__Fibrobacterales	3	0	0	1	0	2	0	2	1	0	3	0	2	4	1	2	1	0	0	1	1	0	1	2	2	0	0	2	2	2	0	5	1	7	4	2	0	2	1	0	0	3	1	0	3	0	5	0	2	0	1	1	0	0	0	5	1	0	2	1	2	0	4	3	2	0	3	9	1	0	2	0	0	1	2	1	0	1	1	3	3	0	0	0	0	1	1	13	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	46	41	57	31	36	38	49	183	44	39	49	70	69	35	55	42	34	38	41	46	44	62	43	54	51	55	39	92	40	21	18	39	44	42	48	65	23	70	41	27	52	51	54	170	50	52	55	17	32	56	30	28	40	42	47	43	30	46	70	51	33	94	39	52	58	41	59	44	30	51	45	55	85	56	62	64	26	59	30	34	83	52	64	30	38	44	27	48	61
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	672	994	597	1104	1036	1124	3430	31776	8683	1241	2586	568	1649	2194	1473	556	2209	459	1964	576	1238	308	9107	636	646	647	932	561	1420	512	1496	1054	303	1406	897	1149	276	20060	439	478	1721	359	785	226549	261	969	1811	506	991	2901	3033	376	479	2024	4969	2050	390	506	15603	664	10458	1650	324	858	2642	606	592	967	284	585	2492	960	230	3753	464	743	349	2108	4633	233	589	1880	713	291	774	955	1347	80	1005
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	82021	80768	96343	109734	160940	130554	48662	132106	38496	127280	69231	70015	78820	58006	66386	110353	144623	16012	79122	114115	48745	46264	56860	102636	62290	77281	84633	58213	126048	56091	84552	82327	44734	114683	184494	27752	13558	74266	62612	45466	210045	57085	142087	3791	108267	92701	68836	44814	77218	124861	36122	83214	59397	34619	101499	100971	12143	76750	52662	107525	137018	37684	135463	74275	116981	78419	26393	75582	60498	65938	33304	108856	79772	167216	65495	119282	144580	47734	72137	62290	111625	53940	127804	66382	99651	44862	58268	54242	66771
d__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales	4	2	3	1	1	1	4	7	5	1	10	8	8	1	8	2	2	4	3	4	0	4	2	3	5	6	2	15	0	0	2	3	2	2	1	3	0	5	1	0	3	6	3	5	6	4	2	0	3	5	4	1	1	0	1	3	0	0	2	0	2	0	0	5	4	1	2	4	3	3	3	3	1	0	7	15	1	2	2	1	6	1	6	0	2	4	1	2	12
d__Bacteria|p__Firmicutes|c__Clostridia|o__Natranaerobiales	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales	20	12	16	10	10	13	37	13	9	9	9	21	30	7	18	21	12	9	25	13	6	21	13	11	19	21	7	53	6	9	12	9	17	8	11	13	5	28	15	9	8	44	18	5	18	13	34	20	9	15	3	5	13	5	7	23	10	11	13	17	13	14	16	8	21	8	4	9	12	15	8	8	38	23	43	8	11	18	10	8	19	6	29	13	15	7	15	24	54
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	345	344	461	339	292	227	4756	241	151	212	246	266	136	369	441	360	297	291	151	214	245	375	55	267	940	242	1354	186	146	99	265	262	411	189	288	525	80	370	178	173	507	206	1300	47	166	962	272	255	225	343	113	162	149	373	276	337	92	219	98	677	152	278	562	399	633	127	862	286	195	334	230	584	614	688	163	423	203	4227	98	173	445	209	357	246	210	159	2179	171	168
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	173	67	59	40	380	40	30	7735	10534	258	295	61	74	10509	52	6386	40	318	581	104	248	66	693	111	368	41	8035	108	6982	43	841	49	44	5248	264	40	54	233	140	26	249	73	52	2451	41	246	2177	9703	42	353	47490	202	34	67	60	283	426	135	2536	439	2041	70	92	1593	58	40264	25	44	33	268	34613	64	136	1283	54	3465	56	107	764	91	81	54	264	31	361	92	230	177	1278
d__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	16	7	9	9	13	42	614	7	85	12	23	6	13	9	23	3	4	516	13	3	4	12	11	6	3	18	7	14	1	2	2	4	564	3	312	310	5	2	4	0	15	2	5	163	5	4	86	21	74	11	2	5	8	69	4	15	6	4	644	7	104	181	1	10	10	4	27	2	28	145	48	5	4	33	26	6	4	4	7	21	20	3	11	2	29	2	3	1	16
d__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes|o__Gemmatimonadales	1	1	0	1	1	0	1	0	4	0	1	4	1	0	1	0	1	0	0	1	0	0	0	0	0	2	3	2	0	1	0	0	1	0	1	2	0	1	0	3	0	6	1	0	2	1	2	1	0	0	1	1	0	0	0	2	0	0	0	1	0	0	0	0	3	2	0	1	1	0	0	0	6	0	3	0	0	1	0	0	0	2	0	0	1	0	0	0	0
d__Bacteria|p__Ignavibacteriae|c__Ignavibacteria|o__Ignavibacteriales	2	1	1	1	0	1	2	0	0	0	0	2	0	0	0	5	2	1	3	0	2	3	0	0	1	0	0	1	0	0	3	1	0	0	0	1	0	0	1	0	0	2	1	4	2	0	0	2	0	0	0	0	1	0	1	5	1	0	1	1	4	0	1	0	1	0	1	1	6	0	0	0	1	2	1	0	0	1	0	0	0	1	3	2	0	0	0	1	0
d__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales	0	0	0	1	2	0	1	0	0	0	0	0	4	0	0	1	0	0	0	2	1	2	1	0	0	1	1	0	0	1	1	1	0	2	1	1	1	0	2	1	0	2	2	0	1	0	0	1	0	2	0	0	0	2	1	2	0	0	0	2	1	3	2	0	0	0	2	1	1	0	1	1	3	2	1	0	0	0	0	2	1	0	2	1	1	0	0	1	3
d__Bacteria|p__Planctomycetes|c__Phycisphaerae|o__Phycisphaerales	1	1	2	0	0	0	1	0	1	0	0	3	2	0	0	2	0	0	2	1	0	1	0	0	0	0	0	2	1	1	3	0	0	0	0	2	0	1	0	2	1	3	0	0	2	1	2	0	0	1	0	0	1	0	0	0	1	1	2	0	0	0	1	0	1	0	0	0	0	0	0	2	1	0	6	0	1	5	0	0	0	0	2	0	0	0	1	7	0
d__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Planctomycetales	2	2	3	2	3	2	5	1	1	1	1	8	4	1	5	2	3	1	0	2	0	3	0	3	1	1	2	6	2	1	1	10	2	4	1	1	0	4	2	1	1	5	3	4	3	1	2	2	3	3	3	0	0	0	6	3	0	4	5	1	2	3	6	2	2	2	0	11	18	2	1	4	4	1	6	0	5	2	0	3	0	4	0	0	1	0	4	11	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	4	2	2	3	5	2	7	5	4	2	5	10	0	4	1	3	1	1	1	4	4	8	5	0	3	4	2	2	1	3	1	3	3	2	3	3	1	8	2	5	2	25	4	1	4	7	6	4	1	6	0	1	1	0	3	3	3	0	5	3	2	3	17	5	1	4	1	2	3	4	7	6	15	2	6	1	4	9	2	0	3	6	5	1	2	4	1	19	3
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Magnetococcales	2	1	0	0	0	0	0	0	0	0	0	1	5	0	0	4	1	0	1	2	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	2	1	1	0	2	0	1	0	0	1	1	2	0	0	3	0	0	0	0	0	0	0	0	1	2	2	3	0	1	0	0	1	0	0	1	0	1	0	0	0	0	2	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Parvularculales	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales	38	31	31	20	19	19	24	29	36	12	34	42	43	3	17	24	12	26	16	20	29	48	23	20	25	29	27	48	15	27	9	57	14	34	18	25	6	49	20	27	15	102	30	52	40	40	61	29	9	28	16	8	10	10	24	38	11	26	28	33	20	35	71	22	33	20	9	28	22	11	28	35	77	33	47	23	26	42	8	15	22	30	57	32	43	11	16	121	29
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	5	12	9	5	9	5	5	8	7	1	19	15	17	2	10	9	7	11	9	7	3	10	7	1	3	5	9	16	9	6	6	9	12	9	4	8	0	23	11	3	6	23	8	13	7	8	11	11	3	7	13	4	5	2	13	8	11	12	9	9	13	5	32	9	9	7	2	5	4	5	7	8	23	8	11	5	9	8	2	7	1	3	11	15	12	3	7	50	8
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	14	11	10	8	6	15	19	11	7	6	13	19	12	4	4	12	7	6	11	8	4	14	9	8	14	13	8	17	10	7	8	19	7	10	8	10	1	23	8	3	4	41	12	1	9	3	19	11	3	14	6	3	9	2	7	12	10	4	10	9	8	14	38	6	18	11	16	11	20	8	9	11	44	10	11	9	9	19	2	3	6	8	33	13	20	6	12	47	10
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales	4	0	2	2	1	0	1	1	1	0	2	2	2	0	5	1	0	3	0	1	5	9	3	0	2	5	1	5	0	0	0	1	2	1	2	0	1	2	4	0	0	2	1	1	2	0	2	0	2	5	3	1	1	1	5	1	0	2	1	2	2	7	0	1	5	0	0	6	2	0	1	2	0	3	4	1	0	0	0	1	2	0	1	3	0	3	1	1	7
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	7	5	6	3	5	5	6	3	1	9	2	11	7	2	2	11	6	3	11	5	5	9	1	9	7	5	3	6	0	11	2	8	10	8	2	3	1	10	6	2	9	21	6	1	8	3	5	3	1	3	1	0	1	5	7	9	5	14	5	7	7	17	15	4	5	0	3	6	1	5	7	3	17	4	9	1	4	5	1	4	2	11	11	4	11	3	5	17	7
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	36	52	50	35	36	27	56	38	101	21	80	93	43	20	25	61	18	36	43	28	38	73	52	25	55	32	28	80	50	38	32	44	44	60	25	53	7	95	42	22	35	147	53	394	43	47	58	67	26	57	34	17	26	14	38	44	38	35	59	46	32	46	95	39	34	33	17	64	35	30	34	41	130	27	51	56	70	91	32	32	31	89	60	50	63	17	40	203	58
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Gallionellales	1	1	2	2	3	1	1	3	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	2	1	3	0	0	0	2	1	0	0	1	2	1	2	0	1	0	2	1	1	5	0	1	1	1	1	0	0	1	0	1	1	0	0	1	1	2	0	0	0	1	0	0	2	0	1	0	0	1	1	1	0	0	0	0	1	2	0	2	0	1	0	6	3	0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Hydrogenophilales	0	2	1	0	1	0	1	2	2	0	5	2	0	0	0	0	0	1	0	0	0	0	2	1	0	2	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	5	0	12	1	0	1	1	1	0	2	0	2	0	2	0	1	0	0	1	0	0	0	0	0	1	0	1	1	0	3	0	0	1	0	0	0	2	5	0	0	0	0	0	1	0	0	1	3
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Methylophilales	3	2	2	0	1	1	0	0	10	0	7	3	0	1	3	1	2	3	2	3	0	0	2	0	3	1	0	2	1	2	1	5	6	5	2	1	0	5	4	0	0	3	3	39	1	4	1	1	1	1	1	0	1	2	2	0	1	1	1	0	1	1	2	0	0	1	1	4	1	0	2	1	4	0	1	7	6	2	0	1	0	1	1	6	5	0	1	8	3
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	5	16	5	6	10	2	5	6	9	4	6	4	9	4	6	2	2	6	5	2	7	9	8	5	2	6	2	9	3	3	9	7	7	4	2	3	1	5	3	4	4	26	7	66	5	7	10	4	2	9	5	0	5	8	7	4	3	3	4	21	8	7	10	3	8	3	5	6	5	3	12	3	8	6	5	4	6	4	3	7	2	3	9	6	2	0	3	30	8
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales	0	0	0	0	0	0	0	2	5	1	2	2	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	2	0	0	2	1	17	0	2	1	1	0	1	1	0	0	1	1	1	2	0	0	1	2	0	2	0	0	0	0	0	0	0	1	0	2	1	0	3	2	0	0	1	0	1	0	0	0	0	0	1	0
