otu_id	rdp_consensus_taxonomy	rdp_confidence_score	Adenoma10.2757.S10.L001	Adenoma11.2775.S11.L001	Adenoma1.2065.S1.L001	Adenoma12.2799.S12.L001	Adenoma13.2803.S13.L001	Adenoma14.2817.S14.L001	Adenoma15.2847.S15.L001	Adenoma16.2873.S16.L001	Adenoma17.2937.S17.L001	Adenoma18.2967.S18.L001	Adenoma19.2971.S19.L001	Adenoma20.2995.S20.L001	Adenoma21.3129.S21.L001	Adenoma2.2113.S2.L001	Adenoma22.3133.S22.L001	Adenoma23.3141.S23.L001	Adenoma24.3217.S24.L001	Adenoma25.3273.S25.L001	Adenoma26.3373.S26.L001	Adenoma27.3379.S27.L001	Adenoma28.3391.S28.L001	Adenoma29.3399.S29.L001	Adenoma30.3509.S30.L001	Adenoma3.2123.S3.L001	Adenoma4.2143.S4.L001	Adenoma5.2243.S5.L001	Adenoma6.2453.S6.L001	Adenoma7.2475.S7.L001	Adenoma8.2555.S8.L001	Adenoma9.2717.S9.L001	Cancer10.2567.S70.L001	Cancer11.2573.S71.L001	Cancer12.2575.S72.L001	Cancer1.2355.S61.L001	Cancer13.2579.S73.L001	Cancer14.2611.S74.L001	Cancer15.2613.S75.L001	Cancer16.2619.S76.L001	Cancer17.2625.S77.L001	Cancer18.2629.S78.L001	Cancer19.2633.S79.L001	Cancer20.2667.S80.L001	Cancer21.2671.S81.L001	Cancer22.2703.S82.L001	Cancer2.2455.S62.L001	Cancer23.2705.S83.L001	Cancer24.2727.S84.L001	Cancer25.2735.S85.L001	Cancer26.2763.S86.L001	Cancer27.2771.S87.L001	Cancer28.2777.S88.L001	Cancer29.2801.S89.L001	Cancer30.2863.S90.L001	Cancer3.2513.S63.L001	Cancer4.2521.S64.L001	Cancer5.2523.S65.L001	Cancer6.2535.S66.L001	Cancer7.2537.S67.L001	Cancer8.2543.S68.L001	Cancer9.2547.S69.L001	Healthy10.3087.S40.L001	Healthy11.3123.S41.L001	Healthy1.2027.S31.L001	Healthy12.3211.S42.L001	Healthy13.3241.S43.L001	Healthy14.3245.S44.L001	Healthy15.3247.S45.L001	Healthy16.3251.S46.L001	Healthy17.3257.S47.L001	Healthy18.3293.S48.L001	Healthy19.3339.S49.L001	Healthy20.3341.S50.L001	Healthy21.3347.S51.L001	Healthy22.3363.S52.L001	Healthy2.2779.S32.L001	Healthy23.3367.S53.L001	Healthy24.3403.S54.L001	Healthy25.3405.S55.L001	Healthy26.3407.S56.L001	Healthy27.3439.S57.L001	Healthy28.3499.S58.L001	Healthy29.3529.S59.L001	Healthy30.3291.66.S60.L001	Healthy3.3021.S33.L001	Healthy4.3023.S34.L001	Healthy5.3043.S35.L001	Healthy6.3061.S36.L001	Healthy7.3063.S37.L001	Healthy8.3073.S38.L001	Healthy9.3075.S39.L001
Clostridium_amygdalinum:Clostridium_bolteae:Clostridium_clostridioforme:Clostridium_indolis:Clostridium_methoxybenzovorans:Clostridium_saccharolyticum_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Clostridium_XlVa	NA	NA	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1
Clostridium_amygdalinum:Clostridium_celerecrescens:Clostridium_indolis:Clostridium_methoxybenzovorans:Clostridium_saccharolyticum:Clostridium_sphenoides_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Clostridium_XlVa	NA	NA	0	2	0	0	1	0	0	0	4	0	0	0	0	0	0	1	0	0	0	36	1	1	0	0	0	0	0	0	19	7	0	0	0	0	0	0	17	16	1	0	1	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	11	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_amygdalinum:Clostridium_indolis:Clostridium_methoxybenzovorans:Clostridium_saccharolyticum_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Clostridium_XlVa	NA	NA	1	116	9	0	12	1	0	0	46	1413	2	27	0	15	0	57	47	1	5	21	0	108	1	45	10	0	14	1	129	0	0	125	45	9	118	3	7	14	15	17	44	10	10	91	3	4	10	71	0	161	0	47	0	0	5	7	0	5	13	0	8	1	11	44	12	7	0	0	1	0	11	1	25	26	6	6	0	36	4	0	2	0	20	4	0	12	0	2	3	8
Clostridium_asparagiforme:Clostridium_celerecrescens:Clostridium_lavalense:Clostridium_sphenoides_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Clostridium_XlVa	NA	NA	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Clostridium_asparagiforme:Clostridium_hylemonae:Clostridium_lavalense_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Clostridium_XlVa	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	3	0	1	0	0	0	0	0	3	0	0	0	1	0	0	0	0	4	0	0	0	0	0	2	0	0	9	5	0	0	6	1	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0
Clostridium_asparagiforme:Clostridium_lavalense_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Clostridium_XlVa	NA	NA	0	14	37	0	0	1	1	0	0	87	29	112	0	0	0	2	0	0	0	74	11	0	0	0	0	0	3	0	293	0	0	1	11	0	26	2	0	218	4	39	1	2	3	14	30	1	0	0	2	53	5	140	2	17	34	2	1	60	4	38	32	1	13	150	78	2	3	7	27	0	2	1	0	0	10	0	0	2	178	0	0	3	0	7	0	3	5	0	36	36
Clostridium_bartlettii_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridium_XI	NA	NA	211	5	0	0	288	14	547	1	253	2	6	55	1	78	2	89	1	13	2	37	983	156	15	4	0	11	23	89	22	2	43	9	0	5	5	224	0	1	34	372	1	1	37	0	0	1526	321	1408	2106	482	3	132	534	1	147	2	25	1	129	0	16	177	0	3	4	81	1046	102	1	1	44	0	1	32	932	0	1	0	18	1	27	54	81	6	1705	13	255	1	105	13
Clostridium_bartlettii:Clostridium_difficile_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridium_XI	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_beijerinckii_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_1_Clostridium_sensu_stricto	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_bifermentans:Clostridium_sordellii_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridium_XI	NA	NA	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_boliviensis:Clostridium_celerecrescens:Clostridium_indolis:Clostridium_saccharolyticum_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Clostridium_XlVa	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_boliviensis:Clostridium_celerecrescens:Clostridium_saccharolyticum_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Clostridium_XlVa	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_bolteae:Clostridium_clostridioforme_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Clostridium_XlVa	NA	NA	0	0	2	31	0	0	5	0	4	428	1	9	5	0	0	4	1	0	1	10	0	3	1	2	2	1	34	2	5	0	0	79	8	4	7	5	7	61	11	1	42	1	27	9	4	8	2	0	25	2	26	13	4	0	7	14	4	10	13	8	5	0	10	6	5	4	0	30	5	0	2	0	2	0	0	0	0	0	21	0	2	0	0	1	0	11	81	7	10	87
Clostridium_butyricum_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_1_Clostridium_sensu_stricto	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_carnis:Clostridium_quinii_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_1_Clostridium_sensu_stricto	NA	NA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_celatum_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_1_Clostridium_sensu_stricto	NA	NA	576	426	24	0	0	2	8	0	0	19	143	30	2	91	961	581	11	265	0	216	293	19	1	2	0	61	47	289	2	4	18	6	0	1	1927	794	2	6	1	536	1	1	22	1	12	30	81	9	744	8	0	1	153	4	1115	0	22	2	1	20	42	702	1	1	0	11	1106	0	0	148	123	0	2	3	362	2	584	0	4	0	15	58	4	35	894	3	172	0	2	1
Clostridium_celatum:Clostridium_chauvoei_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_1_Clostridium_sensu_stricto	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_celatum:Clostridium_chauvoei:Clostridium_quinii_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_1_Clostridium_sensu_stricto	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Clostridium_celatum:Clostridium_tyrobutyricum_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_1_Clostridium_sensu_stricto	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Clostridium_celerecrescens:Clostridium_hathewayi:Clostridium_sphenoides:Clostridium_sulfatireducens_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Clostridium_XlVa	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_celerecrescens:Clostridium_sphenoides_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Clostridium_XlVa	NA	NA	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_chartatabidum_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_1_Clostridium_sensu_stricto	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_chauvoei_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_1_Clostridium_sensu_stricto	NA	NA	34	8	1	0	2	1	1	0	0	0	8	3	0	6	50	35	0	12	0	7	33	1	1	0	0	7	0	17	0	0	1	0	0	0	107	62	0	0	0	43	0	0	2	0	0	3	3	1	57	1	0	0	9	1	78	0	3	0	0	0	0	44	0	0	0	1	73	0	0	5	11	0	0	0	57	0	19	0	0	0	1	4	0	2	40	0	6	0	0	0
Clostridium_chauvoei:Clostridium_quinii_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_1_Clostridium_sensu_stricto	NA	NA	5	5	0	0	0	0	0	0	0	1	0	0	0	1	15	1	0	5	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	16	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	4	0	0	0	0	3	0	10	0	0	0	0	0	0	1	19	0	2	0	0	0
Clostridium_chauvoei:Clostridium_quinii:Clostridium_septicum_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_1_Clostridium_sensu_stricto	NA	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_chauvoei:Clostridium_sartagoforme_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_1_Clostridium_sensu_stricto	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_chauvoei:Clostridium_sartagoforme:Clostridium_tertium_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_1_Clostridium_sensu_stricto	NA	NA	0	0	4	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	36	0	0	0	30	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	3	50	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	5	0	0	0	2	1
Clostridium_chauvoei:Clostridium_septicum_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_1_Clostridium_sensu_stricto	NA	NA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Clostridium_citroniae_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Clostridium_XlVa	NA	NA	2	2	0	0	0	0	0	0	0	22	0	0	0	0	1	0	5	0	0	1	1	0	0	6	0	0	1	1	1	0	0	1	0	1	5	1	0	1	0	0	2	0	2	2	0	3	0	0	0	2	2	1	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	11	0	1	0
Clostridium_cocleatum_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Clostridium_XVIII	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_cocleatum:Clostridium_ramosum:Clostridium_saccharogumia_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Clostridium_XVIII	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Clostridium_cocleatum:Clostridium_ramosum:Clostridium_saccharogumia:Clostridium_spiroforme:Coprobacillus_cateniformis_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_unassigned	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Clostridium_cocleatum:Clostridium_spiroforme_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Clostridium_XVIII	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_colinum_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Clostridium_XlVb	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_difficile_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridium_XI	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	21	0	0	0	1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0
Clostridium_ghonii:Clostridium_sordellii_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridium_XI	NA	NA	0	0	0	0	0	0	1	86	0	0	0	1	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0
Clostridium_glycolicum_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridium_XI	NA	NA	16	2	0	0	0	5	1	0	0	1281	0	0	0	0	0	333	0	126	0	0	96	0	0	0	0	7	1	0	2	2	8	0	0	0	0	0	0	1	0	0	0	0	2	0	0	32	0	0	0	3	0	1	28	5	466	0	18	0	0	0	0	0	1	0	0	0	916	0	2	0	104	0	0	1	1583	0	0	0	0	3	0	124	1	0	5	1	116	1	0	4
Clostridium_glycolicum:Clostridium_mayombei_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridium_XI	NA	NA	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	29	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_glycolicum:Clostridium_metallolevans_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridium_XI	NA	NA	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_glycyrrhizinilyticum_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Clostridium_XlVa	NA	NA	97	4	1	0	91	33	3	18	64	304	2	75	0	0	0	19	0	0	1	1	1	37	0	0	73	0	1	0	29	1	1	0	15	2	16	2	1	0	5	24	0	8	0	0	2	297	26	31	0	1	0	170	6	0	37	4	0	0	106	0	0	43	0	221	0	2	1	43	0	2	0	0	12	15	0	1	0	90	64	1	2	12	18	3	30	117	0	0	6	12
Clostridium_glycyrrhizinilyticum:Clostridium_nexile:Clostridium_oroticum_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Clostridium_XlVa	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_glycyrrhizinilyticum:Clostridium_nexile:Clostridium_oroticum:Lactonifactor_longoviformis_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_unassigned	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Clostridium_glycyrrhizinilyticum:Clostridium_oroticum_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Clostridium_XlVa	NA	NA	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_glycyrrhizinilyticum:Coprococcus_comes_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_unassigned	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_glycyrrhizinilyticum:Roseburia_inulinivorans_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_unassigned	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Clostridium_glycyrrhizinilyticum:Ruminococcus_lactaris_Firmicutes_Clostridia_Clostridiales_unassigned_unassigned	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_hathewayi_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Clostridium_XlVa	NA	NA	8	9	14	5	0	2	19	3	0	44	1	4	289	1	4	201	0	79	18	3	14	6	21	14	2	58	6	4	3	4	1	140	0	23	58	26	13	16	55	19	16	32	53	0	11	0	51	1	21	13	0	1	3	14	0	10	15	2	12	0	2	1	197	5	5	12	3	3	1	133	16	22	60	37	0	6	6	8	3	3	8	3	39	19	2	6	36	6	12	180
Clostridium_hathewayi:Clostridium_sulfatireducens_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Clostridium_XlVa	NA	NA	12	0	0	2	0	18	0	0	0	0	18	0	0	15	199	0	5	2	19	1	9	10	0	11	0	577	0	7	3	141	13	4	11	8	5	5	491	3	10	16	1	16	3	5	751	0	53	0	0	0	2	2	37	9	2	109	179	0	4	1	1	0	378	2	7	4	79	0	0	106	2	98	34	0	15	1	172	6	0	4	158	17	113	21	36	123	29	1	73	0
Clostridium_hylemonae_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Clostridium_XlVa	NA	NA	4	131	10	144	210	0	0	1	0	9	111	1	0	61	0	7	2	0	1	1	0	218	36	3	1	0	301	7	44	8	0	3	30	0	104	0	126	1	0	0	74	0	0	0	4	1003	0	296	7	0	6	147	1	0	404	56	1	493	18	23	11	0	0	656	17	0	60	650	0	0	0	0	0	5	1	22	0	705	168	0	0	1	0	1	0	6	2	0	137	94
