otu_id	rdp_consensus_taxonomy	rdp_confidence_score	Adenoma10.2757.S10.L001	Adenoma11.2775.S11.L001	Adenoma1.2065.S1.L001	Adenoma12.2799.S12.L001	Adenoma13.2803.S13.L001	Adenoma14.2817.S14.L001	Adenoma15.2847.S15.L001	Adenoma16.2873.S16.L001	Adenoma17.2937.S17.L001	Adenoma18.2967.S18.L001	Adenoma19.2971.S19.L001	Adenoma20.2995.S20.L001	Adenoma21.3129.S21.L001	Adenoma2.2113.S2.L001	Adenoma22.3133.S22.L001	Adenoma23.3141.S23.L001	Adenoma24.3217.S24.L001	Adenoma25.3273.S25.L001	Adenoma26.3373.S26.L001	Adenoma27.3379.S27.L001	Adenoma28.3391.S28.L001	Adenoma29.3399.S29.L001	Adenoma30.3509.S30.L001	Adenoma3.2123.S3.L001	Adenoma4.2143.S4.L001	Adenoma5.2243.S5.L001	Adenoma6.2453.S6.L001	Adenoma7.2475.S7.L001	Adenoma8.2555.S8.L001	Adenoma9.2717.S9.L001	Cancer10.2567.S70.L001	Cancer11.2573.S71.L001	Cancer12.2575.S72.L001	Cancer1.2355.S61.L001	Cancer13.2579.S73.L001	Cancer14.2611.S74.L001	Cancer15.2613.S75.L001	Cancer16.2619.S76.L001	Cancer17.2625.S77.L001	Cancer18.2629.S78.L001	Cancer19.2633.S79.L001	Cancer20.2667.S80.L001	Cancer21.2671.S81.L001	Cancer22.2703.S82.L001	Cancer2.2455.S62.L001	Cancer23.2705.S83.L001	Cancer24.2727.S84.L001	Cancer25.2735.S85.L001	Cancer26.2763.S86.L001	Cancer27.2771.S87.L001	Cancer28.2777.S88.L001	Cancer29.2801.S89.L001	Cancer30.2863.S90.L001	Cancer3.2513.S63.L001	Cancer4.2521.S64.L001	Cancer5.2523.S65.L001	Cancer6.2535.S66.L001	Cancer7.2537.S67.L001	Cancer8.2543.S68.L001	Cancer9.2547.S69.L001	Healthy10.3087.S40.L001	Healthy11.3123.S41.L001	Healthy1.2027.S31.L001	Healthy12.3211.S42.L001	Healthy13.3241.S43.L001	Healthy14.3245.S44.L001	Healthy15.3247.S45.L001	Healthy16.3251.S46.L001	Healthy17.3257.S47.L001	Healthy18.3293.S48.L001	Healthy19.3339.S49.L001	Healthy20.3341.S50.L001	Healthy21.3347.S51.L001	Healthy22.3363.S52.L001	Healthy2.2779.S32.L001	Healthy23.3367.S53.L001	Healthy24.3403.S54.L001	Healthy25.3405.S55.L001	Healthy26.3407.S56.L001	Healthy27.3439.S57.L001	Healthy28.3499.S58.L001	Healthy29.3529.S59.L001	Healthy30.3291.66.S60.L001	Healthy3.3021.S33.L001	Healthy4.3023.S34.L001	Healthy5.3043.S35.L001	Healthy6.3061.S36.L001	Healthy7.3063.S37.L001	Healthy8.3073.S38.L001	Healthy9.3075.S39.L001
otu146:Bacteroides_faecichinchillae:Bacteroides_faecis:Bacteroides_thetaiotaomicron_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
otu1460:Faecalibacterium_prausnitzii_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium	NA	NA	0	0	8	0	7	1	1	0	1	0	4	2	0	9	2	0	0	3	1	13	3	7	0	0	0	3	28	1	0	3	1	0	0	2	0	2	15	0	1	1	0	1	0	4	3	0	4	0	0	0	2	0	3	2	17	0	1	0	0	0	5	0	0	8	3	13	6	0	26	1	1	8	0	0	1	1	1	1	0	1	1	1	3	1	0	12	35	0	8	0
otu1461:Slackia_exigua_Actinobacteria_Actinobacteria_Coriobacteriales_Coriobacteriaceae_Slackia	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0
otu1462:Clostridium_chauvoei_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_1_Clostridium_sensu_stricto	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu1463:Gracilibacter_thermotolerans_Firmicutes_Clostridia_Clostridiales_Gracilibacteraceae_Gracilibacter	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu1464:Blautia_wexlerae_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu1465:Fusicatenibacter_saccharivorans_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Clostridium_XlVa	NA	NA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu1466:Streptococcus_anginosus_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu1467:Parabacteroides_merdae_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Parabacteroides	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
otu1468:Geosporobacter_subterraneus:Thermotalea_metallivorans_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_4_unassigned	NA	NA	0	0	32	0	13	0	0	0	2	0	15	0	0	10	0	0	0	29	5	11	3	20	0	0	0	3	0	5	0	2	5	0	0	5	2	0	7	0	0	2	0	0	6	0	5	0	9	0	0	0	0	0	9	0	27	0	1	0	0	16	2	0	1	0	0	19	15	0	1	6	0	0	0	0	0	43	1	0	0	0	9	16	0	0	0	9	0	0	0	0
otu1469:Clostridium_hylemonae:Roseburia_faecis:Roseburia_intestinalis_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_unassigned	NA	NA	0	2	0	0	4	1	1	0	0	0	3	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	3	0	0	0	4	2	1	2	0	0	0	0	0	4	0	0	0	0	1	0	1	0	4	1	0	0	0	0	0	0	1	9	1	0	2	5	0	0	0	1	1	0	0	1	0	11	1	0	1	0	0	0	0	0	0	1	3	4
otu147:Herbaspirillum_aquaticum:Herbaspirillum_chlorophenolicum:Herbaspirillum_frisingense:Herbaspirillum_huttiense:Herbaspirillum_rubrisubalbicans:Herbaspirillum_seropedicae_Proteobacteria_Betaproteobacteria_Burkholderiales_Oxalobacteraceae_Herbaspirillum	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu1470:Clostridium_sulfatireducens_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Clostridium_XlVa	NA	NA	0	0	0	1	0	8	0	0	1	0	0	2	0	2	13	1	0	0	3	8	1	0	0	2	0	44	1	0	0	30	0	1	2	1	0	2	23	3	1	3	0	21	1	1	24	0	3	0	0	0	49	1	0	1	5	14	20	0	0	7	0	0	90	1	0	0	14	0	0	20	24	37	1	0	1	2	12	2	1	13	5	5	8	2	1	10	4	0	7	3
otu1471:Coprococcus_comes_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Coprococcus	NA	NA	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
otu1472:Blautia_luti:Blautia_wexlerae_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia	NA	NA	3	2	1	0	0	0	9	3	2	0	0	4	6	2	0	1	6	0	0	1	0	7	0	0	0	1	0	0	1	0	4	0	0	0	0	1	1	1	1	4	0	2	0	2	0	0	3	0	0	0	0	1	2	7	0	0	1	9	7	3	2	0	0	0	0	4	3	0	0	0	1	1	0	0	0	0	0	2	0	1	0	0	3	4	2	1	0	2	9	13
otu1473:Clostridium_methylpentosum:Ruminococcus_albus_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_unassigned	NA	NA	0	7	4	214	2091	2	0	300	0	0	0	0	3	3	0	112	2	0	0	1	1	0	1	0	0	802	4	0	1	875	1	0	1	3683	4601	0	1001	1	1	9	4	428	22	0	0	3	2	2	0	0	1	1	0	96	0	0	1	0	1	346	1561	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	835	1	0	3991	0	0	0	0	1	1	2054	7	0	1
otu1474:Blautia_coccoides:Blautia_producta:Ruminococcus_lactaris_Firmicutes_Clostridia_Clostridiales_unassigned_unassigned	NA	NA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu1475:Moryella_indoligenes_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Moryella	NA	NA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
otu1476:Roseburia_faecis:Roseburia_intestinalis_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
otu1477:Ruminococcus_bromii_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus	NA	NA	9	0	0	0	73	25	23	27	105	1	3	36	48	11	0	9	0	0	5	18	0	0	7	0	1	2	26	2	266	3	24	7	11	0	15	0	2	10	3	24	0	1	0	52	25	0	1	0	0	28	3	11	0	0	28	0	1	0	0	6	4	0	2	6	0	58	6	0	10	7	1	3	0	9	1	5	0	3	3	0	16	0	0	0	1	16	8	0	25	6
otu1478:Clostridium_acetobutylicum:Clostridium_beijerinckii:Clostridium_corinoforum:Clostridium_diolis:Clostridium_favososporum:Clostridium_puniceum:Clostridium_roseum:Clostridium_saccharoperbutylacetonicum_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_1_Clostridium_sensu_stricto	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
otu1479:Acetobacterium_carbinolicum:Acetobacterium_fimetarium:Acetobacterium_malicum:Acetobacterium_paludosum:Acetobacterium_psammolithicum:Acetobacterium_submarinus:Acetobacterium_tundrae:Acetobacterium_wieringae:Alkaliphilus_metalliredigens:Brevibacillus_thermoruber:Butyribacterium_methylotrophicum:Clostridium_histolyticum:Clostridium_hydrogeniformans:Clostridium_hylemonae:Clostridium_lentocellum:Desulfuromonas_svalbardensis:Dialister_micraerophilus:Eubacterium_callanderi:Eubacterium_limosum:Haloplasma_contractile:Holospora_acuminata:Holospora_curviuscula:Mycoplasma_alkalescens:Mycoplasma_arthritidis:Mycoplasma_buccale:Mycoplasma_phocicerebrale:Paenibacillus_aestuarii:Paenibacillus_filicis:Paenibacillus_larvae:Peptococcus_niger:Thiomargarita_namibiensis:Vallitalea_guaymasensis:Zooshikella_ganghwensis:Zooshikella_rubidus_unassigned_unassigned_unassigned_unassigned_unassigned	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu148:Ruminococcus_bromii_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus	NA	NA	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	32	0	163	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	2	0	0	0	0	1	0	2	292	0	0	0	1	0	0	0	0	0	103	0	0	0	0	0	0	0	1	0	1	1	22	0	0	4	0	0	0	0	0	45	65	0	0	0	0	1	1	0	0	0	1	1	0	0
otu1480:Megasphaera_elsdenii:Megasphaera_hominis_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Megasphaera	NA	NA	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	1	0	51	0	0	0	1	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	23	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0
otu1481:Acetomicrobium_faecale:Caldicoprobacter_oshimai:Clostridium_fimetarium:Clostridium_hathewayi:Coprococcus_eutactus:Desulfurispora_thermophila:Fusibacter_paucivorans:Gracilibacter_thermotolerans:Moorella_humiferrea:Moorella_thermoacetica:Paenibacillus_agarexedens:Paenibacillus_agaridevorans:Paenibacillus_alkaliterrae:Paenibacillus_cellulosilyticus:Paenibacillus_darangshiensis:Paenibacillus_edaphicus:Paenibacillus_harenae:Paenibacillus_humicus:Paenibacillus_pasadenensis:Paenibacillus_phyllosphaerae:Paenibacillus_residui:Paenibacillus_sacheonensis:Paenibacillus_sepulcri:Paenibacillus_taihuensis:Paenibacillus_thailandensis:Paenibacillus_wooponensis:Paenibacillus_xylaniclasticus:Robinsoniella_peoriensis:Salimesophilobacter_vulgaris:Thermoactinomyces_intermedius:Thermotalea_metallivorans:Tindallia_texcoconensis_unassigned_unassigned_unassigned_unassigned_unassigned	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu1482:Clostridium_hathewayi:Clostridium_indolis_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Clostridium_XlVa	NA	NA	30	21	7	57	0	1	8	3	29	13	0	28	21	1	0	9	3	7	1	21	0	5	7	2	23	5	5	5	6	9	24	9	2	9	17	3	2	1	4	3	19	4	2	0	30	3	16	7	10	1	0	16	5	18	1	0	1	1	7	33	2	5	3	3	11	8	5	8	6	3	9	9	56	1	4	2	39	0	0	0	12	6	11	8	19	3	3	24	4	2
otu1483:Clostridium_hathewayi_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Clostridium_XlVa	NA	NA	0	0	13	0	0	4	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu1484:Blautia_schinkii_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia	NA	NA	0	5	2	0	0	0	4	5	1	10	0	1	0	2	0	1	0	3	0	0	3	1	0	0	0	1	3	0	17	13	0	0	7	3	0	0	2	2	0	12	0	2	0	4	2	1	0	1	0	6	0	0	1	14	5	1	1	28	6	0	0	0	1	11	0	4	0	0	1	2	0	0	4	2	0	1	0	2	1	0	1	3	0	1	0	0	0	0	0	0
otu1485:Spiroplasma_culicicola_Tenericutes_Mollicutes_Entomoplasmatales_Spiroplasmataceae_Spiroplasma	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu1486:Sporobacter_termitidis_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Sporobacter	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
otu1487:Blautia_faecis_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu1488:Odoribacter_splanchnicus_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Odoribacter	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu1489:Ruminococcus_bromii_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu149:Paraprevotella_clara_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Paraprevotella	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu1490:Clostridium_glycyrrhizinilyticum:Lactonifactor_longoviformis_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_unassigned	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu1491:Odoribacter_splanchnicus_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Odoribacter	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu1492:Ruminococcus_champanellensis:Ruminococcus_flavefaciens_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu1493:Ruminococcus_bromii_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus	NA	NA	40	71	0	29	0	73	44	0	1	10	3	6	16	42	0	5	10	0	2	17	10	16	10	6	79	0	1	0	5	15	20	58	17	39	0	4	0	46	17	10	10	0	2	30	48	11	7	42	1	16	0	7	0	0	70	62	0	14	29	16	20	12	62	10	11	39	0	90	0	1	25	88	16	1	26	43	13	0	51	24	84	1	27	28	14	21	31	55	65	36
otu1494:Flavonifractor_plautii:Papillibacter_cinnamivorans_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_unassigned	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
otu1495:Blautia_wexlerae_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia	NA	NA	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
otu1496:Intestinimonas_butyriciproducens_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Incertae_sedis	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu1497:Fusicatenibacter_saccharivorans_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Clostridium_XlVa	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu1498:Parabacteroides_johnsonii_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Parabacteroides	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu1499:Blautia_wexlerae_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia	NA	NA	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
otu15:Anaerostipes_caccae:Clostridium_lactatifermentans:Clostridium_populeti_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_unassigned	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
otu150:Blautia_glucerasea_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia	NA	NA	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	14	0	10	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	17	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
