order	CCIS00146684ST-4-0	CCIS00281083ST-3-0	CCIS02124300ST-4-0	CCIS02379307ST-4-0	CCIS02856720ST-4-0	CCIS03473770ST-4-0	CCIS03857607ST-4-0	CCIS05314658ST-4-0	CCIS06260551ST-3-0	CCIS07277498ST-4-0	CCIS07539127ST-4-0	CCIS07648107ST-4-0	CCIS08668806ST-3-0	CCIS09568613ST-4-0	CCIS10706551ST-3-0	CCIS10793554ST-4-0	CCIS11015875ST-4-0	CCIS11019776ST-4-0	CCIS11354283ST-4-0	CCIS11362406ST-4-0	CCIS11558985ST-4-0	CCIS12370844ST-4-0	CCIS12656533ST-4-0	CCIS13047523ST-4-0	CCIS14449628ST-4-0	CCIS15704761ST-4-0	CCIS15794887ST-4-0	CCIS16326685ST-4-0	CCIS16383318ST-4-0	CCIS16561622ST-4-0	CCIS17669415ST-4-0	CCIS19142497ST-3-0	CCIS20795251ST-4-0	CCIS21126322ST-4-0	CCIS21278152ST-4-0	CCIS22275061ST-4-0	CCIS22416007ST-4-0	CCIS22906510ST-20-0	CCIS22958137ST-20-0	CCIS23164343ST-4-0	CCIS24254057ST-4-0	CCIS24898163ST-4-0	CCIS25399172ST-4-0	CCIS27304052ST-3-0	CCIS27927933ST-4-0	CCIS28384594ST-4-0	CCIS29210128ST-4-0	CCIS29688262ST-20-0	CCIS31434951ST-20-0	CCIS32105356ST-4-0	CCIS32452666ST-4-0	CCIS33816588ST-4-0	CCIS34055159ST-4-0	CCIS34604008ST-4-0	CCIS35092938ST-4-0	CCIS35100175ST-4-0	CCIS36699628ST-4-0	CCIS36797902ST-4-0	CCIS37250421ST-4-0	CCIS38765456ST-20-0	CCIS40244499ST-3-0	CCIS41222843ST-4-0	CCIS41288781ST-4-0	CCIS41548810ST-4-0	CCIS41692898ST-4-0	CCIS41806458ST-4-0	CCIS44093303ST-4-0	CCIS44676181ST-4-0	CCIS44743950ST-4-0	CCIS44757994ST-4-0	CCIS45571137ST-3-0	CCIS45793747ST-4-0	CCIS46047672ST-4-0	CCIS46467422ST-4-0	CCIS47284573ST-4-0	CCIS47745468ST-4-0	CCIS48174381ST-4-0	CCIS48507077ST-4-0	CCIS48579360ST-4-0	CCIS48725289ST-4-0	CCIS50003399ST-4-0	CCIS50148151ST-4-0	CCIS50369211ST-20-0	CCIS50471204ST-4-0	CCIS50561855ST-4-0	CCIS51595129ST-4-0	CCIS51667829ST-4-0	CCIS52234160ST-4-0	CCIS52370277ST-4-0	CCIS53043478ST-4-0	CCIS53355328ST-4-0	CCIS53557295ST-4-0	CCIS54027808ST-4-0	CCIS55230578ST-4-0	CCIS55531770ST-4-0	CCIS56503244ST-3-0	CCIS58234805ST-4-0	CCIS59132091ST-4-0	CCIS59903910ST-4-0	CCIS61287323ST-4-0	CCIS62605362ST-3-0	CCIS62794166ST-4-0	CCIS63448910ST-4-0	CCIS63468405ST-4-0	CCIS63910149ST-4-0	CCIS64773582ST-4-0	CCIS64785924ST-20-0	CCIS65479369ST-4-0	CCIS70398272ST-4-0	CCIS71301801ST-4-0	CCIS71578391ST-4-0	CCIS72607085ST-4-0	CCIS74239020ST-4-0	CCIS74726977ST-3-0	CCIS76563044ST-4-0	CCIS76845094ST-20-0	CCIS77100899ST-4-0	CCIS77252613ST-4-0	CCIS78100604ST-4-0	CCIS78318719ST-4-0	CCIS79210440ST-3-0	CCIS80834637ST-4-0	CCIS81139242ST-4-0	CCIS81710917ST-20-0	CCIS81735969ST-20-0	CCIS81887263ST-4-0	CCIS82146115ST-4-0	CCIS82507866ST-3-0	CCIS82944710ST-20-0	CCIS83445808ST-4-0	CCIS83574003ST-4-0	CCIS83870198ST-4-0	CCIS84543192ST-4-0	CCIS85214191ST-3-0	CCIS87116798ST-4-0	CCIS87167916ST-4-0	CCIS87252800ST-4-0	CCIS87290971ST-4-0	CCIS87605453ST-4-0	CCIS88007743ST-4-0	CCIS88317640ST-4-0	CCIS90164298ST-4-0	CCIS90166425ST-4-0	CCIS90443472ST-4-0	CCIS90903952ST-3-0	CCIS91228662ST-4-0	CCIS93040568ST-20-0	CCIS94417875ST-3-0	CCIS94496512ST-4-0	CCIS94603952ST-4-0	CCIS95097901ST-4-0	CCIS95409808ST-4-0	CCIS96387239ST-4-0	CCIS98482370ST-3-0	CCIS98512455ST-4-0	CCIS98832363ST-4-0	CCMD11006829ST-21-0	CCMD12232071ST-21-0	CCMD13071240ST-21-0	CCMD13934959ST-21-0	CCMD14479708ST-21-0	CCMD18872694ST-21-0	CCMD19497912ST-21-0	CCMD23101338ST-21-0	CCMD25511638ST-21-0	CCMD25963797ST-21-0	CCMD26709089ST-21-0	CCMD26925580ST-21-0	CCMD34381688ST-21-0	CCMD35802077ST-21-0	CCMD40701343ST-21-0	CCMD42428553ST-21-0	CCMD45988061ST-21-0	CCMD46222674ST-21-0	CCMD46947453ST-21-0	CCMD48236717ST-21-0	CCMD50071957ST-21-0	CCMD51864103ST-21-0	CCMD60079086ST-21-0	CCMD63399960ST-21-0	CCMD64503764ST-21-0	CCMD64776337ST-21-0	CCMD72895164ST-21-0	CCMD74930188ST-21-0	CCMD79987997ST-21-0	CCMD82866709ST-21-0	CCMD86114146ST-21-0	CCMD86707194ST-21-0	CCMD87156761ST-21-0	CCMD88272491ST-21-0	CCMD90311071ST-21-0	CCMD93344354ST-21-0	CCMD95433940ST-21-0	CCMD96553385ST-21-0	MMPU29365221ST	MMPU68403337ST	MMPU72854103ST	MMPU84450604ST	MMPU99077057ST
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	0	0	0	0.39964	0	0	0	0	0	0	0	0	0	0	0	0	1.09486	0	0	0	0	38.43944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55007	0	0	0	0	0	0	0	0	1.0556	0	0	0	0	0.81403	0	0	0	0.52917	0	0	0	0	14.29633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07372	0.01136	0	0	0	0	0	6.85361	0	0	0.52234	0	0	0	0	0	0	0	8.62971	0	0	0	0	0	0	0	0.01741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17623	0	0	0	0	0	0	0	0	0	0	1.79656	0	0	0	0	0.05098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27657	0	0	0	0	0	0	0.06238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.18585	0	1.19406	0	0	0	0.3381	1.38722	0	0	0	0.31279	0.0888	0.10741	0.79876	0	0	0	0.00873	0	1.80163	0	0.16802	0.10544	0.20364	0	0.166	0.20563	0	0	0	0	0	0.14278	0	0	0.03116	0.24545	0.31275	0	0	1.65974	0	0	0	0	0.34919	0	0	0	0	0	0	0.27168	0	0.38806	0	0	0.05277	0	0	0	0	1.82395	0.26786	0	0	0	0.03188	0	0	0.22919	0	0.15897	0	0	0.17686	0.67527	0	0	0.04514	0	0	0.07408	0.68548	0	0	0	0.24382	0	0	0.09716	0	0	0	0	0	0	0	0.25689	0	0	0	0	0.25548	1.98339	0.06497	0	0	0.69693	0	0.4526	0	0	0	0	0	0.46665	0.43581	0	0	0.40658	0.01745	0	0	0.02054	0	0.13311	0	0	0.22375	0.01926	0.50181	0	0	0	0.99674	1.02142	0	0.10811	0	0	0	0	0.40642	0	0.06683	0	0	0.03322	0.13758	0	0	0	0	0.37425	0	0	1.31417	0.06319	0	0.34927	0	0	0.22713	0.06539	0.11741	2.02853	0	0	0	0	0	0.41204	0.27289	1.47714	0	0	0.07791	2.57051	2.53709	0	0.43678	0.20156	0	0	0	0.12263	0	0.81344	0	2.22893	0	0	3.71925	1.71391	0	1.54714	1.60115
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.24539	0	0.27181	0.24883	0.27366	0.18739	0	0.83291	0	0	0.50152	0.7207	0.06024	0	0	0.17293	2.45392	1.21313	0	0.23496	0	0	0.11831	0.08432	0.50652	0	0	0	0.06435	0.52786	0	0	0.15148	0	0.01135	0	0	0.06053	0.43157	0	0	27.65189	0	0	0	0	0.18016	0	0	0	0	0.04893	0.79063	0.03152	0	0	0.06228	0.25418	1.10163	0	0	0.24877	0.58806	0.53766	0.1752	0	0	0	0.01221	0.45772	0	0	0	0	0	1.54715	0	0	0	0	0	0	0	0.43538	0.26664	0	0	0	0.51423	0	0.05216	0.07283	0	0.18409	0	0	0.11528	0	0	0	0	0.48141	0	0	0	0.0841	0	0.58991	0	0.43251	0	0.19458	0	0.3121	0	0.11323	0.04999	0	0	0	0	0.11295	0	0.05002	0.32539	0	0.01725	0	0	0.91849	0.16987	0.55048	0	0	0.29609	8.03916	1.44189	0.29039	0.59464	0	0	0	3.40056	0	0	1.0401	0	0	0.14593	0.09818	0.36364	0	0	0	0.27196	0	0.95756	0	0.12691	0.61601	0	0.11456	0	0	1.50445	0.29231	0.26853	0.10166	0.53419	0.64497	0.42052	0.52998	0.25916	0.21194	0.02622	0	0.17009	0	0	0.02787	0.54069	0.42496	0.50379	0	0	0.01705	0	0.02667	0.13094	0	0.56316	0.19721	0.02737	0	0	0.50835	0	0.04079	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	0.16273	0	0	0.69487	8.1956	1.60519	0.26667	1.96773	10.72794	0	0	0	0.14687	23.6849	0	0	5.81901	2.09678	1.13584	7.5126	0	0	0.07669	0.30832	0.62341	1.74959	0	0	3.93022	0	4.53896	0	0	0	0	0	0	0	1.21373	2.80911	0	1.22092	2.38746	0.25914	0	1.50614	0	0	1.40574	0.88419	0.93287	0.44414	46.15848	0	0	0.19726	18.66091	2.43239	2.83937	2.76959	0	0	7.44736	0.53578	0.41032	0.28628	0.45018	0.14674	1.78652	42.09764	0	3.26372	4.49483	0.25783	0.17892	0	2.9058	0.91961	0	0	0	0	0.06911	0.23773	0	0	0	6.23594	2.90648	0.85387	0	0.54777	0.47996	3.77164	0	0.52979	0.57554	0.02813	1.30483	23.91024	2.13692	8.51696	2.74757	15.73382	0.13845	1.45153	0	0.37632	0	0	0	8.50638	0	0	0	1.55602	0.14389	0	0.79765	6.41962	6.4107	0	0	4.66155	0.16782	0.74985	0	0.11805	0	2.07043	0	0.9737	0.62672	2.37862	0.5396	32.1732	0.24542	0.14831	0	8.94836	2.41617	0	0.34213	0	0.43902	0.78192	0	0	1.32811	2.11188	1.26283	1.52884	0.23401	0	4.31867	0	0	0.13635	0.12954	1.92553	0.34109	0.39584	0	1.00508	0.16673	0	0	0	1.4282	0	0	0	0	0	0.14864	0.12723	1.1602	0	0.84032	2.61402	0.02192	3.5974	0	8.71729	0.13805	0.95277	0	1.8668	0.12929	1.63897	0	0	0	0	0	0	0.36763	0	0.09645
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0	0	0	0	0	0	0	0.22207	0	0	0	0	0	0.10894	1.47585	0	0	0	0	0	0	0	0	0	1.59366	0.02506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15035	0	0	0	0	0	0	0.53782	0	0	0	0	0.70855	0	0	0	0	1.04446	0	0	0	0	0	0	0	0	0	0	0.0135	0	0	0	0	0	0	0	2.47594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.51656	0	0	0	0.08431	0	0	0	0	0.00815	0	0	0	0	0	0	0	0	0	0	0	0.01819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21105	0	0	0.44529	0	0	0	0	0	0	0	0	0	0	0	0.03806	0	0	0	0	0	0	0	0	0	0	0	0.35215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0201	0	0	0	0	0	0	0	0	0	0	0	0.49611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	1.75824	0	0.65886	0.26083	0.55075	1.73708	0	0.74689	0.51477	1.08579	0.80089	0	0	1.61596	0	0	1.24288	0	1.5678	0	0	0.31767	35.85809	0	0	0	0	11.96259	0	0.73906	0.83111	0	0	0.63108	0.54576	0.53333	0	6.60749	1.34582	0.51384	27.66255	0	23.64593	0.64997	0.48269	0	1.09207	0.01026	0.35553	0.76455	0	0.55166	0	0	0	0	0	11.67106	0	0	0	1.16317	0	1.02531	0	1.33588	0	2.06141	0	17.54567	0	0	0.56636	0	0.94245	3.76058	1.03797	0.10762	0.29125	0.02684	0	0	0	0.45802	3.81817	0	0	0	2.10334	0	7.95262	1.92137	0	0	0.43679	0.90823	4.62104	1.45715	0	0	0	2.65389	0	3.50188	1.10042	0	8.04459	0	0	0	0	14.11782	0	0	0	0	0	0	0	0	0.16141	0.09081	0	0.06434	1.93659	3.38118	0	0	0.06272	0	0	2.04322	3.08381	0	0.75365	1.83958	0	0	0	0.94689	0	0.97491	3.44665	2.46621	1.15419	0	0	1.33733	0.01059	0	0	0	0	0	0	12.25244	0	4.21278	0	0	17.27246	0	0	0.73764	2.7494	15.665	1.1478	3.67828	0	1.97426	0	6.65397	0	0	0	0	0.5605	0	0	0.21304	0	16.73254	1.63365	0	32.56921	9.63282	0	0	0	0	0	0	0.67679	0	0	11.41819	0	0	0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75908	0.79874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.79825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales	0	0	2.97057	0	0	0	0	0	0	0	0	1.96647	0	0	0	0	0	0	0	0	0.19942	0	0	0	0	0.24306	0	0	3.47697	0	0	0	0	0.23789	1.75279	0	0	0	0	0.93259	0	0	0.09173	2.25468	0	0	0	0	0	0.87134	0	0.05103	2.29699	0	0	0	0	0.05431	0	0	0	0	0	0	0	0	0	0	0	0.04656	1.31141	0	0.44548	0	0	0	0	0	0	0.20017	0	0	0	0.21525	0	0	0	0	0	0	0	0	0	0.71428	0	0.06309	0.0771	0	0	0	2.52723	0	0	0	0	0	1.97772	0	0	0	0.12952	0	0	0.34516	0	0	0	0	0	0	1.78298	0	0	0	0.08059	0	0.50012	0	0	0	0	0	0	0	0.34739	0	0	3.36739	0	0	0	0	0	1.34905	0.62479	0	0	0	0	0	0.05693	0	0	0	0	0	0	0	0	0	0	0	2.74615	0	0	0	0	0	0	0	0	0.43751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11387	1.35146
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07957	0	0	0	0	0	0	0	0	0	0	0	0.4813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
