genus	CCIS00146684ST-4-0	CCIS00281083ST-3-0	CCIS02124300ST-4-0	CCIS02379307ST-4-0	CCIS02856720ST-4-0	CCIS03473770ST-4-0	CCIS03857607ST-4-0	CCIS05314658ST-4-0	CCIS06260551ST-3-0	CCIS07277498ST-4-0	CCIS07539127ST-4-0	CCIS07648107ST-4-0	CCIS08668806ST-3-0	CCIS09568613ST-4-0	CCIS10706551ST-3-0	CCIS10793554ST-4-0	CCIS11015875ST-4-0	CCIS11019776ST-4-0	CCIS11354283ST-4-0	CCIS11362406ST-4-0	CCIS11558985ST-4-0	CCIS12370844ST-4-0	CCIS12656533ST-4-0	CCIS13047523ST-4-0	CCIS14449628ST-4-0	CCIS15704761ST-4-0	CCIS15794887ST-4-0	CCIS16326685ST-4-0	CCIS16383318ST-4-0	CCIS16561622ST-4-0	CCIS17669415ST-4-0	CCIS19142497ST-3-0	CCIS20795251ST-4-0	CCIS21126322ST-4-0	CCIS21278152ST-4-0	CCIS22275061ST-4-0	CCIS22416007ST-4-0	CCIS22906510ST-20-0	CCIS22958137ST-20-0	CCIS23164343ST-4-0	CCIS24254057ST-4-0	CCIS24898163ST-4-0	CCIS25399172ST-4-0	CCIS27304052ST-3-0	CCIS27927933ST-4-0	CCIS28384594ST-4-0	CCIS29210128ST-4-0	CCIS29688262ST-20-0	CCIS31434951ST-20-0	CCIS32105356ST-4-0	CCIS32452666ST-4-0	CCIS33816588ST-4-0	CCIS34055159ST-4-0	CCIS34604008ST-4-0	CCIS35092938ST-4-0	CCIS35100175ST-4-0	CCIS36699628ST-4-0	CCIS36797902ST-4-0	CCIS37250421ST-4-0	CCIS38765456ST-20-0	CCIS40244499ST-3-0	CCIS41222843ST-4-0	CCIS41288781ST-4-0	CCIS41548810ST-4-0	CCIS41692898ST-4-0	CCIS41806458ST-4-0	CCIS44093303ST-4-0	CCIS44676181ST-4-0	CCIS44743950ST-4-0	CCIS44757994ST-4-0	CCIS45571137ST-3-0	CCIS45793747ST-4-0	CCIS46047672ST-4-0	CCIS46467422ST-4-0	CCIS47284573ST-4-0	CCIS47745468ST-4-0	CCIS48174381ST-4-0	CCIS48507077ST-4-0	CCIS48579360ST-4-0	CCIS48725289ST-4-0	CCIS50003399ST-4-0	CCIS50148151ST-4-0	CCIS50369211ST-20-0	CCIS50471204ST-4-0	CCIS50561855ST-4-0	CCIS51595129ST-4-0	CCIS51667829ST-4-0	CCIS52234160ST-4-0	CCIS52370277ST-4-0	CCIS53043478ST-4-0	CCIS53355328ST-4-0	CCIS53557295ST-4-0	CCIS54027808ST-4-0	CCIS55230578ST-4-0	CCIS55531770ST-4-0	CCIS56503244ST-3-0	CCIS58234805ST-4-0	CCIS59132091ST-4-0	CCIS59903910ST-4-0	CCIS61287323ST-4-0	CCIS62605362ST-3-0	CCIS62794166ST-4-0	CCIS63448910ST-4-0	CCIS63468405ST-4-0	CCIS63910149ST-4-0	CCIS64773582ST-4-0	CCIS64785924ST-20-0	CCIS65479369ST-4-0	CCIS70398272ST-4-0	CCIS71301801ST-4-0	CCIS71578391ST-4-0	CCIS72607085ST-4-0	CCIS74239020ST-4-0	CCIS74726977ST-3-0	CCIS76563044ST-4-0	CCIS76845094ST-20-0	CCIS77100899ST-4-0	CCIS77252613ST-4-0	CCIS78100604ST-4-0	CCIS78318719ST-4-0	CCIS79210440ST-3-0	CCIS80834637ST-4-0	CCIS81139242ST-4-0	CCIS81710917ST-20-0	CCIS81735969ST-20-0	CCIS81887263ST-4-0	CCIS82146115ST-4-0	CCIS82507866ST-3-0	CCIS82944710ST-20-0	CCIS83445808ST-4-0	CCIS83574003ST-4-0	CCIS83870198ST-4-0	CCIS84543192ST-4-0	CCIS85214191ST-3-0	CCIS87116798ST-4-0	CCIS87167916ST-4-0	CCIS87252800ST-4-0	CCIS87290971ST-4-0	CCIS87605453ST-4-0	CCIS88007743ST-4-0	CCIS88317640ST-4-0	CCIS90164298ST-4-0	CCIS90166425ST-4-0	CCIS90443472ST-4-0	CCIS90903952ST-3-0	CCIS91228662ST-4-0	CCIS93040568ST-20-0	CCIS94417875ST-3-0	CCIS94496512ST-4-0	CCIS94603952ST-4-0	CCIS95097901ST-4-0	CCIS95409808ST-4-0	CCIS96387239ST-4-0	CCIS98482370ST-3-0	CCIS98512455ST-4-0	CCIS98832363ST-4-0	CCMD11006829ST-21-0	CCMD12232071ST-21-0	CCMD13071240ST-21-0	CCMD13934959ST-21-0	CCMD14479708ST-21-0	CCMD18872694ST-21-0	CCMD19497912ST-21-0	CCMD23101338ST-21-0	CCMD25511638ST-21-0	CCMD25963797ST-21-0	CCMD26709089ST-21-0	CCMD26925580ST-21-0	CCMD34381688ST-21-0	CCMD35802077ST-21-0	CCMD40701343ST-21-0	CCMD42428553ST-21-0	CCMD45988061ST-21-0	CCMD46222674ST-21-0	CCMD46947453ST-21-0	CCMD48236717ST-21-0	CCMD50071957ST-21-0	CCMD51864103ST-21-0	CCMD60079086ST-21-0	CCMD63399960ST-21-0	CCMD64503764ST-21-0	CCMD64776337ST-21-0	CCMD72895164ST-21-0	CCMD74930188ST-21-0	CCMD79987997ST-21-0	CCMD82866709ST-21-0	CCMD86114146ST-21-0	CCMD86707194ST-21-0	CCMD87156761ST-21-0	CCMD88272491ST-21-0	CCMD90311071ST-21-0	CCMD93344354ST-21-0	CCMD95433940ST-21-0	CCMD96553385ST-21-0	MMPU29365221ST	MMPU68403337ST	MMPU72854103ST	MMPU84450604ST	MMPU99077057ST
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Coriobacteriaceae_noname	0	0	0	0	0.36008	0.08662	0	0	0.49629	0	0	0	0	0	0	0	0	0	1.99004	0	0	0	0.90653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86236	0	1.3597	0	0	0.01948	0	0	0	0.00998	0	0	0	0	0	0	0	0.26977	0	0	0.88949	0	0	0.77915	0	0	0	0	0.44732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19702	0	0	0	0	0	0	0	0	0.82855	0	0	0	0	0	0	0	0	0	0	0.30804	0	2.44531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0283	0	0	0	0	0	0	0	0	0	0	0	0	0.31949	0	0.1438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03932	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38352	0.70775	0	0	0	0	0	0.3506	0	0	0.60851	0	0	0	0	0	0.36012	0	0.00848	0	0	0	0.16678	0	0.39433	0	1.1806	0.00897	0.1442	0	0	0	0.01004	0	0	0	0.84402	0	0	0	0.18703	0.3429	0.08423	0	0	0	0	0	0.01815	0	0.29994	0.03909	0	0	0	0	0	0	0	0	0	0.30352	0	0	0	0.07009	0	0	0	0	0	0.17553	0	0	0	0	0	0	0.19148	0	0	0	0	0.43435	0	0	0.15869	0	0	0	0	0	0	0	0	0	0	0	0	0.41766	0.26164	0	0	0	0	0	0.43106	0	0	0	0.02904	0	0	0	0	0	0.11489	0	0	0	0	0	0	0	0	0.04993	0.30218	0	0	0	0	0	0	0	0	0	0	0.10753	0	0	0	0	0	0	0	0	0	0	0	0.12509	0	0	0	0.16742	0	0	0	0.05553	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Gordonibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10398	0	0.05448	0	0	0	0	0	0	0	0	0	0	0.09645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Olsenella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23551	0	0	0	0	0	0	0	0	0	0	0	0.18798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Slackia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09426	0	0	0	0	0	0	0	0	0	0.17732	0	0	0	0	0	0	0	0	0	0	0.04575	0	0	0	0	0	0	0	0	0	0	0	0	0.35911	0	0.07379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	8.68506	15.10571	4.31198	41.04422	18.53556	17.20432	2.91052	27.66473	11.57706	11.0648	26.61657	31.52295	35.93552	13.87796	29.68359	12.38144	19.64457	8.56995	14.9965	4.97314	63.39804	19.46649	12.11019	23.85918	37.26327	0	10.72956	30.5586	9.52393	27.95965	16.74037	16.91441	7.29155	10.46533	4.0545	3.26463	16.85292	23.64563	26.52412	0.54594	42.23386	24.05754	6.69063	15.45909	0	32.81682	40.87126	3.42427	10.84127	7.14019	16.65508	21.0911	4.31844	5.25753	14.35499	27.29268	3.28123	10.9058	11.06187	12.96276	25.83807	20.36045	22.15209	29.95702	11.82094	2.2339	58.68245	4.09915	35.17733	12.5807	22.6016	25.67055	37.6553	86.46153	23.92132	56.119	22.99018	49.10882	5.16062	16.29759	14.365	25.9226	0	15.50883	7.42914	17.6818	2.95706	14.939	40.81828	24.45099	13.0182	12.27554	3.93246	11.83276	28.96646	23.05586	12.92	0.15833	16.8368	9.34712	30.00508	37.18582	36.10462	10.16826	15.49151	44.16412	6.55226	21.22398	36.3444	49.16191	10.86884	40.4482	19.28177	11.17101	7.97053	14.41965	36.65754	7.73956	21.75491	2.62016	10.62064	39.86366	18.29125	6.98264	15.36288	22.80466	2.46978	30.36581	10.3975	5.63365	61.82918	23.31291	6.03054	51.78127	15.4599	0.27562	52.05851	17.07511	59.71912	33.38025	10.35989	1.2552	27.89441	29.49742	33.74868	39.74598	20.59441	17.48494	19.02035	16.17002	17.66307	1.69583	3.12918	39.46406	20.14425	12.54018	34.99918	38.89259	17.31459	25.87521	9.53191	22.13025	14.96942	6.58331	33.18669	12.09065	29.91929	23.66043	3.37779	29.83183	38.4203	15.54104	14.73736	17.32677	7.15318	4.35729	33.43213	8.54479	38.26069	37.00303	42.27181	18.04837	31.36365	35.12569	44.36462	16.21061	16.4534	30.61447	6.60362	29.92139	32.39216	39.62174	25.53104	78.93192	43.0672	22.29784	42.44861	18.71714	46.01334
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname|g__Bacteroidales_noname	0.21962	0	0.19824	0	0	0	0	0.14792	0	0	0	0.31151	0.18163	0.46017	0	0	0.86352	0.08942	0.04479	0	0	0	0.32446	0	0	0	0	0.03992	0	0	0	0	0.5662	0	0	0	0.02592	0	0	0	0	0	0.11642	0	0	0.08098	0	0	0	0	0	0	0	0.30037	0.26641	0	0	0	0.29573	0	0	0.17802	0	1.9936	0.09306	0	0	0	0	0	0	0.15891	0	0	1.82414	0	0	0	0	0	0	0	0	0.08678	0	0.03686	0	0	0.04859	2.4402	0.50295	0.07437	0	0	0	0.06672	0	0	0	0	0.48208	0	0	0	0.21013	0.09415	0	0	0.32037	0	0.20469	0	0	0	0.09288	0	0.07299	0	0.02525	0.53737	0	0	0.10567	0.0484	0	0	0	0	0	0.35581	0	0.29264	0.14848	0.06266	0.12773	1.29874	0.27299	0	0	0.33078	0.15839	0	1.11996	0	0	0.30282	0	0	0	0.45396	0	0	0	0	0	0.08688	0	0	0.10619	0.44988	0.11284	0.11345	0	0.33029	0.20574	0.48499	0	0	0	0.5299	0	0	0.34991	0.44482	0	0	0.06574	0	0.10541	0.15331	0.3819	0	0.27037	0	0	0.26552	0	0	0	0.02956	0	0.08934	0	0	0	1.44448	0	1.29238	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella	0	0.10945	0.17233	2.98059	1.84936	1.68267	0.18324	0.75729	0.85371	1.16116	0.93652	0.14638	0.97492	3.74827	0	0.4843	1.41684	0	3.07437	2.53477	1.50461	0	4.20681	0	0	0	4.26626	0	0	3.55227	0.85716	0	0	0	0.10278	0	2.85774	0	0.11346	0.08109	3.07114	0	0.1479	0.27826	0.02358	0.01171	0.4139	0	1.39869	1.06493	1.18038	0.29378	0.02183	0.89251	2.90159	0.79831	0.42172	0.31487	1.53034	0.8597	0.04395	0	0	0.78496	1.68464	0.33306	0	0.30919	0	0	0	0.85662	0	0	0	0.96469	0.4137	0	0	1.12345	0.35298	0.51766	0	0.47075	1.2189	1.22953	0.7514	0	1.97927	1.36469	6.34157	0.69414	0.06938	1.46208	1.64757	2.93864	0	0	0	0.29251	1.6736	0.89435	0	3.22992	1.31824	0	0	0	1.47022	2.23268	2.32811	0	0.76867	0.51678	0.79629	0	1.24017	0.44648	0.18356	0	2.48906	2.1759	0	1.96773	1.52318	0.99302	0	1.98089	0.46188	0.89166	3.11767	0.85656	0	0	3.41533	0	0	0	1.75657	0	0	0.17958	0.31424	0.84287	0	0	0	0	0.03535	1.41782	0	0.12233	0.68917	0.17775	0.6904	1.66617	0	0	0.98457	0	2.84951	1.31509	0.41808	0	7.35595	1.75194	0	3.35731	0.26254	0	0	1.19019	4.18377	0.50122	1.30115	0.22131	3.84771	0	0	0.21026	0	1.38136	2.10041	0	0	5.56255	0.08217	0	0.66735	0	7.31808	2.74862	3.3456	0	0	0.49735	1.27517	1.11702	1.21294
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Coprobacter	0.33613	0.06879	0	0	0	0	0	0.72595	0.41804	0	0.87149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12263	0	0	0.21536	0	0.01766	0	0	0	0	0	0	0	0	0	0	0	0.00802	0	0	0.03149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3343	0	0	0	0	0	0	0	0	0	0	0.13454	0	0	0	0	0	0.19421	0	0	0	0	0.04336	0	0.15647	0	0	0.05055	0	0	0	0	0	0	0	0.12511	0	0.046	0.10653	0	0	0	0	0.14292	0	0	0	0	0	0.34616	0	0.41228	0	0	0.02119	0	0.04966	0	0.05578	0.34352	0	0	0	0	0.12563	0	0	0	0	0	0	0	0.01585	0	0	0	0	0	0	0.3954	0	0	0	0.05641	0	0	0	0	0.72951	0	0	1.08853	0	3.79757	0	0	0	0	0.15651	0.00976	0	0	0	0	2.17491	0	0.28167	0	0	0	0	0.87107	0	0	0.60307	0	0	0	0	0	0	0	0	0	0	0	0.21813	0.55245	0	0	0	0	0.41752
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	0	0	0	0.64179	0	0.18811	0	0	0	0	0.22889	0	0	0.2649	0	0	0	0	0	0	0.20445	0	0	0	0	0	0.90595	0	0	0	0	0	0	0	0.17496	0	0	0	0.35256	0	0	0	0.84557	0	0	0	0	0	0	0	0	1.10676	0	0	0	3.61184	0	0	0	0.55537	0	0	0	0	0.22643	0.19106	0.24913	0	0	0	0.24397	0	6.01648	0	0	0	0	0	0	0	0	0.23643	0	0	0.20142	0	0.29259	0	0	0	3.90141	0.20911	0	0.24636	0	0	0	0	0	0	0	0.2176	0	0.44907	0	0	0	0	0	0	0	0	0	0	0	3.66274	0	0.2571	0	0	0.21044	0	0.258	0.09799	0	0	0	0.3409	0	0	0	0	4.09994	0	0.38252	0	0.70869	0	0.15817	0.19078	0	0	0	0	0.21362	3.00103	0	0	0	0	0	0.10804	0	0.32213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21228	0	0	0.51002	0	0.27444	0	0.51071	0	0	0	0	0	0.25221	0.21264	0.14217	0	0.17977	0	0	0	0	0	0	0	0.53254
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides	0.71813	1.38333	0.57709	4.25511	1.31542	1.35158	0.13176	2.06752	1.13346	0.65471	2.77633	3.52012	1.85645	0.617	1.21189	1.79938	5.62681	0.89157	1.70303	1.21701	5.15214	1.76948	2.0694	4.42051	2.14589	0	1.37146	3.62338	0.98183	4.58417	7.41974	0.72193	0.34483	0	0.42104	0	1.72695	1.30744	18.6909	0	10.24631	0.91805	1.41448	0.61227	0	2.21677	3.76987	0.15903	0.1373	0.67582	1.65681	0.94978	0.19454	1.02679	1.32482	0.88985	0.02253	12.85884	4.37897	1.12685	1.17176	0.43971	2.26071	2.60656	1.16203	0.08563	9.02747	0	2.16342	1.62892	5.15605	1.77471	0	0	3.28519	3.5495	3.34701	5.27387	0.28316	1.23604	0.52245	9.79646	0	0.86264	0.94854	0.40849	0.65049	0	2.21983	5.7519	1.25888	2.13681	0.13049	1.6513	0.96651	1.55004	0.15828	0	0.37893	2.3544	1.38799	4.09517	0.54457	1.83921	1.9813	0.87231	0.35327	1.87115	2.19236	1.87536	1.56673	4.63943	0.26561	0.85679	2.92657	6.8003	0.5797	7.86928	0.24713	1.99403	8.10469	0	3.86007	2.2543	1.09294	0.98603	0	1.81635	0.44877	2.03115	4.07454	0.15575	2.73784	15.86156	1.28484	0.20564	4.52061	3.34071	0.84953	1.07821	0.37083	0.17436	2.61211	1.7178	2.13361	5.13359	8.13297	0	1.39127	1.03965	2.69233	0.15486	0.52457	1.17478	11.72678	1.89034	0	1.87978	2.19215	1.2285	1.16335	0.52003	0.65425	0.55527	4.99367	0.33362	3.13842	1.75104	1.11804	1.79833	6.86197	2.91147	2.91856	3.72734	1.05759	0.78004	5.50989	5.08623	4.95002	3.99023	5.14953	1.35423	0.87121	2.20339	0.92512	4.62707	0.50747	3.70206	1.47849	7.25186	5.99709	3.13403	1.91861	0	0.71214	2.47176	2.07523	1.07848	3.58969
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33529	0	0	0	0.92033	0	0	0	2.88062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23444	0	0	0	0	0	0	0.56039	0	0	0.43835	0	0	0	0.03312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61158	0	0	0	0	0	0	0.04037	0	0	0.10137	0	0	0	0	0	0	0	0	0	0.40497	0	0	0	0	0	0	0	0	0	0	0.73264	0	0	0	0	0.36003	1.5823	0	0	0	0	0	0	0	0	0.02562	0	0.57843	0	0	1.60136	0.61978	0	0	0.44067	3.87896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.26339	0	0	0	0	0	0.7825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella	0	0	0	0	2.13405	0	0.21499	1.10746	0	0.23882	0	1.90802	0	0	0.9033	0	0.36957	0.90725	0	0	0	0	0	0	0	0	0.36954	0	0	0	1.06913	0.76939	0.14219	0	0.84548	0	0	0	0.36285	0	0.01926	0	0.8027	0.36139	0	0.81804	0	0	0	0	0.84438	0	0.34783	0.27581	0	0	0	0.95301	0	0.05838	0.50236	0	0	1.69185	0	0	0	0	0	0.0121	0.17163	0.78178	0	0	0	0	0	0	0.56522	0	0	0.28865	0	0	0	0	0	0	0	1.18276	0	0	0	0	0	0	0.03817	0	0	0.22085	0	1.84183	0	0.1145	0	0	0	0	2.30665	0	0.43342	0	0.90988	0	0.30538	0	0	0.23416	0	0.1107	0.62723	0	0	0.07158	1.22517	0.58536	0	0.74761	0	1.78895	0	0	0	0	0	0	0	0	1.9322	0	0	0.67175	0.63862	1.74626	0	0	2.8706	0	0	0	1.17825	0	0.81027	0	0	0	0	0	0	0	0	0.24204	0	0	0	0	0	0	0	1.88211	0	0	0	1.11546	0	0	0	0	2.05845	1.4251	0	0.37862	0	1.19313	0	0	0	2.88118	0.86018	0	0	0	0	0	0	0.76224	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	0	60.41794	7.69864	0.16898	0	0	9.02415	0	0	2.23358	0.37318	0	0	0	0	0	0.38432	0.84599	0	0.94768	0	3.33016	0	0	2.82808	0	6.53146	12.49802	9.07983	0	0	10.67456	0	0	4.94444	0	0	0	0	0	0	0	11.20857	0	0	0	0	0	0	28.01742	0	9.51145	1.62803	2.46225	0	9.65202	0	0.14899	0	0	24.6073	0	0	0	0	0	0	0	0	0.40105	0.36233	0	0	0	0	0	0.55716	0	34.89768	0	0	0	0	0	51.21146	0	11.38927	0	0	2.00045	0	0	14.58628	2.14272	0	0	1.36732	0	0	11.76413	0	0	0	11.42504	0	0	0.69864	0.04225	0	0	0	0.04236	0	18.10187	9.23465	0.3827	0	17.46833	0	0	2.52652	0	0	0	2.40665	0	0	0	0	4.22347	0	0	41.96523	0	0.6264	0	0	0	0	0	0	7.959	1.20231	0	13.32012	5.16454	0.58492	0	0	0	0	0	38.54621	13.48014	2.63474	18.43283	11.2506	0	0	0	0	1.48876	15.45235	0	0	0	0	0	9.52412	0	0	0	0	0.75004	0	50.46263	5.12997	0	0	0	0	0	0	0	0	0	0	0	9.85763	2.22539	0	0	0	0	10.42035	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	9.35161	0.69462	0.30481	4.3489	1.0542	3.22203	0	1.87923	0.20764	0.64107	4.9665	2.0818	4.85243	4.25762	1.06441	3.0486	5.13772	4.98745	3.51866	0.53393	3.88028	0.06409	0.73235	1.03481	6.45424	0	2.0883	0.69289	4.72305	8.24044	0.39823	0	0.5201	1.51097	0.94266	0.28944	2.90961	1.89762	0.18866	0	6.10045	6.29155	6.29706	1.22625	0	0.84531	1.42849	0.18982	0.3675	2.15639	2.76573	1.37675	0.2686	4.42542	3.35301	2.05328	0.05614	5.19222	2.67338	3.33631	0	3.67537	4.24853	7.55736	7.18312	0.21011	3.18966	0.27105	0.35385	1.88509	0.52761	2.4023	5.97852	0	4.60195	6.27093	0.56381	2.38474	0	0.13591	0	5.86663	0	3.9984	7.47294	0.6009	1.78535	0	8.42635	8.93142	7.69266	0.48997	2.02745	5.22308	2.52065	3.57261	0.07436	0	0.26432	0.11785	3.37199	6.85473	0	3.59171	1.55539	7.52636	0.13435	0.55803	2.89859	7.94907	0.77637	1.93647	0.30437	0.0993	2.17378	0.16064	1.78691	0	1.3518	4.79429	0.86704	2.84692	0.0345	0.76907	0.05	2.71382	0	0.34443	1.24002	5.53446	4.97206	10.84884	0.14621	0.0128	0.28777	22.12175	12.89335	2.04157	0.76997	5.25837	1.57885	1.21918	9.47411	6.50569	0.9961	9.91785	0.24832	0.28319	0.05105	2.22545	0.54003	0.39147	1.44913	0	3.5174	2.63746	10.57183	1.03074	14.31489	3.29494	2.13246	3.59613	0	2.84399	9.1617	9.29572	2.72276	9.82949	0.48562	4.89066	0	3.19546	4.83955	1.05207	3.06061	0.43348	11.17403	3.43273	8.32244	1.30211	2.9869	10.2618	4.8768	0.49056	0	11.82408	3.5239	0.86229	0.60092	16.63174	4.86764	4.76293	4.78382	0.64735	0	9.13171	3.96505	5.78221	3.3918
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Lysinibacillus	0	0	0	0	0	0	0	0	0.46291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
