species	CCIS00146684ST-4-0	CCIS00281083ST-3-0	CCIS02124300ST-4-0	CCIS02379307ST-4-0	CCIS02856720ST-4-0	CCIS03473770ST-4-0	CCIS03857607ST-4-0	CCIS05314658ST-4-0	CCIS06260551ST-3-0	CCIS07277498ST-4-0	CCIS07539127ST-4-0	CCIS07648107ST-4-0	CCIS08668806ST-3-0	CCIS09568613ST-4-0	CCIS10706551ST-3-0	CCIS10793554ST-4-0	CCIS11015875ST-4-0	CCIS11019776ST-4-0	CCIS11354283ST-4-0	CCIS11362406ST-4-0	CCIS11558985ST-4-0	CCIS12370844ST-4-0	CCIS12656533ST-4-0	CCIS13047523ST-4-0	CCIS14449628ST-4-0	CCIS15704761ST-4-0	CCIS15794887ST-4-0	CCIS16326685ST-4-0	CCIS16383318ST-4-0	CCIS16561622ST-4-0	CCIS17669415ST-4-0	CCIS19142497ST-3-0	CCIS20795251ST-4-0	CCIS21126322ST-4-0	CCIS21278152ST-4-0	CCIS22275061ST-4-0	CCIS22416007ST-4-0	CCIS22906510ST-20-0	CCIS22958137ST-20-0	CCIS23164343ST-4-0	CCIS24254057ST-4-0	CCIS24898163ST-4-0	CCIS25399172ST-4-0	CCIS27304052ST-3-0	CCIS27927933ST-4-0	CCIS28384594ST-4-0	CCIS29210128ST-4-0	CCIS29688262ST-20-0	CCIS31434951ST-20-0	CCIS32105356ST-4-0	CCIS32452666ST-4-0	CCIS33816588ST-4-0	CCIS34055159ST-4-0	CCIS34604008ST-4-0	CCIS35092938ST-4-0	CCIS35100175ST-4-0	CCIS36699628ST-4-0	CCIS36797902ST-4-0	CCIS37250421ST-4-0	CCIS38765456ST-20-0	CCIS40244499ST-3-0	CCIS41222843ST-4-0	CCIS41288781ST-4-0	CCIS41548810ST-4-0	CCIS41692898ST-4-0	CCIS41806458ST-4-0	CCIS44093303ST-4-0	CCIS44676181ST-4-0	CCIS44743950ST-4-0	CCIS44757994ST-4-0	CCIS45571137ST-3-0	CCIS45793747ST-4-0	CCIS46047672ST-4-0	CCIS46467422ST-4-0	CCIS47284573ST-4-0	CCIS47745468ST-4-0	CCIS48174381ST-4-0	CCIS48507077ST-4-0	CCIS48579360ST-4-0	CCIS48725289ST-4-0	CCIS50003399ST-4-0	CCIS50148151ST-4-0	CCIS50369211ST-20-0	CCIS50471204ST-4-0	CCIS50561855ST-4-0	CCIS51595129ST-4-0	CCIS51667829ST-4-0	CCIS52234160ST-4-0	CCIS52370277ST-4-0	CCIS53043478ST-4-0	CCIS53355328ST-4-0	CCIS53557295ST-4-0	CCIS54027808ST-4-0	CCIS55230578ST-4-0	CCIS55531770ST-4-0	CCIS56503244ST-3-0	CCIS58234805ST-4-0	CCIS59132091ST-4-0	CCIS59903910ST-4-0	CCIS61287323ST-4-0	CCIS62605362ST-3-0	CCIS62794166ST-4-0	CCIS63448910ST-4-0	CCIS63468405ST-4-0	CCIS63910149ST-4-0	CCIS64773582ST-4-0	CCIS64785924ST-20-0	CCIS65479369ST-4-0	CCIS70398272ST-4-0	CCIS71301801ST-4-0	CCIS71578391ST-4-0	CCIS72607085ST-4-0	CCIS74239020ST-4-0	CCIS74726977ST-3-0	CCIS76563044ST-4-0	CCIS76845094ST-20-0	CCIS77100899ST-4-0	CCIS77252613ST-4-0	CCIS78100604ST-4-0	CCIS78318719ST-4-0	CCIS79210440ST-3-0	CCIS80834637ST-4-0	CCIS81139242ST-4-0	CCIS81710917ST-20-0	CCIS81735969ST-20-0	CCIS81887263ST-4-0	CCIS82146115ST-4-0	CCIS82507866ST-3-0	CCIS82944710ST-20-0	CCIS83445808ST-4-0	CCIS83574003ST-4-0	CCIS83870198ST-4-0	CCIS84543192ST-4-0	CCIS85214191ST-3-0	CCIS87116798ST-4-0	CCIS87167916ST-4-0	CCIS87252800ST-4-0	CCIS87290971ST-4-0	CCIS87605453ST-4-0	CCIS88007743ST-4-0	CCIS88317640ST-4-0	CCIS90164298ST-4-0	CCIS90166425ST-4-0	CCIS90443472ST-4-0	CCIS90903952ST-3-0	CCIS91228662ST-4-0	CCIS93040568ST-20-0	CCIS94417875ST-3-0	CCIS94496512ST-4-0	CCIS94603952ST-4-0	CCIS95097901ST-4-0	CCIS95409808ST-4-0	CCIS96387239ST-4-0	CCIS98482370ST-3-0	CCIS98512455ST-4-0	CCIS98832363ST-4-0	CCMD11006829ST-21-0	CCMD12232071ST-21-0	CCMD13071240ST-21-0	CCMD13934959ST-21-0	CCMD14479708ST-21-0	CCMD18872694ST-21-0	CCMD19497912ST-21-0	CCMD23101338ST-21-0	CCMD25511638ST-21-0	CCMD25963797ST-21-0	CCMD26709089ST-21-0	CCMD26925580ST-21-0	CCMD34381688ST-21-0	CCMD35802077ST-21-0	CCMD40701343ST-21-0	CCMD42428553ST-21-0	CCMD45988061ST-21-0	CCMD46222674ST-21-0	CCMD46947453ST-21-0	CCMD48236717ST-21-0	CCMD50071957ST-21-0	CCMD51864103ST-21-0	CCMD60079086ST-21-0	CCMD63399960ST-21-0	CCMD64503764ST-21-0	CCMD64776337ST-21-0	CCMD72895164ST-21-0	CCMD74930188ST-21-0	CCMD79987997ST-21-0	CCMD82866709ST-21-0	CCMD86114146ST-21-0	CCMD86707194ST-21-0	CCMD87156761ST-21-0	CCMD88272491ST-21-0	CCMD90311071ST-21-0	CCMD93344354ST-21-0	CCMD95433940ST-21-0	CCMD96553385ST-21-0	MMPU29365221ST	MMPU68403337ST	MMPU72854103ST	MMPU84450604ST	MMPU99077057ST
Granulicella mallensis	0	0	0	0	0	0.000178468032934	0	0	0	0	0	0	0	0.000177414575463	0	0	0	0.00028805745689	0	0	0	0	0	0	0	0	0	0.000196926650043	0	0	0	0.000708481319166	0.0001341631991	0.000251651968433	0	0	0	0	0.000216901751405	0	0	0.00017161941646	0	0	0	0.000330479265301	0	0	0.000531224840759	0	0	0	0	0.000466515892855	0	0	0	0	0.000170872456442	0	0	0	0	0	0	0	0	0	0	0	0.000652683213068	0	0	0	0.000237353189533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000141600769959	0.000200646122653	0	0.000225522511035	0	0	0	0	0.000280521020418	0	0	0.000167904291905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000169825798245	0	0.000169981726544	0	0	0	0	0	0	0	0	0	0.000311065900043	0.000905299080817	0	0	0	0	0	0	0	0	0	0.000205896618129	0	0.000390031441171	0	0.00017458193107	0	0	0	0	0	0	0	0.000212097772303	0	0.000162365774201	0.000218285437476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000141405528048	0	0	0	0	0	0.00014134773277	0	0	0.000320632173064	0	0	0	0	0	0	0	0	0	0.000134704274817	0	0
Granulicella tundricola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000330535588143	0	0	0	0.000259945078326	0	0.000152045006845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000412754703601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00214788397236	0	0	0	0	0	0.000418211524909	0	0	0	0	0	0	0	0.000160473886893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000320861504372	0	0	0	0	0	0.000226498627864	0	0	0.000838358956446	0	0	0	0	0	0	0	0	0	0	0	0.000281956003007	0	0	0	0.000341986987645	0	0	0.000182901680098	0	0	0.000318687408001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000322605894573	0.00129474634673	0	0	0	0	0	0	0	0	0	0.00028461558822	0.000275918740178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000458202039392	0	0	0	0	0	0	0	0
Grimontia hollisae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000337745741099	0	0	0	0	0.00017202169816	0	0	0.000552016368269	0	0	0	0	0	0	0	0.000240500105284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000195083614521	0	0.000508541025941	0	0	0	0	0	0	0	0	0	0	0.000232005406221	0	0	0.000575056858327	0	0	0.000351225393229	0	0	0	0	0	0	0	0	0	0	0	0.000268580057764	0	0	0	0	0	0	0	0	0	0	0.000441196852962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000607789461322	0	0	0	0	0.000771357647638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Guillardia theta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0325544254163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00549267634388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00558290781221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00577761768263	0	0	0	0	0	0.00221985842175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haemophilus influenzae	0.003538094878013	0	0.016918008365771	0.02263746173559	0.005462999303686	0	0.00423782836822	0.028178115059698	0.00389138722804	0.00251502370909	0.009595022588609	0	0	0.016986673268097	0.06400082138576	0.008098402851857	0	0.0056310993563	0	0	0	0	0.00246109886108	0	0.113004393155353	0.017534229366703	0.01477178051538	0.000612024975858	0.002642761281191	0	0.01305789051667	0.03694009801043	0.003423779317301	0.000812344696078	0	0	0	0	0.000674105252581	0.000479652127898	0	0	0.00786031928573	0.01299229465084	0	0	0	0.000292887324229	0.002620094278469	0	0.048985604423112	0	0.005017523522792	0	0.00325585171075	0.108901906755147	0	0.00495433423889	0.011366916001885	0.00113192571494	0.075484643113895	0	0.000424368696778	0.00518561435163	0.00980353443434	0.000247831758183	0	0	0.0042948216642	0	0.00202846302232	0.022098324799737	0	0.005189932677838	0	0.000714576705653	0.00138766619088	0.002635336187828	0.00235611619183	0.26049034174983	0.001429876042131	0.004738906888324	0	0	0.00917512266144	0.006241102146681	0.00504573658963	0.00499083135457	0.003815059991894	0.002707083199233	0	0	0.00797379716837	0.002533932738329	0	0.00151152821267	0.084583298505876	0.00243596753552	0.112374573662086	0.001154509884861	0.018521821623633	0	0.015646844468029	0.00208730753663	0.001950708959248	0.013093664307781	0.001037839669754	0.021358761784472	0	0	0.000879920651574	0	0.00367368751723	0.00247528988463	0.00102214906867	0.00053152388813	0	0	0	0.00792184034562	0	0.000547964205112	0	0.003201773343768	0.000548709214748	0.003218762572833	0	0.00351434161686	0.000470842661167	0.00084673751029	0.00519954340912	0	0.000875198140137	0.005228862548096	0.03535714704904	0	0.002111995393759	0.035525197212365	0	0	0.002002083545484	0.0104875017243	0.00408757339024	0.000752074751466	0.002076670881978	0.006548541033485	0	0.00258503212362	0	0.015153378251976	0	0	0.001603182229863	0.010110566897344	0.000726301825058	0	0	0	0	0.00252306909739	0.00071203147741	0.021719328744272	0.00994553898048	0.00266300420941	0	0	0.00333569052869	0.00572470975384	0	0	0.0011104116248	0	0.000785927609988	0	0.000756671007056	0.004464430998772	0.00123196873136	0.00322498163269	0	0.000644838639619	0	0	0	0.015387757863899	0	0	0.01723954469423	0	0.01257853909454	0	0.001892918442178	0	0.00356952252791	0.026164416586653	0	0.00157728878692	0.002962889384357	0.00154752294433	0.000399983270074
Haemophilus parainfluenzae	0.01289710724	0.0283369636	0.188677499662	0.220921545029	0.0985668621057	0.0165364245685	0.115477099228	0.43401481936	0.20623110146	0.00961399811372	0.0815377329882	0.00619213694607	0.00395218067386	0.384986411126	1.38554149678	0.180118119533	0.00390613249868	0.0404665764291	0.012774563053	0.0167914766548	0.0057201708287	0.00845483196241	0.0129499386808	0.000323911092909	2.52333543779	0.317961651019	0.194403381732	0.0058860504007	0.0108883759152	0.000592421996248	0.0452487161096	0.433053147308	0.0276695425753	0.031591416962	0.00242197545285	0	0.00134323538836	0	0.077148858328	0.0138389283656	0.0150942633155	0	0.0304122807844	0.378093873213	0	0	0	0.000271193978524	0.0587488787762	0.0581360147389	1.13220383489	0	0.0626000091804	0.0125495581818	0.0777792567027	1.46311069669	0.00441449401671	0.0313730757739	0.0781417219276	0.0261266663452	1.25338909035	0.000609025064204	0.00510817961159	0.0804723749651	0.0807345601936	0.0240731633491	0.00332669694515	0.000322180954753	0.104771885757	0.000354156979412	0.0029262618495	0.362453950686	0.00342055369576	0.0712989317842	0.00354719088567	0.0158063473588	0.00121694908763	0.0421588834996	0.0441861483503	2.89341932277	0.0701546099376	0.132611230476	0.000369214405461	0.000465717227682	0.197437550388	0.338381062196	0.0339731291208	0.0511994664757	0.0341857409546	0.0370866761447	0.00676523341585	0.00425072761516	0.220083985412	0.0749652973823	0.0103683380358	0.0269630721115	0.0777780820749	0.00112777111343	2.73397483516	0.00721219954782	0.260762587892	0.000486380912626	0.0404542195678	0.0371375287235	0.0761946929272	0.239504307159	0.026537008123	0.216995979743	0.0209384605387	0	0.191252350284	0	0.0104874411209	0.0412632078092	0.00283932402989	0	0.0107527316337	0.0151921195147	0.0037917531907	0.222585271171	0.00182875441856	0.0749022948983	0.00253800896829	0.0318400339688	0	0.102454553004	0.00193840446294	0.0781026722114	0.00226412625608	0.00548815420229	0.125989823079	0.0178473324478	0.00336683015671	0.0752861858666	0.66756926389	0	0.0532387820051	0.804197922385	0	0.00157446874133	0.0124130187414	0.249633048078	0.0202495785571	0.00858792658603	0.113448855867	0.203087239616	0.0012982024492	0.104920804171	0.00199342786631	0.342834205342	0.00205085497076	0.000776680131427	0.0658387741895	0.172014941783	0.00459763855374	0.00252554589836	0.00122474580952	0	0.000670978426067	0.000970608224011	0	0.702391884717	0.163363208123	0.00597590203478	0.0102511192788	0	0.00205908350132	0.103790598071	0	0.00266187170173	0	0.00168634999483	0.00959257436165	0.00600522654674	0.0458461081129	0.11602018041	0.0743089865681	0.0283178758916	0.0018829642271	0.020465380521	0	0.000522736689675	0.00109475812225	0.188004541855	0.000319729355784	0.00168186812351	0.0843352727875	0.00779734028703	0.343541628645	0.00096857965773	0.0296076425243	0.0033341947924	0.0349014558339	0.509748679167	0.00413764460434	0.0144699783632	0.0885775252512	0.00995235651687	0.0157717728816
Haemophilus phage HP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0328624395589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hahella chejuensis	0	0	0	0	0	0.000154285087089	0	0	0	0.000126393686619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000668022723986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.89375458518e-05	0	0	0.0001082257886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000244588947379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000215083007913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halanaerobium hydrogeniformans	0	0	0	0	0	0	0.00108496198422	0	0	0	0.000428403120553	0	0	0	0	0	0	0	0	0	0	0	0.000430917420404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000546341246399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00064386921559	0	0	0	0	0	0	0.00100185096603	0	0	0	0	0.000388431198081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000405750721423	0.00176593737582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000571537404507	0	0	0	0.000931015008791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00269348953411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halanaerobium praevalens	0	0.00232800470897	0	0	0	0	0	0	0.00108988651264	0	0	0	0	0	0	0	0	0	0	0	0.0014769445202	0	0	0	0	0	0	0	0	0	0	0	0	0.00135948067417	0	0	0	0.000918987306347	0	0	0	0	0	0.00103383541063	0.00027720294923	0	0.000473903632482	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000913455620527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00060880059814	0	0	0	0	0	0	0	0	0.000755783677731	0	0	0	0	0	0	0	0	0	0	0.000326287505049	0	0	0	0	0.0015795795864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000646740866932	0.000441911560338	0	0	0	0	0	0	0	0.00467964595414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haliangium ochraceum	0	0	0	0	0	0.000117845764757	0	0	0	0	0.000118508391439	0.000113996985044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000385179359605	0	0	0	0	0	8.85904581358e-05	0	0	0	0.000445120342879	0	0	0	0	0.000226646991591	0	0	0	0	0	0	0.000175388826189	0	0	0	0	0.000308049129365	0	0	0	0	0.000112830264189	0	0	0	0	0.000154590583766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00125148486677	0	9.80919088903e-05	0	0	0	0	0	0	0	0.000503486461524	0	0	0	0	0	0	0	0	0	0	0	0	0.000107451029792	0	0.000332610989659	0.000132542470398	0	7.14944227112e-05	0	0.000136050420851	0	0.000747811934382	0	0	0	0	0	0	0	0	0.000976955515672	0	0	0	6.57391074757e-05	0	0	0	0	0	0	0	0.000164284326061	0.000185949611756	0	0	0.000996309728963	0	0	0	6.95661705625e-05	0	0	0.00033137235878	0	0	0.00027191474042	0	0	0	0.000115279699347	0	0	0	0	0	0.000185980782086	0	0.000140052107761	0	0	0	0.000110758077462	0	0	0	0	0	0	0.000301918543147	0.000441044531302	0	0	0	0	0.000321533315797	0.000181780997639	0	0	0	0	0.00014659303357	0.000230965460023	0.00012092671048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.49827374718e-05
Haliscomenobacter hydrossis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000194113296909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.34841318921e-05	0.000166480768067	0.000107908231233	0	0	0	0	0	0	0	0	0	0	0.000163500384435	0	0	0	0	0	0	0	0	0	0	0	0	0.000108442326543	0	0	0	0	0	0	0	9.94854062937e-05	0	0	0	0	0	0	0	0	0.000277278754284	0	0	0	0	0	0	0	0	0	0	0	0	0.000128871568189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000152603716739	0	0	0	7.57230148137e-05	0	0	0.000170263740298	0	0	0	0	0	0	0	0	0	0	0	0.000200285312942	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000158322347399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000287509921859	0	0	0	0	0	0	0.000215252563536	0
Haloarcula marismortui	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00127994915873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000371660918807	0	0.000854064566212	0	0	0	0	0	0	0	0	0.000417482367842	0	0	0	0	0	0	0	0	0	0	0	0	0.000999994757823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000457682128758	0	0	0	0	0	0	0.00031844211988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000883038444503	0	0	0
Halobacillus halophilus	0	0	0	0	0	0	0	0	0.000603556038248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000529879892479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00059674752991	0	0	0	0	0	0	0	0	0	0	0.000423206516771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000392362789606	0	0	0	0	0	0	0	0	0	0	0	0.00336507823417	0.000375328698644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00427233183754	0	0	0	0	0	0	0	0	0	0.000751326924896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halobacteriovorax marinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000243419478297	0	0	0	0	0	0	0	0	0	0.000636580648139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000238520244299	0	0	0	0	0	0	0	0	0	0	0	0	0.000834326657347	0.000369355739692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000481683846084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000510208945398	0	0	0.000296834635283	0	0	0.00070765493493	0	0	0	0	0	0	0	0	0	0	0.000407296797207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halomicrobium mukohataei	0	0	0	0	0.000175416963502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000408617699618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00040920622793	0	0	0	0	0	0	0	0	0.000336715640012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000340881732052	0	0	0	0	0	0	0.000498935125839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halomonas elongata	0	0.000661854345294	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00023254452829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000263583182526	0	0	0	0.000507569471474	0	0	0	0	0	0	0.000127141013402	0	0	0	0	0	0	0	0	0	0	0.00251697447561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00136893293013	0	0	0.000478612560876	0	0.000421005520586	0	0.00138466153352	0	0.000828556004307	0	0	0	0	0.000313394968422	0	0	0	0	0	0	0.000499848406536	0	0.00025787727597	0	0	0	0	0	0	0	0	0	0	0	0	0.00122782956355	0	0.000556677681201	0	0	0	0.000521656876594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000239277797374	0	0	0	0	0	0	0	0	0	0	0	0.00053626637303	0	0.000399092887904	0	0	0	0	0	0	0	0	0	0.000257616184032	0.000874409391503	0	0	0	0	0	0.000702243165971	0.000341947096909	0	0	0	0	0	0	0	0.000434357835245	0	0	0	0	0	0.000217090152239	0	0	0	0.000267108077676	0	0	0	0.000856628987076	0	0.00058597674231	0	0	0	0.000697358810166	0.000988321982365
Haloquadratum walsbyi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00069866831239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000405746908231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halorhabdus utahensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00052309322909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000603938116565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000915077465387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
