family	CCIS00146684ST-4-0	CCIS00281083ST-3-0	CCIS02124300ST-4-0	CCIS02379307ST-4-0	CCIS02856720ST-4-0	CCIS03473770ST-4-0	CCIS03857607ST-4-0	CCIS05314658ST-4-0	CCIS06260551ST-3-0	CCIS07277498ST-4-0	CCIS07539127ST-4-0	CCIS07648107ST-4-0	CCIS08668806ST-3-0	CCIS09568613ST-4-0	CCIS10706551ST-3-0	CCIS10793554ST-4-0	CCIS11015875ST-4-0	CCIS11019776ST-4-0	CCIS11354283ST-4-0	CCIS11362406ST-4-0	CCIS11558985ST-4-0	CCIS12370844ST-4-0	CCIS12656533ST-4-0	CCIS13047523ST-4-0	CCIS14449628ST-4-0	CCIS15704761ST-4-0	CCIS15794887ST-4-0	CCIS16326685ST-4-0	CCIS16383318ST-4-0	CCIS16561622ST-4-0	CCIS17669415ST-4-0	CCIS19142497ST-3-0	CCIS20795251ST-4-0	CCIS21126322ST-4-0	CCIS21278152ST-4-0	CCIS22275061ST-4-0	CCIS22416007ST-4-0	CCIS22906510ST-20-0	CCIS22958137ST-20-0	CCIS23164343ST-4-0	CCIS24254057ST-4-0	CCIS24898163ST-4-0	CCIS25399172ST-4-0	CCIS27304052ST-3-0	CCIS27927933ST-4-0	CCIS28384594ST-4-0	CCIS29210128ST-4-0	CCIS29688262ST-20-0	CCIS31434951ST-20-0	CCIS32105356ST-4-0	CCIS32452666ST-4-0	CCIS33816588ST-4-0	CCIS34055159ST-4-0	CCIS34604008ST-4-0	CCIS35092938ST-4-0	CCIS35100175ST-4-0	CCIS36699628ST-4-0	CCIS36797902ST-4-0	CCIS37250421ST-4-0	CCIS38765456ST-20-0	CCIS40244499ST-3-0	CCIS41222843ST-4-0	CCIS41288781ST-4-0	CCIS41548810ST-4-0	CCIS41692898ST-4-0	CCIS41806458ST-4-0	CCIS44093303ST-4-0	CCIS44676181ST-4-0	CCIS44743950ST-4-0	CCIS44757994ST-4-0	CCIS45571137ST-3-0	CCIS45793747ST-4-0	CCIS46047672ST-4-0	CCIS46467422ST-4-0	CCIS47284573ST-4-0	CCIS47745468ST-4-0	CCIS48174381ST-4-0	CCIS48507077ST-4-0	CCIS48579360ST-4-0	CCIS48725289ST-4-0	CCIS50003399ST-4-0	CCIS50148151ST-4-0	CCIS50369211ST-20-0	CCIS50471204ST-4-0	CCIS50561855ST-4-0	CCIS51595129ST-4-0	CCIS51667829ST-4-0	CCIS52234160ST-4-0	CCIS52370277ST-4-0	CCIS53043478ST-4-0	CCIS53355328ST-4-0	CCIS53557295ST-4-0	CCIS54027808ST-4-0	CCIS55230578ST-4-0	CCIS55531770ST-4-0	CCIS56503244ST-3-0	CCIS58234805ST-4-0	CCIS59132091ST-4-0	CCIS59903910ST-4-0	CCIS61287323ST-4-0	CCIS62605362ST-3-0	CCIS62794166ST-4-0	CCIS63448910ST-4-0	CCIS63468405ST-4-0	CCIS63910149ST-4-0	CCIS64773582ST-4-0	CCIS64785924ST-20-0	CCIS65479369ST-4-0	CCIS70398272ST-4-0	CCIS71301801ST-4-0	CCIS71578391ST-4-0	CCIS72607085ST-4-0	CCIS74239020ST-4-0	CCIS74726977ST-3-0	CCIS76563044ST-4-0	CCIS76845094ST-20-0	CCIS77100899ST-4-0	CCIS77252613ST-4-0	CCIS78100604ST-4-0	CCIS78318719ST-4-0	CCIS79210440ST-3-0	CCIS80834637ST-4-0	CCIS81139242ST-4-0	CCIS81710917ST-20-0	CCIS81735969ST-20-0	CCIS81887263ST-4-0	CCIS82146115ST-4-0	CCIS82507866ST-3-0	CCIS82944710ST-20-0	CCIS83445808ST-4-0	CCIS83574003ST-4-0	CCIS83870198ST-4-0	CCIS84543192ST-4-0	CCIS85214191ST-3-0	CCIS87116798ST-4-0	CCIS87167916ST-4-0	CCIS87252800ST-4-0	CCIS87290971ST-4-0	CCIS87605453ST-4-0	CCIS88007743ST-4-0	CCIS88317640ST-4-0	CCIS90164298ST-4-0	CCIS90166425ST-4-0	CCIS90443472ST-4-0	CCIS90903952ST-3-0	CCIS91228662ST-4-0	CCIS93040568ST-20-0	CCIS94417875ST-3-0	CCIS94496512ST-4-0	CCIS94603952ST-4-0	CCIS95097901ST-4-0	CCIS95409808ST-4-0	CCIS96387239ST-4-0	CCIS98482370ST-3-0	CCIS98512455ST-4-0	CCIS98832363ST-4-0	CCMD11006829ST-21-0	CCMD12232071ST-21-0	CCMD13071240ST-21-0	CCMD13934959ST-21-0	CCMD14479708ST-21-0	CCMD18872694ST-21-0	CCMD19497912ST-21-0	CCMD23101338ST-21-0	CCMD25511638ST-21-0	CCMD25963797ST-21-0	CCMD26709089ST-21-0	CCMD26925580ST-21-0	CCMD34381688ST-21-0	CCMD35802077ST-21-0	CCMD40701343ST-21-0	CCMD42428553ST-21-0	CCMD45988061ST-21-0	CCMD46222674ST-21-0	CCMD46947453ST-21-0	CCMD48236717ST-21-0	CCMD50071957ST-21-0	CCMD51864103ST-21-0	CCMD60079086ST-21-0	CCMD63399960ST-21-0	CCMD64503764ST-21-0	CCMD64776337ST-21-0	CCMD72895164ST-21-0	CCMD74930188ST-21-0	CCMD79987997ST-21-0	CCMD82866709ST-21-0	CCMD86114146ST-21-0	CCMD86707194ST-21-0	CCMD87156761ST-21-0	CCMD88272491ST-21-0	CCMD90311071ST-21-0	CCMD93344354ST-21-0	CCMD95433940ST-21-0	CCMD96553385ST-21-0	MMPU29365221ST	MMPU68403337ST	MMPU72854103ST	MMPU84450604ST	MMPU99077057ST
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	0	0	0	0	0	0	0	0	0	0.21406	3.45697	0.40956	0	0	0	0	0	0.0181	0.12542	8.61248	0	0	0	0	0	0	0	0	0.52756	0	0	0	1.97247	0.28843	0	0	0	0	0	0.1101	0	0	0	0	1.7948	0	0	0	0	0.12652	0	0	0.2696	0	0	0	0	0.01166	0	0	0.07047	0	0.58749	0	0	62.81984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09823	0	0	0	0.02237	0	0	0.02265	0	0.06482	0	0	0	0	0.15238	0	0	0	1.74549	0.30669	0	0	0	0	0	0	0	0.22873	0	0	0	0	0	0	0	0	0	0	0.00928	0	0	0.36636	0	1.96685	0	0	0.06978	0	0	0	0	0	0	0	8.47532	0	0	0	0.43343	0	0	0	0.55984	0	0	0.01627	1.49273	0	0	0	0	0	0	0	0	0	0	0	0	0.33679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09625	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10659	0	0	0	0	0.1264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	0	0.21278	0.92638	0.5212	3.14353	3.44778	0	0	0.15921	0.14369	6.55646	7.98487	0.01552	0.6122	1.82594	11.74645	0	3.11308	0.52743	3.79718	0.12176	0.04926	1.79855	0.95397	5.24836	1.59585	0	0.01456	23.15192	2.02723	19.91167	0	0	2.47837	0.7335	4.38604	0	1.95156	0.12043	0.65301	0	0	0	0.1469	0	0	0	23.96626	1.84694	0	1.36881	0.23242	1.3118	1.48058	3.64588	4.92217	1.11706	0	0.27128	0.02108	1.5928	1.64865	0.19702	0	0.37504	0.29427	0.01212	4.6892	3.0037	0	0	8.63604	3.36086	0	0	0	10.93723	0.9916	0	0.32986	1.80485	3.62418	3.68899	3.6953	0	0.79468	0.42448	1.47698	0.31929	0	0.68778	0.09927	28.12648	1.39938	0.22798	2.01914	1.34156	0.76863	8.57388	0.16795	0	1.22911	43.53756	0	4.50301	0	4.3246	0.61578	0.57946	0	0.64222	3.34241	1.65362	1.14092	0.36706	0.06053	0	0.23142	0.5322	0	1.95969	2.03665	0	1.04112	0.30606	0	1.19466	0.26216	4.59297	0.46325	0	0.01566	0.04783	0	3.22635	0	0	1.86372	1.11652	2.48348	22.12327	0.01966	0	0	0	2.22428	16.221	0	1.20006	0.6356	4.25491	0.50068	0.10788	0	3.085	0	0.47452	0.01536	0	0.25647	0	2.81305	2.64996	0.74807	0	0	0	0	0	0.78036	0	0.05986	0	0	0	0	0.05527	0	0.30866	1.05967	0	0	0.01411	0.57079	0	0.10986	0.20115	0.7598	0.84529	0.35286	0	0	0	0.27124	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	1.47132	0	0.16389	0	0	0	0	0	0.49832	0	0	0.83634	0	6.23966	0	5.72413	0.10069	0	0	0	0.21754	0	0.40848	1.13762	0.72237	32.73308	0	0	0	0	0	0	0	0	0	0	0	0.91486	0.20122	0	3.88112	1.73252	0	12.30645	0	0.18148	0.07212	0	0	0	0	0.65479	0.08534	0	0	0.10998	0.42249	0.22021	0	0	1.34521	0	6.51678	0	0	0.71308	2.47837	0.92228	1.46029	1.43922	0	0	0.09587	0	0	0	0	0	0	0.14922	0	1.55268	0	0.08231	0	7.88208	0	0	0.67178	0	0.11837	0.03347	0	0.23037	0.0727	0	5.3173	24.5202	3.47819	0.47564	0	0	0	0.66877	0	0.21014	0.1977	0	0	0	0	0.89228	0	0	0	0	0.03608	0	0	0.2646	0	0	0	0	0.04337	0	0	0	0.04705	0.35301	0	0	0	10.17399	0	0.01696	7.67338	0	0.23896	0.39566	1.19508	0	0.94836	0	0	0.23087	1.39002	0	0	0	0.47679	0.36052	0	0	0.06136	0	2.39339	0	0.43188	0.46292	0.11466	0	0	0	0	0	0.17182	0	0	0.02888	1.32596	0	1.54276	0	0	0	0.13124	0	0	0.32597	14.29433	0	0	0	3.34391	0	0.42379	0	0	2.84624	0	0	0	0	0	0.18591	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05971	0	0.14233	0	0	0	0	0	0	0	0	0	0.32571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06473	0	0	0	0	0	0.06842	0	0.38021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis	0	0	0	0	0	0	0	0	0.16324	0	0	0	0	0.50001	0	0	0	0	0	0	0	0	0.46485	0	0.03993	0	0	0	0	0	0	0	0	0	0.40556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6292	0	0	0	1.1361	0	0	0	0.02891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11711	1.53331	0.78926	0	0	0	0	0	31.21805	0	0	0	0	0	0	0	0	0	0	0.56695	0	0.03098	0	0	0	0	0	1.87179	0	0	0	0	0	0	0	0	0	0.18421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28829	0	0	0.30751	0	0	0.10678	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12632	0.45888	0	0	0.14591	0	0	0	0	0.72293	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname	0	0	0	0	0	0	0	0	0	0	0	0.02001	0	0	0	0	1.46318	0	0	0	0	0	0	0	0	1.62076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06287	0.92513	1.7298	0	0	0	0	0	0.569	0.29941	0.03792	0	0	0	1.49383	0	0	0	0	0	0	0	2.86668	0	0	0	0.2168	0	0	0.2075	0	0	0	0	0	0	0	0	1.76206	2.07654	0	0	0	0	1.7911	0	0	0	0.00938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1086	10.51063	0.0076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61112	0	0	0	0	0	0.02952	0	0	0	0	0	0	0	0	0.04081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11486	0	0	0	0	0	0	0	0.08072	0	0	0	0	4.64261	0	0	0	0.39197	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	12.09721	4.36715	18.69716	10.55943	14.90194	16.72783	13.05845	15.18912	3.91456	25.14235	5.05795	6.94001	24.03514	5.42678	44.46659	19.85934	9.30858	4.66433	18.23576	15.92035	6.07186	1.15887	1.82746	27.29866	2.98871	0.30142	6.18738	4.7751	4.66521	26.66591	5.85615	10.20597	2.78426	23.91198	9.71761	17.36167	6.285	9.47739	2.24609	17.59685	0.44867	4.78956	1.0833	19.80228	0.98495	10.91945	1.14309	13.82682	12.68638	16.67605	14.61337	1.42056	2.67019	4.65703	20.93103	0.7246	20.52841	0.85408	30.45808	4.54121	2.8159	20.02123	0.02711	11.66356	17.21418	3.15808	0	24.48646	3.69314	1.38595	19.05514	15.73464	8.64719	4.27187	10.06102	3.06439	7.24568	1.00555	13.54167	27.23994	18.65188	0	1.69933	23.31958	0.38405	7.03092	25.72629	23.81946	8.41365	8.79067	4.6696	30.21365	12.42071	7.79421	16.90516	19.05842	7.6731	10.76968	18.16026	14.29791	18.64902	1.97145	0.77408	4.80627	13.07727	15.221	10.391	0	15.43059	11.12767	17.92272	0.30271	7.43862	8.5318	4.27712	13.04327	20.26885	6.66094	7.47918	6.80502	23.81333	23.56721	12.04638	7.45099	20.42124	5.07919	27.7655	9.24151	18.68871	10.28122	4.44487	6.53145	7.55367	0	2.66174	1.78248	2.50119	14.30402	0.66997	10.16484	5.83951	13.37916	2.52357	14.67945	12.91337	2.84599	0	6.14886	39.72781	14.3663	1.56938	14.30571	5.04423	16.22356	4.05519	10.07036	1.46093	2.90446	24.16331	21.76254	6.35692	45.76509	6.91475	14.78033	1.60706	27.68081	31.03641	1.12262	15.91051	2.09642	0.20729	6.8417	7.89454	6.78366	8.96206	10.69167	1.20113	34.71238	0	11.93333	7.9445	9.67363	15.25676	7.58063	6.47339	13.44735	3.94537	21.53074	3.50708	0.04999	13.5564	19.11597	21.42751	0.87541	21.31265	10.67581	18.41205	11.86556	11.81943
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	13.54231	14.00397	17.45068	15.63744	18.60868	11.66618	50.76951	8.52056	2.64826	19.12327	16.76254	21.00088	8.55473	5.48936	7.74987	20.13086	5.90699	5.67247	13.28748	16.06047	5.4079	5.46179	5.2854	8.42227	6.08224	15.63958	22.60376	4.0815	4.85768	6.3364	8.69294	41.62976	2.65107	26.3422	38.00791	30.56273	18.1382	31.94295	23.71237	12.89274	0.36949	7.33751	5.26156	2.45552	6.45418	10.45472	8.31146	21.2108	46.3908	8.47814	28.91457	8.15144	25.37298	30.82683	37.35827	15.87612	28.28752	2.44434	10.60682	29.62153	16.34851	24.93742	13.54549	2.02772	22.15276	19.23694	18.88192	14.03979	29.55396	0.07644	32.47703	13.47778	2.95914	2.17456	12.60264	7.64274	30.34193	28.69376	25.27925	25.63607	11.88036	22.82237	51.30037	20.80574	16.00869	24.84141	13.6155	12.90067	14.40801	12.71031	14.01548	15.79825	14.27179	13.22285	20.93819	21.63307	8.56345	34.73371	38.36551	12.89233	11.86398	12.43847	3.85542	27.37725	24.3265	8.73861	6.25288	38.88828	10.29007	6.8884	20.42267	4.81603	20.17362	18.09825	11.20917	17.5906	23.1488	15.95674	13.08259	9.41513	8.17312	14.31439	12.59869	4.54448	15.47154	26.91375	38.04524	38.45742	35.43592	21.77763	9.6956	5.68031	10.24825	9.76282	10.49524	0	9.03779	23.63929	18.85039	3.69317	14.69792	13.27152	18.11022	15.40062	16.17192	3.15963	15.17466	13.77251	20.21924	21.13207	18.75009	40.03958	5.66783	15.35456	33.13369	11.76746	10.59147	11.62838	23.20416	7.34811	5.57183	6.14879	6.59658	44.25154	3.33085	15.92954	17.82302	23.38482	8.92498	12.58075	33.95103	8.03724	6.96608	7.13718	25.2695	3.44251	10.15693	15.41646	19.99346	12.67928	6.05734	4.10945	16.72809	24.30882	3.23276	3.99054	7.52044	9.69675	37.45763	9.89326	17.01095	5.43683	18.76618	3.19541	3.36527	8.22912	3.5134	10.68155	8.66727
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	0	0	0.04264	0	0.13514	0.11786	0	0	0	0	0.19006	0.92525	0.38173	0	0	0	0.26114	0.08787	0.43826	0	0.1414	0.94328	0.19988	0.05061	0.14832	2.69531	0	0	0	0.01857	0.12287	0	0.04603	0	0.04035	0	0.21673	0	0	0	0.81075	0.32955	1.99805	0	0	1.84821	0.06258	0	0	0.04124	0	0	0	0	0.08984	0	0	0.47747	0.35231	0	0	0	2.45147	0.12932	0	0	0	0.15891	0	0	0	0	0.01125	0	0	0.18234	0.17612	0.69168	0	0	0.00813	0.44687	0	0.60978	0.0747	0	0	0	0.49365	0	0	0.12633	0	0.00953	0	0	0.01318	0	0.1214	0.11886	0	0	0	0.1054	0	0.37265	0	0.12961	0	0.34897	0.26641	1.0984	0	0.10932	0.01445	0.29599	0	0.63168	0.497	1.40477	0	0.25298	0.21994	0.02042	0	0	0.09009	0	0	1.06534	0.24994	0.23297	0	0	0	5.62858	2.27166	0.08294	1.44741	0.88838	0.0221	0	3.87596	0	0	0.06616	0	0	0	0.03486	0	0	0	0	0	0	5.40973	1.54749	1.49446	0.5433	0.13443	0	0.41827	0.03077	1.33565	0.27152	0.11254	0	0	0.12673	1.105	0.27172	0	0.14745	0.17134	0.10007	0.0877	0.35708	1.20464	0.864	2.02786	0.20502	0.51406	0	0	0.20089	0	0.71536	0.17854	3.54613	0.87272	0.17073	0.2677	0.27418	0	1.05429	0.0458	0.13514	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	0	0	0	2.64623	0.19728	0	0	0	1.31986	0	0	0	0.06587	0	0	0	0	0	0.08193	0	0	0	1.20582	0	4.33168	2.25948	0.12959	0.94046	0	0.44854	1.02459	0.21767	0.03521	0	0.09668	0	0	0	0	0.34271	0	0	0	0.60981	0	0	0	0	0.98152	0.51026	0.27077	2.8277	0.03434	0	0.10627	1.23138	0	0	0	0.40382	0	0	0	0	0	0	0	0.44678	0	0	0	0	0.52558	0	0	0.46913	0	0	0.45397	0.33789	0.58648	0.11036	0	0	0	0.02794	0	1.13938	0	3.37078	0.47009	0	0	0	0	0.53769	3.93564	0.40178	0.80886	0.39368	0.02639	0	2.13942	1.03773	0.01826	0.14886	0.8394	6.07808	0.14627	0	0.55197	0	1.69877	0	0.02265	1.76962	0	0	0.04614	0.64704	0	0.17002	0.92903	0	0	0	0.38159	0	0.58443	0	0	0	0.06153	0	0	0	0	0	0	0	0	0.26501	0	0	0	0	0	0	0	0.15492	0	0.02303	0	0	0	0	1.00464	0.41516	0	0	0	0.01505	0.7064	0	0.50765	0	0	0	0	0	0	0	0	0.03937	0	0.77479	0.34887	0.09345	0	0	0	0	0	0	0	0.72523	0	1.16938	0	0.1146	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	36.01998	2.3314	25.7535	15.48042	27.85601	30.2122	12.72968	16.41228	15.20998	17.18506	21.15904	9.7782	17.87974	11.74782	7.80421	24.26279	24.4766	39.21185	35.04146	8.67264	7.28442	28.71047	10.49803	31.38228	20.06036	4.62897	19.41269	10.55713	6.59244	15.2615	28.11428	16.0068	17.20819	25.72922	8.38555	39.54525	14.45109	12.79533	17.32302	46.52644	1.67317	19.77607	32.67026	31.57976	38.22105	32.74407	9.53677	14.62532	14.91292	18.4229	25.69811	23.49231	10.02615	47.67683	11.15398	19.27674	9.43814	3.67554	32.28399	25.45834	6.03678	24.88777	9.29025	30.09712	20.62848	2.15165	1.87167	41.94691	21.4374	12.54157	15.41793	23.70033	28.39366	0.97821	18.3473	16.34254	7.98215	6.39816	10.02624	17.8068	39.87211	16.59589	5.71326	23.36153	8.10155	33.74837	15.94475	31.05218	10.86992	12.51639	22.32801	11.40152	12.07825	36.68343	26.70764	22.18753	7.23067	14.10147	4.57338	5.74036	21.5364	13.41348	1.23938	7.05102	32.54626	15.12796	28.69672	4.44034	22.00039	14.46485	37.21842	0.72736	26.29239	24.38969	18.15391	30.78538	8.27957	17.07926	41.13187	54.90879	17.61619	13.46489	46.25411	14.35984	25.30529	22.01273	20.36641	14.02577	22.79492	16.46008	9.20009	38.22696	11.8792	7.59823	42.37069	13.9316	3.07274	20.38962	9.19528	11.46006	17.86776	25.62022	16.40082	25.30156	16.46213	14.37896	22.23651	28.20456	3.01022	27.93449	28.66408	27.44086	17.29652	11.82135	10.11398	21.86489	4.99594	31.39269	9.2596	30.52735	18.56	11.89735	23.79486	23.19201	29.70169	13.67612	5.33799	19.13824	34.62752	30.36583	0.40015	47.903	48.0414	30.69121	45.17281	11.58559	15.30275	13.28699	23.52397	20.95573	12.82461	26.43739	22.0569	15.51758	8.4529	17.51661	36.99586	21.42752	23.84768	20.71373	14.43054	17.031	20.49342	14.85445	13.88187	28.94881	21.14961	28.25595	21.30641
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0	0	0	0	0.10996	0	0.1745	0	0.47287	2.20391	0	0.39549	0	3.73424	0.13161	0.04846	0	0.31759	0	6.73027	1.49146	0	5.66506	0.06582	1.00429	2.06858	5.33005	0.58622	6.40512	0	0	0	0.03867	0.9155	1.62858	0.06191	23.29999	0.35277	2.537	0	0	0	0	0.01025	0	0	0	13.70531	0.82148	0	0	1.8683	0.44101	0	0	1.39599	0	1.53539	0	0.53655	0	0	0.85628	0	0	0.04863	3.42534	0	0	0	0	0.11429	0	0	0	0	6.42597	0	4.75888	0	0	0.11576	4.41223	2.09076	0	1.78114	1.14871	0	0	4.53906	0.22228	0.17026	6.76247	0	0	0.10162	3.53295	0	0.16167	1.90975	1.52359	2.73289	0.01466	1.07403	0.02052	0	1.35519	2.83135	0	2.44953	0.95426	5.43737	16.1475	7.93206	1.59671	0.15565	0	10.25445	0	0	3.42841	0	1.86763	3.01316	0	5.32439	0	0.6908	0	0.73425	0	0	0.48818	0.1353	5.78581	0	0.11688	0	0	0.93018	4.13706	1.82514	0	0	0	1.24411	3.37666	0.86947	0	0	0.93754	0.98625	0.21536	0	0.27768	0	2.40797	0	3.78078	0.1452	0.91327	0.38926	2.39031	1.555	0	0	0	0	0.127	0	4.06488	0.70637	0.30492	3.71203	0	2.02168	0.27576	0	0	0	0.48907	0	0	0.17485	0	0	4.6067	0	0	0.92815	0.15915	0	0	0.0487	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae	3.78722	1.29451	0.22044	0	0.11912	0	7.1865	0	0	0	0.94521	3.06457	0	1.77168	2.41973	0	0	7.0009	0	0	3.1231	0	0	0	0	27.52301	0	3.60942	3.10878	2.15081	2.35923	0	0	0	3.12978	0.12727	0	2.79047	3.98134	0	0	0	1.04862	0	0	0	1.92339	0.33424	1.08108	0	1.01194	0	2.1328	0	0	4.56002	0	0	0	0.64589	4.23063	0	0	0	0	0	0	0	0	0	2.01464	0	0	0	0	0	2.18698	3.28874	0	0	0	0	0	0	0	1.12109	0	0	1.42897	0.10398	0	0.42623	1.16872	0.29912	0.25509	0	0.59774	0	0	4.33397	0	0	0	2.42263	0	1.21793	0	1.72387	0	2.11022	1.58256	0	1.67232	5.34548	3.33629	1.85567	0.06129	5.26021	0	3.08575	1.79888	0	0.01928	1.37069	1.86696	0	0	0	0.10968	0	0	0	0.21876	0	0	10.07793	0	0.32507	1.35561	0	0	0.52277	4.64298	0	1.41603	0	0.73808	0.04711	0.07949	0	0	0.10428	5.1449	1.98167	2.06472	0	0	0	0	0	9.96068	0	0	0.07721	0	0	0	0	0	3.34503	0	0.58129	0	3.77468	0	8.76022	0	0	0	0	0	0	0	0	0	0	1.52331	0	0	2.52562	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	0	0.01037	11.47607	0.02357	0	0.98888	0.28912	0	0	3.38554	0	0	0.84603	0	0.28772	0.05889	1.38145	1.85413	0	0.66512	0	0	0	0.76959	5.77328	4.58517	5.10499	0	16.69644	0	0.46325	1.24793	0.13666	3.23961	0	0	0	1.65061	0	0	0	0	0.84832	5.22269	1.55204	0	28.0985	0.37141	0	9.21113	0.41787	0	1.23698	0	0	0.6416	0	0	2.02841	0	0.05547	0	0	0.85457	0.58723	0	0	2.66088	0.33096	0.23642	0	0.49106	0	1.278	7.84596	0	0	0	0.15791	4.3622	0.48881	11.76055	0	0	0	0	10.53264	0	0.90905	0.664	0	0	0	2.38766	0	0.29238	0.53685	0	3.7028	0.09274	0.83684	0	0	0	0	0.11939	0.08424	0.58224	0	0	0	5.28362	0	0	32.17102	5.01837	0	5.03929	5.02796	1.17203	0	0.35335	0.32864	0.81763	0	0	2.26448	0	1.81585	24.58981	1.8968	5.32168	5.41487	2.20322	1.9823	0	0	0.32393	0.2201	1.67935	2.32857	8.12148	0	0	0	9.22573	1.80562	1.06369	3.54704	2.09633	11.61187	0	1.3987	0	0	0	4.95445	0	0.5961	0	22.11483	0.45964	14.96397	0.88915	0	0	7.1771	3.7338	23.53524	0	11.06799	0	1.70734	4.01679	2.13037	1.06085	4.29449	8.52499	0	0	0	3.05552	3.29789	0.89183	0.50004	2.88528	0	0	11.63757	0	0	4.46779	0	0.04648	0	0.15819	4.6338	3.54903	0
